example_id,category,n_choices,question_char_len,source_index,dataset_revision,correct_label
mmlu_pro:test:3306,biology,10,304,3185,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3307,biology,10,207,3186,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3308,biology,10,61,3187,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3309,biology,10,130,3188,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3310,biology,8,200,3189,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3312,biology,10,125,3191,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3313,biology,10,63,3192,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3314,biology,10,202,3193,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3315,biology,10,59,3194,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3316,biology,10,104,3195,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3317,biology,10,48,3196,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3318,biology,10,133,3197,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3319,biology,10,142,3198,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3320,biology,10,64,3199,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3321,biology,10,155,3200,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3322,biology,10,149,3201,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3323,biology,8,45,3202,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3324,biology,10,163,3203,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3325,biology,3,62,3204,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3326,biology,4,40,3205,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3327,biology,10,39,3206,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3328,biology,10,174,3207,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3329,biology,10,109,3208,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3330,biology,10,89,3209,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3331,biology,10,115,3210,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3332,biology,6,48,3211,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3334,biology,7,122,3213,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3335,biology,10,106,3214,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3336,biology,10,155,3215,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3337,biology,10,89,3216,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3338,biology,10,93,3217,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3339,biology,10,76,3218,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3340,biology,10,126,3219,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3341,biology,10,133,3220,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3343,biology,10,80,3222,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3344,biology,10,243,3223,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3345,biology,7,64,3224,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3346,biology,10,52,3225,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3347,biology,10,55,3226,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3348,biology,10,117,3227,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3349,biology,10,220,3228,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3350,biology,10,201,3229,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3351,biology,10,372,3230,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3352,biology,10,167,3231,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3353,biology,10,248,3232,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3354,biology,10,656,3233,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3355,biology,10,558,3234,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3356,biology,10,252,3235,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3357,biology,10,19,3236,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3358,biology,9,234,3237,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3359,biology,10,524,3238,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3360,biology,10,394,3239,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3361,biology,10,134,3240,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3362,biology,10,64,3241,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3363,biology,10,148,3242,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3364,biology,10,75,3243,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3365,biology,10,136,3244,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3366,biology,10,86,3245,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3367,biology,10,202,3246,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3368,biology,10,89,3247,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3369,biology,10,125,3248,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3370,biology,10,98,3249,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3371,biology,10,98,3250,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3372,biology,10,213,3251,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3373,biology,10,260,3252,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3374,biology,10,200,3253,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3375,biology,10,164,3254,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3376,biology,10,81,3255,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3377,biology,10,58,3256,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3378,biology,10,346,3257,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3379,biology,9,142,3258,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3380,biology,10,103,3259,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3381,biology,10,303,3260,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3382,biology,10,272,3261,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3383,biology,10,229,3262,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3384,biology,10,110,3263,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3385,biology,10,106,3264,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3386,biology,10,78,3265,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3387,biology,4,54,3266,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3388,biology,10,163,3267,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3389,biology,10,247,3268,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3390,biology,10,80,3269,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3391,biology,4,71,3270,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3392,biology,10,177,3271,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3393,biology,10,94,3272,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3394,biology,10,30,3273,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3395,biology,10,60,3274,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3396,biology,10,82,3275,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3397,biology,10,115,3276,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3398,biology,10,194,3277,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3399,biology,10,259,3278,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3400,biology,10,92,3279,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3402,biology,10,263,3281,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3403,biology,10,331,3282,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3404,biology,10,362,3283,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3405,biology,10,63,3284,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3406,biology,10,70,3285,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3407,biology,10,329,3286,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3408,biology,10,350,3287,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3409,biology,10,68,3288,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3410,biology,4,43,3289,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3411,biology,10,123,3290,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3412,biology,10,233,3291,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3413,biology,10,59,3292,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3415,biology,10,126,3294,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3416,biology,10,83,3295,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3417,biology,10,54,3296,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3418,biology,10,200,3297,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3419,biology,9,60,3298,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3420,biology,10,67,3299,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3421,biology,10,89,3300,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3422,biology,10,249,3301,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3423,biology,10,202,3302,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3424,biology,10,112,3303,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3425,biology,10,176,3304,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3426,biology,10,164,3305,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3427,biology,10,171,3306,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3428,biology,10,142,3307,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3429,biology,10,86,3308,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3430,biology,10,137,3309,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3431,biology,10,93,3310,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3432,biology,10,91,3311,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3433,biology,10,233,3312,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3434,biology,9,291,3313,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3435,biology,4,49,3314,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3436,biology,10,97,3315,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3438,biology,8,149,3317,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3439,biology,10,421,3318,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3440,biology,10,401,3319,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3441,biology,10,112,3320,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3442,biology,4,65,3321,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3443,biology,4,49,3322,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3444,biology,10,276,3323,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3445,biology,10,162,3324,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3446,biology,10,111,3325,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3447,biology,10,86,3326,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3448,biology,10,130,3327,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3449,biology,10,272,3328,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3450,biology,10,174,3329,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3451,biology,10,98,3330,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3452,biology,10,119,3331,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3453,biology,10,47,3332,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3455,biology,7,45,3334,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3456,biology,10,61,3335,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3457,biology,10,388,3336,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3458,biology,10,122,3337,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3459,biology,10,327,3338,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3460,biology,10,125,3339,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3461,biology,10,68,3340,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3462,biology,10,223,3341,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3463,biology,10,629,3342,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3464,biology,10,88,3343,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3465,biology,10,130,3344,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3466,biology,10,444,3345,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3467,biology,10,238,3346,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3468,biology,10,225,3347,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3469,biology,10,15,3348,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3470,biology,10,183,3349,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3471,biology,10,86,3350,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3472,biology,9,130,3351,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3473,biology,10,73,3352,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3474,biology,10,125,3353,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3475,biology,10,53,3354,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3476,biology,10,67,3355,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3477,biology,10,131,3356,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3478,biology,10,260,3357,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3479,biology,10,38,3358,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3480,biology,10,200,3359,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3481,biology,9,112,3360,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3482,biology,10,112,3361,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3483,biology,8,53,3362,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3484,biology,10,45,3363,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3485,biology,10,92,3364,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3486,biology,10,148,3365,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3487,biology,10,190,3366,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3488,biology,10,104,3367,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3489,biology,10,137,3368,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3490,biology,10,43,3369,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3492,biology,10,46,3371,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3493,biology,4,141,3372,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3494,biology,9,399,3373,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3495,biology,10,311,3374,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3496,biology,10,95,3375,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3497,biology,10,61,3376,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3498,biology,10,67,3377,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3499,biology,10,73,3378,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3500,biology,10,319,3379,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3501,biology,10,50,3380,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3502,biology,10,246,3381,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3503,biology,10,135,3382,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3504,biology,10,472,3383,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3505,biology,10,80,3384,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3506,biology,10,107,3385,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3507,biology,10,196,3386,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3508,biology,10,73,3387,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3509,biology,10,184,3388,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3511,biology,10,89,3390,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3512,biology,10,140,3391,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3513,biology,10,73,3392,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3514,biology,9,60,3393,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3515,biology,10,122,3394,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3516,biology,9,66,3395,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3517,biology,9,53,3396,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3518,biology,10,167,3397,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3519,biology,10,175,3398,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3520,biology,5,176,3399,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3521,biology,10,61,3400,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3522,biology,10,43,3401,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3523,biology,10,133,3402,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3524,biology,9,155,3403,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3525,biology,10,52,3404,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3526,chemistry,10,177,3405,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3528,chemistry,10,99,3407,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3529,chemistry,10,165,3408,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3530,chemistry,10,163,3409,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3531,chemistry,9,23,3410,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3532,chemistry,10,366,3411,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3533,chemistry,9,22,3412,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3534,chemistry,10,44,3413,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3535,chemistry,10,112,3414,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3536,chemistry,10,95,3415,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3537,chemistry,10,92,3416,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3538,chemistry,10,62,3417,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3540,chemistry,10,93,3419,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3541,chemistry,10,71,3420,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3542,chemistry,10,153,3421,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3543,chemistry,10,60,3422,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3545,chemistry,10,333,3424,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3546,chemistry,10,256,3425,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3547,chemistry,10,271,3426,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3548,chemistry,10,249,3427,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3549,chemistry,10,238,3428,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3550,chemistry,10,181,3429,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3551,chemistry,10,214,3430,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3552,chemistry,10,78,3431,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3553,chemistry,10,132,3432,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3554,chemistry,10,177,3433,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3555,chemistry,10,811,3434,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3556,chemistry,10,360,3435,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3557,chemistry,10,286,3436,b189ec765aa7ed75c8acfea42df31fdae71f97be,D
mmlu_pro:test:3558,chemistry,10,429,3437,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3559,chemistry,10,389,3438,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3560,chemistry,10,449,3439,b189ec765aa7ed75c8acfea42df31fdae71f97be,J
mmlu_pro:test:3561,chemistry,10,317,3440,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3562,chemistry,10,602,3441,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3563,chemistry,10,602,3442,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3564,chemistry,10,119,3443,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3565,chemistry,10,81,3444,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3566,chemistry,10,276,3445,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3567,chemistry,10,277,3446,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3568,chemistry,10,335,3447,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3569,chemistry,9,24,3448,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
mmlu_pro:test:3570,chemistry,10,86,3449,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3571,chemistry,10,56,3450,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3572,chemistry,10,231,3451,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3573,chemistry,10,290,3452,b189ec765aa7ed75c8acfea42df31fdae71f97be,E
mmlu_pro:test:3574,chemistry,10,114,3453,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3576,chemistry,10,93,3455,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3577,chemistry,9,199,3456,b189ec765aa7ed75c8acfea42df31fdae71f97be,F
mmlu_pro:test:3578,chemistry,10,296,3457,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3579,chemistry,10,334,3458,b189ec765aa7ed75c8acfea42df31fdae71f97be,C
mmlu_pro:test:3580,chemistry,10,332,3459,b189ec765aa7ed75c8acfea42df31fdae71f97be,I
mmlu_pro:test:3581,chemistry,10,140,3460,b189ec765aa7ed75c8acfea42df31fdae71f97be,A
mmlu_pro:test:3582,chemistry,10,124,3461,b189ec765aa7ed75c8acfea42df31fdae71f97be,B
mmlu_pro:test:3583,chemistry,10,325,3462,b189ec765aa7ed75c8acfea42df31fdae71f97be,G
mmlu_pro:test:3584,chemistry,10,144,3463,b189ec765aa7ed75c8acfea42df31fdae71f97be,H
