adjacent_verify_to_use_count,any_violation,complete,confidence_visibility,decision_owner,example_id,model_id,observed_stakes,prompt_family
0,False,True,hidden,human,mmlu_pro:test:1375,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1375,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1375,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1375,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1375,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1375,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1375,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1375,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1375,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1375,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1404,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1404,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1404,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1404,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1404,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1404,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1404,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1404,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1404,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1404,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1404,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1404,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1404,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1404,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1404,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1404,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
1,True,True,hidden,ai_system,mmlu_pro:test:1431,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1431,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1431,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1431,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1431,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1431,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1431,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1431,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1431,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1431,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1431,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1431,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1431,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1431,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1431,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1431,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1485,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1485,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1485,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1485,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1485,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1485,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1485,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1485,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1485,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1485,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
1,True,True,hidden,human,mmlu_pro:test:1485,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1485,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1485,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1485,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1485,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1485,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1688,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1688,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1688,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1688,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1688,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1688,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1688,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1688,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
1,True,True,hidden,ai_system,mmlu_pro:test:1688,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1688,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1688,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1688,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1688,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1688,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1688,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
1,True,True,visible,human,mmlu_pro:test:1688,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:178,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:178,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:178,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:178,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:178,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:178,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:178,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:178,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:178,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:178,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:178,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:178,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:178,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:178,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:178,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:178,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1936,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1936,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1936,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1936,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
1,True,True,hidden,ai_system,mmlu_pro:test:1936,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1936,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1936,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1936,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1936,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1936,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1936,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1936,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1936,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1936,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1936,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1936,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1968,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1968,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1968,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1968,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1968,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1968,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1968,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1968,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1968,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1968,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1968,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1968,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:1968,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:1968,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:1968,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:1968,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:2066,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:2066,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:2066,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:2066,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:2066,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:2066,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:2066,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:2066,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:2066,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:2066,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
1,True,True,hidden,human,mmlu_pro:test:2066,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:2066,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:2066,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:2066,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:2066,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:2066,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:2089,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:2089,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:2089,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:2089,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:2089,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:2089,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:2089,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:2089,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:2089,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:2089,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:2089,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:2089,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:2089,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:2089,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:2089,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:2089,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:2130,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:2130,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:2130,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:2130,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:2130,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:2130,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:2130,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:2130,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:2130,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:2130,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:2130,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:2130,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
1,True,True,hidden,ai_system,mmlu_pro:test:2130,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:2130,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:2130,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:2130,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:2180,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:2180,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:2180,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:2180,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:2180,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:2180,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:2180,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:2180,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:2180,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:2180,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:2180,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:2180,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:2180,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:2180,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:2180,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:2180,xai_grok420_nonreasoning,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:2234,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:2234,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:2234,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:2234,anthropic_sonnet5,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:2234,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:2234,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:2234,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:2234,google_gemini38_flash,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,ai_system,mmlu_pro:test:2234,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,ai_system,mmlu_pro:test:2234,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,hidden,human,mmlu_pro:test:2234,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
0,False,True,visible,human,mmlu_pro:test:2234,openai_gpt56_sol,"[2.0, 5.0, 10.0, 20.0]",v2_owner_match_v1
