source,question_id,model_alias,model_endpoint,family,score_condition,displayed_confidence,displayed_token,frozen_answer,stage1_correct,parsed_action,verify,raw_response,input_tokens,output_tokens,estimated_cost_usd,prompt_hash,request_key
task007a,mmlu_pro:test:8186,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.99,0.99,0.99,E,False,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",309,16,0.001556,709bd10d0c2aff02469731149f18236414f7f2b4a8eade9371afdb701d327fb6,verification:10c4cd01c6afc6e991964f1b1dab12cb600e571c8e4a3604ea767110b2d22abd
task007a,mmlu_pro:test:8186,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,E,False,VERIFY_FIRST,1,"{""action"": ""VERIFY_FIRST""}",624,20,0.001448,b45010091db8b069ac6e4876f6e9273150055bbcfe401f42b5061499477d8794,verification:d989df281a45730d24b5b31e025a35da3e7ddb47000f4393e5822cc679643065
task007a,mmlu_pro:test:8186,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,E,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",652,20,0.001504,778a8589b037f74a02cb13d940bb762827c459c4fafd1b3266871d4153c97b59,verification:17db7c675224dd9e7167574b5c83a120fcfc841019e651e290f3c80ba4c918d8
task007a,mmlu_pro:test:8186,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,E,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",652,20,0.001504,56151c70d13e805f54e416854be27053b6419029d5c1e9356b1d0d827264b182,verification:fdf182ae043474d955a9da1b0c378c0b4c3f39e41712a7ef00a6a607b60fe738
task007a,mmlu_pro:test:8186,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,E,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",652,20,0.001504,423970036c2372ea35f0c49599ba407457f6b8338221683ff8ce3d6a53769d81,verification:2a00f74da1bcccdb5cf0e5f52ae23bd3857e2802f310d1db4f720422086a0de0
task007a,mmlu_pro:test:8186,anthropic_sonnet5,claude-sonnet-5,stronger,hidden,,,E,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",629,22,0.001478,c03d208e2ec642f5e878bc9abc130442bf8d78710567fdf4524618e7dd458b30,verification:1b8b71aa7698b16ea491f4bf77d9745fbcbc948c9e0f1c16229c0192a7356eb4
task007a,mmlu_pro:test:8186,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.70,0.7,0.7,E,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",657,20,0.001514,92dc9e7c583ec859339177663199818e0f2125cb1433179b8ff5185c542ded35,verification:cd800f88eca0e09c3ddc1641b1e5d1f13e287ba7cbe7c5516d5b184ad41f165c
task007a,mmlu_pro:test:8186,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.90,0.9,0.9,E,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",657,20,0.001514,34c6917cdc6d8870ad55b0ea44d7808ec7a1c895d14977e4dbe4f2b022b31956,verification:18ad839ad76bcbc896f0ecd37adfc1de0342d038e4de8ad9c41c0e7c2b181ab7
task007a,mmlu_pro:test:8186,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.99,0.99,0.99,E,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",657,20,0.001514,709bd10d0c2aff02469731149f18236414f7f2b4a8eade9371afdb701d327fb6,verification:6cfd74791ed216e1740fe98868a96c4ccd37394325dd439fdcff9177b67ece3c
task007a,mmlu_pro:test:2864,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",280,16,0.00144,073faefc38ca83c81d4e6965655a138761a11f3881c98e400b93cf7206c1d87e,verification:664b79293e4cb212e54e0f0fb14a392017e158cc70e7a19d9476ff8a989c2df3
task007a,mmlu_pro:test:2864,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",297,16,0.001508,df78de99b82bd0db8b4d88f0b58b5fea36359d2ef7bb4df4563adf61fba3cf9a,verification:26c2b4a70ba1ded5cfddf4a49a247f7cf56f25b98e3fd421ac7419b9daad5d18
task007a,mmlu_pro:test:2864,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",297,16,0.001508,2a4277d88286ffa26cf96b4b5881ab2c55873933547bec55c723471ed5955911,verification:ee4ec092e37d26f412a8aff6ceba6aa58895ec99aeaab5eec3b74d7ce471b882
task007a,mmlu_pro:test:2864,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",297,16,0.001508,b5adfbaa63f1a8495ea064660c9633790df96a129b531a48e99e2f5911f9512c,verification:edd0afbc604ebc679441f9abd59333baeef9a3ee7ab41b132f882f786ee9960e
task007a,mmlu_pro:test:2864,openai_gpt56_sol,gpt-5.6-sol,stronger,hidden,,,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",281,16,0.001444,34e8678937e14a3d9c762eff2d2cee550d5cc05a1377f6071c0ca6db2094f169,verification:708b99ce07951c1004544739a95926c8db631eb0b25673c0b80b678269e75056
task007a,mmlu_pro:test:2864,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.70,0.7,0.7,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",298,16,0.001512,1dbffe9a24ae446631c4a167682393b125de2390cfeb17330a070ab45d5e6489,verification:9f04978d637816b2efed4922e956a6a79111a6110273ea0be1dadd94e12ef513
task007a,mmlu_pro:test:2864,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.90,0.9,0.9,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",298,16,0.001512,4dad06e49d14fe470337509b8642fa59bd3cc70b37a0c1785f5918528d24db05,verification:68186d6daa60a21ef3154fd1b32b385bec5620e157681674a72f96c3b97737c4
task007a,mmlu_pro:test:2864,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.99,0.99,0.99,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",298,16,0.001512,51587224e752ee95da23b1d515e2d2fece3a4bd458364e6429ac898c0f47f789,verification:d389988b2bbf2d532d99c0f1108b3018f33cb9b15640ae4d36ea88fde51208d3
task007a,mmlu_pro:test:2864,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",659,19,0.001508,073faefc38ca83c81d4e6965655a138761a11f3881c98e400b93cf7206c1d87e,verification:b1e9393a0fc6971c473844396c8b17347b2cc930086bb630c7ee4b6cb7e4fc19
task007a,mmlu_pro:test:2864,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",687,19,0.001564,df78de99b82bd0db8b4d88f0b58b5fea36359d2ef7bb4df4563adf61fba3cf9a,verification:0cb0930be307d210e80ac5932847b3800f7444cc4d6aa546c3b83ed25faba297
task007a,mmlu_pro:test:2864,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",687,19,0.001564,2a4277d88286ffa26cf96b4b5881ab2c55873933547bec55c723471ed5955911,verification:64db01ba75f45d3ad6317a3468bf502f94f50edcf3fc47be9cbf59c43bfdba84
task007a,mmlu_pro:test:2864,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",687,19,0.001564,b5adfbaa63f1a8495ea064660c9633790df96a129b531a48e99e2f5911f9512c,verification:5294d933737cc2e5ebb7adfa2309689bd2aabf96085a55ca6d6e489099a6dc94
task007a,mmlu_pro:test:2864,anthropic_sonnet5,claude-sonnet-5,stronger,hidden,,,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",664,19,0.001518,34e8678937e14a3d9c762eff2d2cee550d5cc05a1377f6071c0ca6db2094f169,verification:50ec273948ad2df1857dfffbc27f1d13e13802e166cf4be4b9246dc75ada521c
task007a,mmlu_pro:test:2864,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.70,0.7,0.7,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",692,19,0.001574,1dbffe9a24ae446631c4a167682393b125de2390cfeb17330a070ab45d5e6489,verification:c8963e1b45f5889548fe30e1d69d67cd9d86ea7416c067e661782bf3cc366466
task007a,mmlu_pro:test:2864,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.90,0.9,0.9,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",692,19,0.001574,4dad06e49d14fe470337509b8642fa59bd3cc70b37a0c1785f5918528d24db05,verification:8689adb7ea67bf7e6a756ac51c1ee84cc8d32365b194aa1fb4d7da7de04a4da4
task007a,mmlu_pro:test:2864,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.99,0.99,0.99,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",692,19,0.001574,51587224e752ee95da23b1d515e2d2fece3a4bd458364e6429ac898c0f47f789,verification:12ee83b6b473aa0902deee658c66aa0a63815e7283463cdc5564f072d1555c35
task007a,mmlu_pro:test:10556,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",368,16,0.001792,1a28c4c6693e5e929d0a97d14f4907e032b208955927c78bb0ed64abf42bbd55,verification:1399448250982bb1fd35c5c228b3297e80a1b441dfc9dab83c68f6ba480ae5ce
task007a,mmlu_pro:test:10556,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",385,14,0.00182,b43ac53f2594a781a0f98529ccdbeccc0ddbdd65d4246d8a5196cfe70f7a635d,verification:31f221f39d09dde6f8931ee5d2e164f0510d7dc4ef46fdc1a23b6feafd390578
task007a,mmlu_pro:test:10556,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",385,16,0.00186,3229b23ccc7f2ade0b270c664d8cb648d75afd030e10f1c350f22fa025654e1d,verification:d054f26332359aebbb0ce73bddccb9ad28409336b48fde9ec0acf79590b3aae5
task007a,mmlu_pro:test:10556,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",385,16,0.00186,34cb50408038a2e16b865184653c3bd4cd0690629513259f0996a09a9e7b9674,verification:667dd72ffbe41cdbb97e4c9bd8ff566d5168388ca698510ea11ae73b6bdd7c61
task007a,mmlu_pro:test:10556,openai_gpt56_sol,gpt-5.6-sol,stronger,hidden,,,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",369,16,0.001796,c38b765d643711d8c305a77de3fcc9e9f2d09476cd62ea8ca2f349e1777bc3e4,verification:5e3b102780bdee0be56c7b0be40c309742401b367626e7cd31e949b6cebdc21d
task007a,mmlu_pro:test:10556,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.70,0.7,0.7,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",386,14,0.001824,d4897e123ebba691374a008f88935aebd37be5de1d63f66a07e61df6d397e149,verification:39f8d8b20df8a3f8ef4cd2fb674792468d15838fdbad9dd0b38cc52c0023681e
task007a,mmlu_pro:test:10556,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.90,0.9,0.9,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",386,16,0.001864,42480210e69f08b06ebb357c28a7b0ec289748c01173867caa69522fb9675e0e,verification:a1d3889e00dc3a23d7da0ff7721c319b5f7ff7870850c05fa42e14fd93c6b813
task007a,mmlu_pro:test:10556,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.99,0.99,0.99,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",386,16,0.001864,cf569179b8289f12bb67b0d040e7d85ccd4c1f477ad71c960a2a91a34cad0350,verification:1a4f8a4ae29cebf0f86ca95fb93cd2bf3d93ebe0c02ded15a1618764c21d10ee
task007a,mmlu_pro:test:10556,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",759,18,0.001698,1a28c4c6693e5e929d0a97d14f4907e032b208955927c78bb0ed64abf42bbd55,verification:124a1cf1a8a7125fdd5cfe94a697f687209d861a58252ef6512c8a182b40e147
task007a,mmlu_pro:test:10556,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",787,18,0.001754,b43ac53f2594a781a0f98529ccdbeccc0ddbdd65d4246d8a5196cfe70f7a635d,verification:3b76020cc4f38f3c4791d8171d1109327a95545e6cf430fc9eaf4ee3167f5a1f
task007a,mmlu_pro:test:10556,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",787,18,0.001754,3229b23ccc7f2ade0b270c664d8cb648d75afd030e10f1c350f22fa025654e1d,verification:244af413fa0c6845e8e885905ec298a866c689f5402affe38c545fb79196129e
task007a,mmlu_pro:test:10556,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",787,18,0.001754,34cb50408038a2e16b865184653c3bd4cd0690629513259f0996a09a9e7b9674,verification:886bfe5718d3604868105d216b31f9fb391fd60d0808b9e86e7941afe24e5a6b
task007a,mmlu_pro:test:10556,anthropic_sonnet5,claude-sonnet-5,stronger,hidden,,,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",764,18,0.001708,c38b765d643711d8c305a77de3fcc9e9f2d09476cd62ea8ca2f349e1777bc3e4,verification:c3be70de6284c307184729034e1889459ed800bdab34db92ca90664b603a03f1
task007a,mmlu_pro:test:10556,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.70,0.7,0.7,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",792,18,0.001764,d4897e123ebba691374a008f88935aebd37be5de1d63f66a07e61df6d397e149,verification:b8c4ae3153dd4d9890eeac8165a9d46edcd6880a871cf975146d7d5e2d656e63
task007a,mmlu_pro:test:10556,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.90,0.9,0.9,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",792,18,0.001764,42480210e69f08b06ebb357c28a7b0ec289748c01173867caa69522fb9675e0e,verification:e4acff9753068ac50db2278784bc2f8c143371ee273309cf9d310f1706b7d9ba
task007a,mmlu_pro:test:10556,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.99,0.99,0.99,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",792,18,0.001764,cf569179b8289f12bb67b0d040e7d85ccd4c1f477ad71c960a2a91a34cad0350,verification:1a4fc437bfe76b681b6b4e06d5a0a3a45b54a126286080bf11540f31bf0df0c5
task007a,mmlu_pro:test:5886,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,I,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",349,16,0.001716,547c88784760857391e5506f2bfa1eef7023317c94a1c27cbb09aabd06c24010,verification:a3a851b01085722c0afef8f866a1d75c5fde816e89919831d068ca448fffd09f
task007a,mmlu_pro:test:5886,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,I,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",366,16,0.001784,d415cf297e4c9c702d4c31f3c602b681f8f0ae62c62b9ba08829bde2da24719f,verification:d3a39f5a7e2594adc8fc3d5d54a81f3e5de58d27f43b3928896b9e36acbfbb6e
task007a,mmlu_pro:test:5886,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,I,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",366,16,0.001784,4f4425af2285f58c8310bab1b807ec412a9ef884b686e1fab129beeb0cb3a2aa,verification:ea7fa0cc40969d5159c7c6701ccdadc02c5a9438deccdc36842fa54454f360be
task007a,mmlu_pro:test:5886,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,I,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",366,16,0.001784,38dd735492fb8977383228b13e744555ba86635b3e114c44aa9aa7dcf28f2c60,verification:8cd728a90098bf27811992c674923c05f614ea477d80543b8f567a072b23e3a0
task007a,mmlu_pro:test:5886,openai_gpt56_sol,gpt-5.6-sol,stronger,hidden,,,I,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",350,16,0.00172,2619bfbe4fc73ca8af67c4d47493e24a951f9a3cc5c73bd19b5bbd366395d100,verification:69dc3b3df2b054bc97c700d9694d7b6f2b9f4c430f67f1a16316e1e3079b3284
task007a,mmlu_pro:test:5886,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.70,0.7,0.7,I,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",367,14,0.001748,5dc70d04b1791d40df671e8674df19023984e11b3346db3d2494e3b634b1a115,verification:0243510443588a6fb6fe08ab8ddda29d15f94077b0d210f31643665dac14564c
task007a,mmlu_pro:test:5886,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.90,0.9,0.9,I,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",367,16,0.001788,a16913e4d86eb30f9bb20375c8d1d9b688a223cf9d8c89987dc235b7cfbeae74,verification:1c567103d8fbc72b2e0cd8e8d060e8980195436a125c035147b65600894da165
task007a,mmlu_pro:test:5886,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.99,0.99,0.99,I,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",367,16,0.001788,f38cc39dd55253b8ae0813b04bc45c5f2a851b2fb0d07ec94c40d1ad5c60f095,verification:5469f10776e830cfee42269846cf7df60e85aebc40e4322f65aae8c302762147
task007a,mmlu_pro:test:5886,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,I,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",762,18,0.001704,547c88784760857391e5506f2bfa1eef7023317c94a1c27cbb09aabd06c24010,verification:e279aff0d423f7c71b8308f2d35b46c7e44012765d83a32d56654465b6cd7927
task007a,mmlu_pro:test:5886,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,I,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",790,18,0.00176,d415cf297e4c9c702d4c31f3c602b681f8f0ae62c62b9ba08829bde2da24719f,verification:8bd29e3294290e49d26bec0d1e2a1ffc1369378248667740432d59420aaf8708
task007a,mmlu_pro:test:5886,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,I,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",790,18,0.00176,4f4425af2285f58c8310bab1b807ec412a9ef884b686e1fab129beeb0cb3a2aa,verification:308789be54cc161dcd77db5a83391af84e5fea04098e8b93ed7aa01e02729035
task007a,mmlu_pro:test:5886,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,I,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",790,18,0.00176,38dd735492fb8977383228b13e744555ba86635b3e114c44aa9aa7dcf28f2c60,verification:788388ec6ae260342f055403393bb3e0bb2a566b16162f9eeac43d2917c26acc
task007a,mmlu_pro:test:5886,anthropic_sonnet5,claude-sonnet-5,stronger,hidden,,,I,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",767,18,0.001714,2619bfbe4fc73ca8af67c4d47493e24a951f9a3cc5c73bd19b5bbd366395d100,verification:6ff52d005d47d3e0854fd2b77014950e5ce383c297b20f0b2d43ed62e950deb9
task007a,mmlu_pro:test:5886,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.70,0.7,0.7,I,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",795,18,0.00177,5dc70d04b1791d40df671e8674df19023984e11b3346db3d2494e3b634b1a115,verification:7ead751f63c50bb980b944981d545cb9cd1ccb51a578bbb30b20738c4ecd30f7
task007a,mmlu_pro:test:5886,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.90,0.9,0.9,I,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",795,18,0.00177,a16913e4d86eb30f9bb20375c8d1d9b688a223cf9d8c89987dc235b7cfbeae74,verification:a4ff9764584108e8084eff535aad9038346a2112747bfebb0cd0eba04c4f9662
task007a,mmlu_pro:test:5886,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.99,0.99,0.99,I,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",795,18,0.00177,f38cc39dd55253b8ae0813b04bc45c5f2a851b2fb0d07ec94c40d1ad5c60f095,verification:a2ed9c7cc2720c46346dca45045a61e539a5bc5b8c632113d0cd1a6ac3b6bd8e
task007a,mmlu_pro:test:11183,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,I,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",331,16,0.001644,dab94c16d5aaecb4364edad040a1466b8325d6fbfa7c41602c5bbc0b7a8146fd,verification:501b15ef90b95576b42f260cd26146cad0d20ac54ede2a132e9c8a8fd79e3b67
task007a,mmlu_pro:test:11183,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,I,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",348,14,0.001672,b0ad35557f3cb71344f38a7619b51e6906f68edabfb7b190641e2aa45eca194d,verification:1ceb0b8ef7f66579250d48f6f6dd49edb06cf63de09684f9e9cf54e91285367c
task007a,mmlu_pro:test:11183,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,I,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",348,16,0.001712,466982ef3194531fdf12390ca6f393d710f283b04dfd4d3dbb914715f69a7de1,verification:094acafc80c091e1b6a1f5f17cc870df125b9aff0e0441dd491b338040d45bcf
task007a,mmlu_pro:test:11183,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,I,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",348,16,0.001712,d12106969b2c7d5df72848950f75b5b142f5228d6c46cd2e33239d76fe87248a,verification:f2820fd73ca032e5d5a6698005f0e0219337c6209ae6327171b73459fe2e1da3
task007a,mmlu_pro:test:11183,openai_gpt56_sol,gpt-5.6-sol,stronger,hidden,,,I,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",332,16,0.001648,e88a4f9a1b1756937030bc22d0a81a7a1fdee0ddf6e213db5f846bfe07f7bd64,verification:02bbec268f73bc8cd48205aacf0466099bcd321403016a7e9e030eb0861785b2
task007a,mmlu_pro:test:11183,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.70,0.7,0.7,I,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",349,14,0.001676,59ebc5772521c480a220d183d5640715930e9c5d0efd1d68ed4c9cbdf2eac748,verification:8bcd894adc4c6f3f11b965af8b6afb5f6e04d298ca861af53b8719c8f3ba5093
task007a,mmlu_pro:test:11183,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.90,0.9,0.9,I,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",349,14,0.001676,10128c003fd24531a41b758185b9c6d4b1a1004bfef95b64dcdd35ace57f2d76,verification:5a67bdcef0e2a8d8dd5da495158c38214b9e0d0564bae5dc0780a53d44264bcf
task007a,mmlu_pro:test:11183,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.99,0.99,0.99,I,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",349,16,0.001716,447e787fe2b82ea1090dfaca151d6255334a976c1078ac9dfbcffadc50e499e1,verification:75370f8013863ac0b4fea27aded3820b1867bd4adc52bbe3ed387c98552987e9
task007a,mmlu_pro:test:11183,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,I,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",714,18,0.001608,dab94c16d5aaecb4364edad040a1466b8325d6fbfa7c41602c5bbc0b7a8146fd,verification:ec745eb23985ba01c04c33c45d31d546620dddf83a6dd9269ddbdc45de795686
task007a,mmlu_pro:test:11183,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,I,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",742,18,0.001664,b0ad35557f3cb71344f38a7619b51e6906f68edabfb7b190641e2aa45eca194d,verification:1662adbfcaba55576b5f94cc4a573fc77daa3166520e6a279c3c94b709a70a6a
task007a,mmlu_pro:test:11183,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,I,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",742,18,0.001664,466982ef3194531fdf12390ca6f393d710f283b04dfd4d3dbb914715f69a7de1,verification:3df02be5f38445f0c2c1a6100315b1a33da24fa7a3ea66be433eaa7665049037
task007a,mmlu_pro:test:11183,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,I,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",742,19,0.001674,d12106969b2c7d5df72848950f75b5b142f5228d6c46cd2e33239d76fe87248a,verification:ded243d4c5f0e580690aed89fd114f88f77249d661ddb15c8839df2b996fd9a1
task007a,mmlu_pro:test:11183,anthropic_sonnet5,claude-sonnet-5,stronger,hidden,,,I,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",719,18,0.001618,e88a4f9a1b1756937030bc22d0a81a7a1fdee0ddf6e213db5f846bfe07f7bd64,verification:ad8f59dc47408074daab60e9948d49516a10dac8f6b6e783cf1a69365897f5ac
task007a,mmlu_pro:test:11183,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.70,0.7,0.7,I,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",747,18,0.001674,59ebc5772521c480a220d183d5640715930e9c5d0efd1d68ed4c9cbdf2eac748,verification:87f9df672cd3c3c1981ce549f66fe35f94635a31b01b3d80c3edaf0932d5bf94
task007a,mmlu_pro:test:11183,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.90,0.9,0.9,I,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",747,18,0.001674,10128c003fd24531a41b758185b9c6d4b1a1004bfef95b64dcdd35ace57f2d76,verification:66163ab5db7e9f16cde1ee7da61672c0eb75c1430c797550578e0e1de017fc50
