question_id,model_alias,model_endpoint,extraction_status,malformed,input_tokens,output_tokens,estimated_cost_usd,latency_ms,passed,request_key
3739,openai_gpt56_sol,gpt-5.6-sol,fenced,0,483,357,0.009072,5508.199624950066,1,code:144dae2eba260da3657ca052f2c4f48e2749ac5929f1bcc66bd8b63643602ceb
3739,anthropic_sonnet5,claude-sonnet-5,fenced,0,711,2136,0.022782,16423.91837493051,1,code:3ce4473a7957b65597052bea9bf2f740baf2d05c549dfccb98b775dfb8b65aa1
3744,openai_gpt56_sol,gpt-5.6-sol,fenced,0,623,187,0.006232,2897.904667071998,1,code:258b693bd1fd10249fbee0a83a27b3892b1e728aa97c854a9563220f71a360cd
3744,anthropic_sonnet5,claude-sonnet-5,fenced,0,838,1591,0.017586,13089.28462502081,1,code:4da2ca315904849bb396916651c6fcb997af6d38a30e066d7268ba6744e7e740
3762,openai_gpt56_sol,gpt-5.6-sol,fenced,0,570,228,0.00684,3594.829707988538,0,code:734278faf7457830cb8efcb17353cf2e8d18fa4d4987d9c693b5ffdbe111c01c
3762,anthropic_sonnet5,claude-sonnet-5,fenced,0,765,2445,0.02598,22142.346457927488,0,code:b97516809d2becfe93ff71ac12f0648fea285f84b30465b9976296bad8f4cfea
3765,openai_gpt56_sol,gpt-5.6-sol,fenced,0,683,250,0.007732,9165.873999940231,1,code:7bc0a0106697c79432f79a449eebee9dfc43b1c7870088ec404fe2dd4414a59d
3765,anthropic_sonnet5,claude-sonnet-5,fenced,0,892,2372,0.025504,22907.115875044838,0,code:ece4167ef6a6f599a0bd2126276bbe5006a1ca54431857da80197753b65ec556
3770,openai_gpt56_sol,gpt-5.6-sol,fenced,0,511,696,0.015964,14826.27170800697,1,code:2c6114ad8212ac42ada2f3f29a9b8d627b3f0187c148193ee515470db33e6391
3770,anthropic_sonnet5,claude-sonnet-5,fenced,0,703,1849,0.019896,18503.2392910216,1,code:c87bde584b6bfac645c1c7a4c70ae787d3f74da87f05ae9377612d279d8172c6
3777,openai_gpt56_sol,gpt-5.6-sol,fenced,0,616,275,0.007964,6485.557958949357,1,code:b360404163afcc3a8b3088f9083cc2ca685b14667eb44f48c85745c2f6918c9c
3777,anthropic_sonnet5,claude-sonnet-5,fenced,0,857,2098,0.022694,19431.035541929305,0,code:b9b6d93577e9ff1eb2961c83702ebeff69bb0839f0edd9121c3cb661434d1743
3781,openai_gpt56_sol,gpt-5.6-sol,fenced,0,559,566,0.013556,7670.167249976657,1,code:195d1c62370b484f3a9b6738d0ec30776eb686ab0604a4e9aa86d2f20355b915
3781,anthropic_sonnet5,claude-sonnet-5,fenced,0,749,2062,0.022118,18483.831416000612,0,code:e7529f07ed331e2bb910c839c4c75c0d222a87679a506fee8b5aafb56087f8aa
3783,openai_gpt56_sol,gpt-5.6-sol,fenced,0,529,583,0.013776,10027.783792000264,0,code:750060ca5ed118bb257ecd99846ee30b9f3bdbb344aac51bdb9366984f88a028
3783,anthropic_sonnet5,claude-sonnet-5,fenced,0,697,1304,0.014434,11109.732458018698,0,code:434eaaa1d26f44a87b26f0ac00e3dec6bda6db9083a6692af0bbdf09ef838218
3784,openai_gpt56_sol,gpt-5.6-sol,fenced,0,576,558,0.013464,6948.905208031647,1,code:4a5a2260c9928432ce1f9ca988747854596880d79afee072031ddfcf3a1105b0
3784,anthropic_sonnet5,claude-sonnet-5,fenced,0,836,2081,0.022482,20686.947874957696,0,code:c5255e12b5b96e4b83b9b72782d9dcd5cb41ac2cd722a571a8f589396f9292da
3789,openai_gpt56_sol,gpt-5.6-sol,fenced,0,533,360,0.009332,5741.702749975957,1,code:af60d4763e41a3ab89014926d9450f9bb3280d4ac4f55c17bc8144e8d8286a42
3789,anthropic_sonnet5,claude-sonnet-5,fenced,0,795,2284,0.02443,18980.598583002575,1,code:ba2da772b96823fcaff9b090d83cc785362963631415f7dec42c3f233005708e
3801,openai_gpt56_sol,gpt-5.6-sol,fenced,0,263,405,0.009152,10730.822084005922,1,code:2259a681cc45f007b497a982664da5a9150d0433aa1afcc0ef70eeb86226b430
3801,anthropic_sonnet5,claude-sonnet-5,fenced,0,365,157,0.0023,2410.2927920175716,0,code:cf27f0de381c08e4bbb6ab3da7e96491e087fe88caccf3dcc73876c1442719af
abc301_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,854,795,0.019316,7832.485499908216,0,code:81263e55dba5392004a16af21d58983ba20bcd06c17e789fc8c986ea19d40238
abc301_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,1212,3080,0.033224,22161.942832986824,0,code:af5b950dbd1e278bbd3ac4649dc09e880c9e6dca20d2eded8c3396f4608e554b
abc302_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,732,228,0.007488,4423.3087920583785,0,code:aa7aac61e17c4d28c3dfde329d32fdae5f1bc452a2de4d47fd5038ebd896a559
abc302_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,1015,461,0.00664,3578.856333042495,1,code:730945a1d8f11b20815efb74bab758284988ddc1623b8380bb2087e4fb7820e0
abc302_f,openai_gpt56_sol,gpt-5.6-sol,fenced,0,838,246,0.008272,4153.164624935016,0,code:62439e76657735cab480eaf9cfdafba9499f165bb9af5c6007c80bb92aaf6acf
abc302_f,anthropic_sonnet5,claude-sonnet-5,fenced,0,1131,2101,0.023272,15704.110749997199,0,code:59ea5fcca7d7ace620f803dd71b8cbf726991a75dc550491eab737f11574b4c3
abc304_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,884,419,0.011916,5995.029416983016,0,code:55d392d314e1304e1411a6de242400648a2128edce34d0df39745e5550157260
abc304_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,1184,1729,0.019658,14237.15966695454,1,code:7576aa97cddd05dfb785ac689a9fc0abc2f22d8152cbe5b56eab9fc5f98d4719
abc305_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,884,301,0.009556,3902.829041937366,0,code:2fa98474e88eb3f96dcfbfd46fb4c9bbdd0d3334fada1b7fe5653375be54fa01
abc305_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,1207,670,0.009114,6058.712958008982,1,code:5f7019a714d9b3294105381ffdf2050fe8f6939de979dbf576ba53461497b8da
abc306_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,774,605,0.015196,10206.62966708187,0,code:3af042342384b76e3ab4d1e0b4e1d055da05f69622863df7b2571444cc8dd600
abc306_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,1025,2260,0.02465,19263.973042019643,0,code:527ec3ad83c0eb725d261fcfb9b88386c46d1ecf72719d8781e2d813945300f3
abc308_f,openai_gpt56_sol,gpt-5.6-sol,fenced,0,548,181,0.005812,5234.497416997328,1,code:32d2e99239a14b8f6cc3a2199e058f4480b7438ab1ede5eafe8cc0f0d95d85cf
abc308_f,anthropic_sonnet5,claude-sonnet-5,fenced,0,726,2284,0.024292,19722.88195800502,0,code:ffff60da5ac20c7e2755777985513bb4361e62074109b7883ddd39a593f09ef7
abc309_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,627,221,0.006928,3956.202582921833,0,code:6f6e69195e1874394081d089e318efafe10ac518b7788aac442ebb4cdfaf4e33
abc309_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,803,4096,0.042566,36581.33774995804,1,code:2c799ef2e68fa74e8149d1cc6e38e3ca6a42f685c9066f347655a40b56b3682b
abc310_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,950,145,0.0067,3376.926500000991,0,code:5d673c95a9172f7cbfea1174ab2ed545c846f4629fbd14dc079e74e825118bf9
abc310_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,1223,1474,0.017186,12540.723624988459,1,code:b23c4760d5e986f6c5664a62c4745b430c5ba9977d082898560fb61606e8fbd0
abc310_f,openai_gpt56_sol,gpt-5.6-sol,fenced,0,644,371,0.009996,10811.727542080916,1,code:6d2516d2cb82ae2a7fc16b97552bcf91bfed2f7e522fa3e51d1d02b1f45ec3e8
abc310_f,anthropic_sonnet5,claude-sonnet-5,fenced,0,878,2271,0.024466,20430.290541029535,1,code:eb7dc91cecaf51c89ae20b9ad36a9535bafc82fd25d0b4de1bad105d9f34c87d
abc312_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,823,541,0.014112,8947.412583045661,1,code:ece2e43313e1442d4ace739e9b38bb4147b752c55c44028798398740e109cf4c
abc312_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,1051,4096,0.043062,36710.84183396306,0,code:21649baad857fdcd1060bf908a833eb19b40088a73e203e3b69b0f8e89b56dfa
abc312_f,openai_gpt56_sol,gpt-5.6-sol,fenced,0,652,316,0.008928,5268.916792003438,0,code:46971214ca5dd4b52641ebd81dc2e4127672bf72664cb693eb1687a611dde080
abc312_f,anthropic_sonnet5,claude-sonnet-5,fenced,0,844,2430,0.025988,19395.830083056353,1,code:d1974f956f670262c74493bf6f5b1f3fd282effa3885f0f7e1ce94dcdf04583c
abc314_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,1491,299,0.011944,6881.788625032641,0,code:b953b8bccad4465988750649217961216aaa3f6b3ab2f3b329cb4875b660f475
abc314_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,1896,1935,0.023142,15698.701709043235,0,code:59e0609238353ae59934bbd9c2eba84479e059026971b437604a915c6e6da68d
abc315_f,openai_gpt56_sol,gpt-5.6-sol,fenced,0,681,378,0.010284,5955.446625011973,0,code:c5fb08138265edeb35a4f78e4958aebfd5d0ee8c646e0acd9015f0ff777c3fcf
abc315_f,anthropic_sonnet5,claude-sonnet-5,fenced,0,969,2660,0.028538,22189.3082910683,0,code:5f53fdcc9dbe152e54377c1d9f85312defa44a98195b74d8168e97fba59d1496
abc318_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,448,188,0.005552,3504.135375027545,1,code:698daea9a5204990727e0906b9b21d7878b6e95aef43ee15c09b2319f80eb8a0
abc318_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,614,2161,0.022838,17229.794749990106,1,code:538abb051d2b2330389078e59c6ad4e1a022c7d21d59a7bd4c64c76f638725d8
abc319_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,941,204,0.007844,5015.635167015716,0,code:edcef7a1416ee7dc5b9160493f6a8c48850b6f6b5ab5ba6cfe6ee3f7e994aaeb
abc319_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,1270,2466,0.0272,25351.224457961507,0,code:7bf52c4b1c3f3f239a0d8191f5ee4273bc886d5fc0db3267547012ba67d21379
abc322_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,698,260,0.007992,5725.728500052355,1,code:9eb2d2af7f631c9064ff3f601ea051dfa3720a09e39ce45d1e6a2c95424e6977
abc322_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,921,617,0.008012,5273.362750071101,1,code:ba08f0bc98a796d6614701da492135065d46bec4f645f0a58b4afbfa1dfd690b
abc323_d,openai_gpt56_sol,gpt-5.6-sol,fenced,0,618,196,0.006392,3871.296540950425,1,code:e3c6f20244a830987d63927e20907c8393e60a3c50bccc99070752d5ff2d2cc3
abc323_d,anthropic_sonnet5,claude-sonnet-5,fenced,0,848,779,0.009486,7042.680375045165,0,code:5f490d4ea675eff640698392dcf35517368562fb39dbdd77d4c24cf1b25bcb55
abc324_d,openai_gpt56_sol,gpt-5.6-sol,fenced,0,634,218,0.006896,6501.315083005466,0,code:73ccce2a716ed32730eb505d976880f5ca290251f4c9c25a3ea699ffccf31a4c
abc324_d,anthropic_sonnet5,claude-sonnet-5,fenced,0,899,1523,0.017028,12558.177749975584,1,code:8435c9a6b6d2278b716b23357057694aa6bb92b0b2979f12dc36bf7b01f0441e
abc324_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,614,205,0.006556,4639.224084094167,0,code:e7c5497fbd9147d0a4be245d7301eea518a3c61919526f7574ccdcd82be153c1
abc324_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,853,1861,0.020316,14739.958749967627,0,code:7089d623fba58b88f54a66b79405b1b597667f7c6cc8106393ec3f5b0aecb41b
abc324_f,openai_gpt56_sol,gpt-5.6-sol,fenced,0,886,288,0.009304,8535.591083928011,0,code:b4d78464b4ad93f397d2f211725b988ffc5dcb229f46afefbd3297c31b409786
abc324_f,anthropic_sonnet5,claude-sonnet-5,fenced,0,1130,639,0.00865,5330.448207911104,0,code:10d2f7a5cfb02b37f850c9c5984cae7d9985ba126cacba949c52a59a5f4c0a51
abc325_d,openai_gpt56_sol,gpt-5.6-sol,fenced,0,642,216,0.006888,3389.1244580736384,0,code:f74f07769635a323a4e7c749f70b1d532874d7a705db11a997afec5ff2db674e
abc325_d,anthropic_sonnet5,claude-sonnet-5,fenced,0,859,1485,0.016568,11966.364291030914,0,code:38a96e838fc28a09a635d032c4e22da964f2f8e8267b0b284b863ad74402cd2f
abc325_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,756,300,0.009024,5330.12683398556,0,code:cee69994f017fd379bf6db88dc3cfd409d5d2092903dc0556cb75b3e4550f364
abc325_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,971,2015,0.022092,14732.358374982141,1,code:d84d53bbb84f439c91511b6b0b407884abe8d8817d0cb1472aa230027a283375
abc325_f,openai_gpt56_sol,gpt-5.6-sol,fenced,0,721,367,0.010224,7333.495874889195,0,code:5149ae4cd8f7b4ccd67b13ac97ce1c498708a073ad215397e428ea7b1cb14635
abc325_f,anthropic_sonnet5,claude-sonnet-5,fenced,0,984,2289,0.024858,17383.007999975234,0,code:4f43cc2c37cfd9cb74c3424e3db38601034480f743f665ad9708419a677ab3d0
abc327_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,575,227,0.00684,5255.385332973674,0,code:81d05c2a81dd59fa758fcb62ee5dfb1ec8bdaf161fc42f1ab75e3426bc91be41
abc327_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,807,2055,0.022164,18656.653916928917,0,code:e0eaf6ca5a95c34a63b8e6cd2cadfd49f2e6e7a061f799c27e2cfed35a9663a7
abc328_d,openai_gpt56_sol,gpt-5.6-sol,fenced,0,472,85,0.003588,3390.745709068142,1,code:516dc136ca3c86a025638622299d11e05259329abbf1fb4eebfaa7df1161db1e
abc328_d,anthropic_sonnet5,claude-sonnet-5,fenced,0,699,128,0.002678,2202.0140000386164,1,code:899e19d4b4a42b28841eac324a84a7bec480ac9733542e121f7df0f8c28bd284
abc328_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,942,265,0.009068,4824.156249989755,1,code:13c5d7a59e1ba06930a992e9b0bd55e44a237b5d29a59b68f182bd5502a22799
abc328_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,1158,1423,0.016546,10962.924791034311,1,code:f5690e31a9f4911c19d1af33c40d4ebb07e931bf4a38164560030f1cf9b8be09
abc330_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,716,295,0.008764,4369.910250068642,0,code:7b5f7ad5eeb97d8f6a70e0c31a94a980c3d9f726c60254b397d019905d736660
abc330_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,915,595,0.00778,5726.36420908384,0,code:eddd1f175c69da9078b188b1bd305eb5a89b2e4d1c9c460cde4179c729903593
abc332_d,openai_gpt56_sol,gpt-5.6-sol,fenced,0,1321,259,0.010464,4184.01954206638,1,code:497769c0071ea1e7423593ca3d4fbb1e41c8a89396308ec21701d4f73ca2a6fe
abc332_d,anthropic_sonnet5,claude-sonnet-5,fenced,0,1623,608,0.009326,5159.2794170137495,0,code:c0f4affaf9c4a85498985df41cf67a8d5b0afe0557209fd6d56696cbe4c65fb7
abc334_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,802,609,0.015388,7290.3712909901515,1,code:c1ab1f5aec4115a2baa80a27c2304c4485744076549adb5e3fb589d926314cee
abc334_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,1099,2659,0.028788,18579.383375006728,1,code:eb60abf093ffb8d8662cf6ea3bfb550c8b3685cc70780887a193faf673d0f6f1
abc338_f,openai_gpt56_sol,gpt-5.6-sol,fenced,0,751,784,0.018684,11442.454166943207,0,code:613b1bd11b5aa607e4eb8e0ea1b91327c5e010022e98a0cc21c6696996d82f46
abc338_f,anthropic_sonnet5,claude-sonnet-5,fenced,0,1019,2340,0.025438,17967.23529091105,0,code:b3c08c6bdaa3138645a83062a0c01411c94d7597bd6e33420d1102f5c951e3e4
abc340_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,543,462,0.011412,7548.701249994338,1,code:1f5da98210126d183221243d7ae1dec88f06155ce5bff10a47f0bc6d57f27957
abc340_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,720,2331,0.02475,18819.60066605825,1,code:15ad37bd9268f1c73f9c778ee68e86510b714e533a1daa502e302c2041fb3ca9
abc341_f,openai_gpt56_sol,gpt-5.6-sol,fenced,0,1040,288,0.00992,5177.194874966517,1,code:5a389947dd582d72db1c99416e5edc831cb816e234a9de3c3bcb85717a65e46a
abc341_f,anthropic_sonnet5,claude-sonnet-5,fenced,0,1346,2253,0.025222,17229.63025001809,1,code:bde912f432b53dc156699f65759c2af43db3a2ff356f173c28d0c93834c8196c
abc342_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,1645,360,0.01378,5749.086665920913,0,code:df9d7dc86e882a390217a68a5f7355ef6d8aa4428739c6d0e04a721186c570ae
abc342_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,2059,2455,0.028668,20457.964792032726,1,code:e462861a6b865872293aae4a7b483b32b8e550444b89310663d8d4bd7aaf7abc
abc344_d,openai_gpt56_sol,gpt-5.6-sol,fenced,0,682,221,0.007148,4822.191125014797,1,code:6cd9d6fdb3fef3a7803ed0b46e8c19d3770a011c801de9d18df6a2e91e5e2688
abc344_d,anthropic_sonnet5,claude-sonnet-5,fenced,0,971,350,0.005442,3330.6124579394236,1,code:3d40c28ce167548f30c51ab2180fd3650c3a00697163c9462f3982b504c2c622
abc345_d,openai_gpt56_sol,gpt-5.6-sol,fenced,0,582,302,0.008368,5259.512542048469,1,code:8e8a6ee02cf24389ea0ee8b8969d02591f20bb441d21daed0c2128a1d8c7b2ef
abc345_d,anthropic_sonnet5,claude-sonnet-5,fenced,0,811,2357,0.025192,19102.819624939002,1,code:0b59bbc893572e9cb84f43205f6d88e85f547b944ccc41bdee055ab997448d94
abc347_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,676,193,0.006564,3173.2905409298837,1,code:701604f6ae01c9225f3500732169c4644b33988314f8196d75fad389237a642b
abc347_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,920,874,0.01058,8149.62679205928,0,code:d0bbb0c0b74f865be59b87ee05df6420c35f3eb9904c0dc1fddb751dd22c8e86
abc348_d,openai_gpt56_sol,gpt-5.6-sol,fenced,0,911,429,0.012224,6924.196625011973,1,code:eed43fa3b9f359b7b465149c305bb6a1a7c5261f290c17fb5943f905caee7c02
abc348_d,anthropic_sonnet5,claude-sonnet-5,fenced,0,1244,2285,0.025338,18069.15954197757,1,code:13087e62c0b678a97b95fdb43d7a238438ee60208df0857db4061ba5acb57fb4
abc349_d,openai_gpt56_sol,gpt-5.6-sol,fenced,0,952,155,0.006908,3422.891417052597,1,code:d300f799a47ae1e86dfa21ecaa1d0573f4b7a1da9761c97ecf1660f88a092e28
abc349_d,anthropic_sonnet5,claude-sonnet-5,fenced,0,1180,172,0.00408,2604.210791992955,1,code:eef97c534583214cf2f8d580eb7a885b1f7689616e70016d0e3f899f5e1e7a57
abc350_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,754,181,0.006636,5479.607707937248,0,code:36670e769d134f05926ea9d2fd8933efc650b4d63f11f61372462fdcfc44612d
abc350_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,1092,1661,0.018794,15694.580915966071,0,code:a1b3273dc66b2d2a0a384111ab1a3a83561c5989d6eb3620709314674699dcdb
abc351_d,openai_gpt56_sol,gpt-5.6-sol,fenced,0,797,691,0.017008,14229.525542003103,1,code:5c62d4901b59937d1cafa97d5161d3a9d1dacf2cbb5be3781cb715db265f22f2
abc351_d,anthropic_sonnet5,claude-sonnet-5,fenced,0,1128,729,0.009546,6023.0997919570655,0,code:d7db896098a4f12b7a4668e31dcf06e985edbe7c7e4c81c9d530b8536d2bfe5d
abc351_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,796,208,0.007344,4798.6212079413235,1,code:2c40953ba52b1c2cec746ac50ced3e04ac5bc6aa66710b8209d6435bad160f83
abc351_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,1069,2297,0.025108,18172.650917083956,1,code:f128b0dc7a0fbe24e2dcf8d26b2e536c0790278b5fb49121740c9d1cd375d93b
abc351_f,openai_gpt56_sol,gpt-5.6-sol,fenced,0,473,263,0.007152,3879.0984170045704,1,code:ad0f5fac87574853ff34fe16d368198af42ddf6dbb7462e4ab2e88123e449f47
abc351_f,anthropic_sonnet5,claude-sonnet-5,fenced,0,623,1694,0.018186,13020.895791007206,1,code:8787012bef8e6b438af453daa9700d646df53eb0a7ca198d434c2025279fd838
abc353_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,449,252,0.006836,4559.416166972369,1,code:be93896d5d1d067f62b105774b9c7125a8c299820c008f50b8624b349f98f5e7
abc353_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,630,1365,0.01491,11995.316624990664,1,code:234651f212cf1d3ff36c037fa8db337b016d94f894e4b49ac8ad60238b3eb6e7
abc354_d,openai_gpt56_sol,gpt-5.6-sol,fenced,0,557,238,0.006988,6356.13716696389,1,code:1a272a64ca1ef4c0315ed40a4370b027c4cd150cbd96d1dd743539824679f905
abc354_d,anthropic_sonnet5,claude-sonnet-5,fenced,0,756,4096,0.042472,42242.28545895312,0,code:b8ee5b7c2a8f674dd7e0405a3e659e61d2598f2c30e98721a7f58e1783e58934
abc354_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,573,232,0.006932,4253.774832934141,1,code:951be02eb6f5a869617b9b3cf63a0028d0d6ee427e20969dda8738ba24feef6d
abc354_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,783,2244,0.024006,19990.57083390653,1,code:5e78eba49a0d19dbeae34457173a4c1339815f2d2093784588d3f5640e353dbc
abc356_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,554,293,0.008076,4708.794708014466,0,code:4d2915fc9970eb6497db5002f592bc2ba77cb820e86acc219e31d7e29c7941e5
abc356_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,775,3098,0.03253,25017.679125070572,0,code:8996581125be1f1b5e3966aaf64520b775702e68161b8922e7f5d2cd771eee05
abc357_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,565,304,0.00834,4508.143457933329,1,code:ec018631269cfd649d0967e00ac67502af62ed2327963be8fc7ace6a5b1e7444
abc357_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,813,2370,0.025326,19267.79445807915,1,code:9c76c98813d25cf5e7a0bbaf30a95df11b58bbbf158f7aae675ad109df0d5d13
abc358_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,604,410,0.010616,6704.071458079852,1,code:524d8f7ba823a9d3df4a465ceffda8191d3becae079858c8ff3919ea954d0a60
abc358_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,792,2351,0.025094,18006.887083058245,1,code:6595d03036b501bf83d6f37231616b54230de48f6a427bea78f81c51975352f9
abc359_d,openai_gpt56_sol,gpt-5.6-sol,fenced,0,555,391,0.01004,5142.186583019793,1,code:076c116857c33c9526e1d184a2135151a23776f236fd9394ba1579787ce5fe5a
abc359_d,anthropic_sonnet5,claude-sonnet-5,fenced,0,769,2347,0.025008,21354.272291995585,1,code:6e6ae952ff6bdf3bf06b50baea0979166342f92ae4ae96378fb5dac1fb1af7f9
abc359_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,767,147,0.006008,2749.8084170510992,0,code:5e1dd80090dd12f7db15d332b9f4b8320311057dcf0b629fa7ddaf0dbc50d7da
abc359_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,1013,1511,0.017136,15783.2561659161,0,code:7225c0227418f30705cd7e542db5026fe85bbe3cfd1fe37dfa26b6816f199087
abc361_d,openai_gpt56_sol,gpt-5.6-sol,fenced,0,608,509,0.012612,8079.55241703894,1,code:c03eb3c8ba306868db982f2e1e2e1a58143b5382800b8ed2b8c056bc1fbcf004
abc361_d,anthropic_sonnet5,claude-sonnet-5,fenced,0,865,1979,0.02152,17056.753291049972,1,code:867619307a6bbea5a418861b94335c348a666de6a6bb69994cfb13ea69ef4f3e
abc361_f,openai_gpt56_sol,gpt-5.6-sol,fenced,0,299,367,0.008536,9013.688458013348,1,code:6a44fc9362f198cbfb245b145c943b942b26cd4d60969495d217e05978f20e12
abc361_f,anthropic_sonnet5,claude-sonnet-5,fenced,0,413,4096,0.041786,38788.02683390677,0,code:491009ec0f716937915ac0866cb747d0bde8f615461fa432f9024db1cb64d2b4
abc362_d,openai_gpt56_sol,gpt-5.6-sol,fenced,0,881,250,0.008524,4327.751416014507,0,code:5e2820ce55b708e8838cf211cf92d81b627176f575dff6086f842a91a96d2c7a
abc362_d,anthropic_sonnet5,claude-sonnet-5,fenced,0,1147,437,0.006664,3621.58245802857,0,code:9a3e15401a7b52cf40a454a676261703d67b5b42088a03e2e79bd2be0a7d49a3
abc362_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,531,315,0.008424,4489.983542007394,1,code:d10a98f81391ef93dbf62c3f7e7510ab4d7e0bce932f007735b79ae966bc5a73
abc362_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,731,2223,0.023692,19427.259291987866,1,code:10922d433f26950d13a26d28b7060d7cb00ab98a2749080b48ad77cc96f75d76
abc363_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,916,568,0.015024,10262.845959048718,0,code:4b882f7bac3efd41a013615521452c5499d02e37614bd3a1bc7215bd4776953a
abc363_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,1216,2148,0.023912,16900.878999964334,0,code:46cea5cc399323c29076a3e90ee5fe6b88b3d0d1bc86afb70e73cf1701c87601
abc363_f,openai_gpt56_sol,gpt-5.6-sol,fenced,0,401,365,0.008904,7141.820708056912,0,code:7bef20c342c1fd0269e0b21bd411de8019e1838e0fff60776c57c070f7eda358
abc363_f,anthropic_sonnet5,claude-sonnet-5,fenced,0,559,2413,0.025248,20768.125290982425,0,code:1ca8d421975043f6224fc2710397931e767988fd8682e8ea490cac6bc4946a15
abc364_d,openai_gpt56_sol,gpt-5.6-sol,fenced,0,662,190,0.006448,3666.0327919526026,0,code:1f5107323e4eddebd35e4c051c0adcfd99eb689ceebd349f26ce9aa33186ef7d
abc364_d,anthropic_sonnet5,claude-sonnet-5,fenced,0,885,364,0.00541,3317.259292001836,0,code:64eab8f97a0d385c932e75af3ee4f97d7aeade1a40766efd0e9cb7307f387638
abc364_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,664,339,0.009436,7675.566083053127,0,code:1def4d5d2bdf88ab0894686c0947a8418c0854a5809381218a772f0c60704298
abc364_e,anthropic_sonnet5,claude-sonnet-5,fenced,0,939,3465,0.036528,29162.12504100986,0,code:4ce0d7355020cd66cc0d12448f834b23ab766b1c4861f69b1f56ac0224bdc56b
abc364_f,openai_gpt56_sol,gpt-5.6-sol,fenced,0,670,545,0.01358,10638.60595796723,0,code:111cb8cdf17dc459dc38a9bc8cc21d3386813f317548293ec5fec641f1647bac
abc364_f,anthropic_sonnet5,claude-sonnet-5,fenced,0,933,2144,0.023306,18914.02687493246,0,code:55f11552856bc3fb07929cd088b177c69dea80e267edda0714d6fa27dff55dd7
abc365_e,openai_gpt56_sol,gpt-5.6-sol,fenced,0,594,250,0.007376,4937.83395900391,1,code:1a5947237afd65626120b0ec9ea6f0cee3414a510023419fcb9368ac9194e3dd
