question_id,model_alias,probability_correct,input_tokens,output_tokens,estimated_cost_usd,request_key
3692,anthropic_sonnet5,0.2,1522,26,0.003304,confidence:6ddd8b65783ab1a56e5f7fdf852aecc3b88d44e2b403abb424fe3ce82352a6e2
abc351_e,openai_gpt56_sol,0.99,982,17,0.004268,confidence:86bbb248044b3f41da6d3c66f25c677e8e823fc64bdd69524d9048ee1d59a315
abc338_f,openai_gpt56_sol,0.01,1513,17,0.006392,confidence:aafddc2f9ea64d0edf1ec49916361c420c9e23ed2d56f43e03b2c13a6c8982a9
abc353_e,openai_gpt56_sol,0.99,679,17,0.003056,confidence:ec486a7eb9c00a8241de3e2e7c9e1c41cd72e444be58e7af2156e07318d17a11
3687,anthropic_sonnet5,0.65,2295,13,0.00472,confidence:f007112f0c0c7b9cffcbaaa542d507fdb5a2341415f5c6d246537b1bcb22c2e8
abc354_e,openai_gpt56_sol,0.99,783,17,0.003472,confidence:d154ae9934c3d655e2e40e36f0d3a8f51d6b0e971f04be1eecbdaa334cd0ab30
abc357_e,openai_gpt56_sol,0.998,847,17,0.003728,confidence:b4dfe128d1912df2964def32b5d98ff4d9a36c79c84353dd8cf99c470b42e92e
abc356_e,openai_gpt56_sol,0.995,825,17,0.00364,confidence:2b872eb29123edee7077678322649a4fdf9e15555370dd44beaceccbfcccc197
abc359_e,openai_gpt56_sol,0.99,892,17,0.003908,confidence:e87fff20ba94bd9576317f5a001d96c7f67030786a7561a4d65b268c21fc8184
3697,anthropic_sonnet5,0.65,1213,13,0.002556,confidence:d3ed26c28eb6e9152ad6ee1f3d4612bbc6239c5a72e331ec7f5512ba3ee01efe
abc354_d,openai_gpt56_sol,0.99,773,17,0.003432,confidence:a06872587dd444114b24a94acdb92ecd0ef2cf91074f947a82ff8c2a9b6979d7
abc358_e,openai_gpt56_sol,0.99,992,17,0.004308,confidence:d241d8b7a5fb73f6079d1aceef761a24442c4fc035db50bdb6fdd9cf5fa8fa7a
3696,anthropic_sonnet5,0.85,1017,13,0.002164,confidence:4deeb1328ccee6acda51eb89e44ae4e38111872776f27820a6d346aeb04eded6
abc359_d,openai_gpt56_sol,0.99,924,17,0.004036,confidence:5b13e6603a318560c728ba28da2fa86676f6e34e65895a0b874db4e981f2fe3a
abc362_d,openai_gpt56_sol,0.998,1109,17,0.004776,confidence:23a03c93cafe7bff298d38f3bed7e4c9506fc197a705ca937d1ae03ce0b13deb
abc364_d,openai_gpt56_sol,0.998,830,17,0.00366,confidence:7cda544299b089690cc9f263167d16c076aea48e417a752fb758b79e6cb33e2a
abc362_e,openai_gpt56_sol,0.99,824,17,0.003636,confidence:24caf9ea36fb41ebb8331da0bc560a39365f62d07a48e55374a062e2841a7a0b
3688,anthropic_sonnet5,0.03,1256,15,0.002662,confidence:245a736921e8e514a602758f940b78c8b7dfdb16c34f375bc939dc2bc3f7b570
3690,anthropic_sonnet5,0.75,1396,15,0.002942,confidence:136c124f4d84fa7afa659fd21174dc0cf35997a39ef0effb2d291abaf85777a1
abc361_d,openai_gpt56_sol,0.99,1095,17,0.00472,confidence:37cdceefc2353d3d0382addfe503772d49070f87804b7f2d709a8864f0668e61
abc351_d,openai_gpt56_sol,0.99,1466,17,0.006204,confidence:29006e2379564d57d8e4cc8293a3dd8438e2ad9a603faf0a4db00ce22d947331
abc363_f,openai_gpt56_sol,0.96,744,17,0.003316,confidence:a341b5eed7355df3a1877ba429829033a36cf1a9f2f6cb2ccbf670daed043a6a
abc367_e,openai_gpt56_sol,0.99,743,17,0.003312,confidence:ca21321ead21a195826d9ce2dfd25087466acb20feeeaa90ccf0ba6bc3f7f6eb
abc365_e,openai_gpt56_sol,0.99,822,17,0.003628,confidence:d188fa496407fa7c0addade98f5ff213b7aabd8b210590d2fe0696fe61cfd8e3
abc361_f,openai_gpt56_sol,0.99,644,17,0.002916,confidence:c0a0f45ecff8481500c96cad3191f79c1d321f3f8fe58af9ee8a93a55e915394
abc364_e,openai_gpt56_sol,0.99,981,17,0.004264,confidence:e3c2b316be80cfc8c34a1bc40dfb772cd0912440c6ab22bf44f1d154f9e7e464
3701,anthropic_sonnet5,0.15,1748,15,0.003646,confidence:71daa430d863b2873266bb5228cc5932f573f907ebaa7e2322da98b94980ceb7
abc366_f,openai_gpt56_sol,0.98,846,17,0.003724,confidence:80f916dc22feaf6e1e9f0a979740293acb18a7dd29d24edcf0653899a99df0ca
abc363_e,openai_gpt56_sol,0.99,1462,17,0.006188,confidence:96d2acfb99577e99bacf890a4183c8f87657843b46d47475adeb8a6a47e37967
3717,anthropic_sonnet5,0.8,2291,13,0.004712,confidence:57d14fe2c6666297a6855561c4a3a5b89a6381bf2d93323b41859976c72489de
abc368_d,openai_gpt56_sol,0.995,715,17,0.0032,confidence:0621d9a0d54ba8ba20defeb61cb96efe2de03ed4eb414afef8f3d39cc4b27deb
abc368_f,openai_gpt56_sol,0.99,649,17,0.002936,confidence:ab072f275e064be3fa088e6aaaeb6bda58ae153655ec470d000c7c8564ff69ba
3725,anthropic_sonnet5,0.75,1772,13,0.003674,confidence:bcb4c1050da534053c7dee270bd2ff28ae8952a046e13c74fb6f3bbe367d30b6
abc366_e,openai_gpt56_sol,0.99,870,17,0.00382,confidence:f2a0a8a4ab7b180d0669552aadce89e45cb6f3f3407b6bf8e8c04bb9140fae9e
3733,anthropic_sonnet5,0.05,1666,13,0.003462,confidence:988854ae7fcd3995dc7cfc05179034527f9f7230b7a60149fc42457dc98c3ab3
abc364_f,openai_gpt56_sol,0.98,1193,17,0.005112,confidence:e1e25947bd3b1996488e44d7385497fe5f32f9530440e1870a9901df2f49e885
3744,anthropic_sonnet5,0.72,1314,13,0.002758,confidence:8e395c0f4dd7773e49ec34ae841b749dc9751098d0a58df08ec642f7e6906daa
abc366_g,openai_gpt56_sol,0.99,1389,17,0.005896,confidence:273ac75e52888a93f1f89898511d981cd78d224b12d58a8acaf945e9e1b3b5fb
abc367_f,openai_gpt56_sol,0.9999999999999999,1192,22,0.005208,confidence:1f300b3aa4032024d0b5db43d12d3d37632255261a6cf80c6debadd816369a43
abc371_e,openai_gpt56_sol,0.998,522,17,0.002428,confidence:9175b8873da22e23c3fcc4f3a5d17298f76bed99c08878986029028d098a36df
abc370_e,openai_gpt56_sol,0.999,857,17,0.003768,confidence:20d0f8ce4fd58e7cec1b8f10e35b73a64327bb9d53f4ed738283952a0eeb8b27
3801,anthropic_sonnet5,0.2,698,13,0.001526,confidence:28038eb6e56306c5d4875d45f336d331bf30778bd419002ae6bafdf5fe951393
3739,anthropic_sonnet5,0.6,1276,45,0.003002,confidence:cb959c5f26253ef8b01c24b98a22182c3cb0cd060766cb4d2e1fee96e6b91128
abc372_e,openai_gpt56_sol,0.99,1266,17,0.005404,confidence:3ea3c59ca1aa493d5a57501a2a5ef5b981fb7f2a05d83ab0e1925a1a17834afc
3638,anthropic_sonnet5,0.02,675,13,0.00148,confidence:692c67ed902e1297f0dba6f759d0b979d8d7db1f197d5f94e84fdd8e6ecb9164
abc302_e,anthropic_sonnet5,0.6,1610,13,0.00335,confidence:f442ff044dcfabe3e4a14b52e0b19b4d36c00651cb4ac14457fddb554fa835d6
abc369_e,openai_gpt56_sol,0.99,1784,17,0.007476,confidence:aa49a7b8cc80d93dca254b0784f8e51aa673812febea47f1a7e21c0d60f8dcbc
abc369_g,openai_gpt56_sol,0.97,1702,17,0.007148,confidence:2fecd443c41a824fc8a1725244f4562e2a6cc8680d1b9be5ca18f37696f08ed5
abc370_g,openai_gpt56_sol,1e-06,805,18,0.00358,confidence:d3607d7d6d314cba0313b721aa89cfd48e823b0badb1d2f9964d235827e7e400
abc371_g,openai_gpt56_sol,0.99,1489,17,0.006296,confidence:aff359df04bda23f92bd919c58a48ad3909d539f625aeeb13a729a395157874a
abc370_f,openai_gpt56_sol,0.98,1556,17,0.006564,confidence:4e4580c753acefde64f6bb222d78f056b0d615b05c063e88e6b9369906b83c90
abc368_e,openai_gpt56_sol,0.99,1394,17,0.005916,confidence:cc9edebcd740b09be78980c56d60e2eb539439ab22932ca4bbc335f0e9fbf593
3783,anthropic_sonnet5,0.75,1710,16,0.00358,confidence:42a8a20adad4ac022408062aa8021f9800465593a79c4317784f27faf68dc2cd
abc373_f,openai_gpt56_sol,0.08,969,17,0.004216,confidence:6227840879e499741ae71459a3c0700108582949ad66c6dd42ad1057e61c05f5
3762,anthropic_sonnet5,0.15,1256,13,0.002642,confidence:8dea46da708d48a87018b3017989006dc188374863a12a1e682359b449ffe442
abc376_e,openai_gpt56_sol,0.99,804,17,0.003556,confidence:f373999c59c60bf22ac1bc8daca40cf61fc0e40a73e51046db33f495018f7678
3770,anthropic_sonnet5,0.3,1906,13,0.003942,confidence:4673e1e63407cdd5e2497aed59d8fd38a7d1276c73f3fcd3fe50fbdbcf579719
abc367_g,openai_gpt56_sol,0.01,1879,17,0.007856,confidence:48e6f4fcb20a80f9643925857573b832f37deb77742d242df8cb2e5bfe103e5d
3777,anthropic_sonnet5,0.05,2427,13,0.004984,confidence:ef993178c4bb520a34340a022a3d4402d9f85162656349510b0fb5d359fc7404
abc371_f,openai_gpt56_sol,0.99,1953,17,0.008152,confidence:5d54c43d2fd9c346fbc06b830f53ce2adca276974d214255169d1ab81f851631
3765,anthropic_sonnet5,0.05,1470,15,0.00309,confidence:ff2f0e323c7549f0639deeec4da81a9a0d3050453df75ffac0ddc6b9d0e1daa4
abc375_e,openai_gpt56_sol,0.99,1016,17,0.004404,confidence:8dc3352fe7ed0e9d7100e4ac5c30ef01a5dabed0c599bb35bada9c246ac4ced2
abc374_g,openai_gpt56_sol,0.99,881,17,0.003864,confidence:637c4b554a9b1776a0263629b3a20f3fa6f79987a74e41ed96fdfbec8e734d92
3781,anthropic_sonnet5,0.1,1340,13,0.00281,confidence:646c765b7a2df20983ef808ce564cdbff785511394fc05ae8dd2b999a784a376
abc305_e,anthropic_sonnet5,0.93,2011,13,0.004152,confidence:b14f6abb2879e8638447a28b95780e9a79937d95e17c6eee24769f27cc22935c
abc373_g,openai_gpt56_sol,0.0001,1534,18,0.006496,confidence:d3bdb36b1e1644563fb644c709cb16d9c748ecc311b81caa657afbe49dcb841f
abc372_f,openai_gpt56_sol,0.01,1498,17,0.006332,confidence:513fd7e439631f323b21cb30a9c47d1936e4d23f7056b58377b1a812570e0c6a
abc374_f,openai_gpt56_sol,0.98,1263,17,0.005392,confidence:0f017566a808b4e561d44fd02a4966d62a18f752058eae8f572f07789bdfb851
abc375_f,openai_gpt56_sol,0.99,1337,17,0.005688,confidence:07f0c3cc8f2a119c05fbe7f843a22b8791604f8e2a9ac4f577e8623a59e28594
3789,anthropic_sonnet5,0.85,1500,13,0.00313,confidence:5493411c34822c83728c0f5d08ec81d221427d8320f9beefd3392152b506b5ae
abc377_e,openai_gpt56_sol,0.998,843,17,0.003712,confidence:30713a14870fdd3fbf2148aafd2bb335e4ea03e0e6305e5dbce7becea57a22e7
abc376_f,openai_gpt56_sol,0.98,1556,17,0.006564,confidence:49ff3a4eb1953afdf99cc808f42f8f80fb1b11ab9371d65bcc0b82cad1e7ba12
3784,anthropic_sonnet5,0.03,1914,13,0.003958,confidence:fd17cc109c5c4eb0e8177f1141cdad6d10793a560598bcf9a4dc7df5d2dea9ab
abc377_g,openai_gpt56_sol,0.99,892,17,0.003908,confidence:f460988592350b7d35e85a42021c86ff3decd05b6994e48529d8d981d716d8f2
abc378_d,openai_gpt56_sol,0.99,914,17,0.003996,confidence:e35a1a83f4850133e21ae6f476cdbf5a24789d5a07b2a99dd2f054a71df2460f
abc375_g,openai_gpt56_sol,0.999999,1629,18,0.006876,confidence:0efcb3f04821a23fcd6e6af9d92640e561e79093b06132cd87734e8a26c5f2b0
abc304_e,anthropic_sonnet5,0.9,2009,13,0.004148,confidence:f36289cd2ab41ccb2c6acae1fdb22ba045061179f2c2dd093121dd7e678039e9
abc379_e,openai_gpt56_sol,0.999,489,17,0.002296,confidence:82ed8288e62fa767206df8fd9224bb9b13b1fc612c50d9c016d513fd819cb8e9
abc302_f,anthropic_sonnet5,0.92,1872,13,0.003874,confidence:dbc1b8602055e0195d240bfea4c807092a1e5550e692c7dd08ee497e21ea6b0a
abc377_f,openai_gpt56_sol,0.99,1341,17,0.005704,confidence:bd72f7e5d21569e0d0e5272ba799d3de140bd1f21284133cecc668ca709ddf1e
3700,anthropic_sonnet5,0.02,862,13,0.001854,confidence:b02933977351ac411566af355c120925762ff08f716575ba47e538bd2f944248
abc372_g,openai_gpt56_sol,0.08,2382,17,0.009868,confidence:bfd34ef400a470ae5d017cf9741849a4236d497c63c9403726db5cbbf08a7430
abc378_e,openai_gpt56_sol,0.998,864,17,0.003796,confidence:f463ce37a5563a5e5bbb792cce2cd1a328e875231e67e053256f5198a88fce6b
abc376_g,openai_gpt56_sol,0.96,1599,17,0.006736,confidence:e8f034ef19463a24006cb962450e0cf8c59f725348632e299b6739d12b19006b
abc378_f,openai_gpt56_sol,0.99,765,17,0.0034,confidence:d66d32ac6ba911b912ccd23aaba302655c0dcd5e0bcee6728a28c41dcdd3643e
abc301_e,anthropic_sonnet5,0.15,2542,18,0.005264,confidence:9365b7cd8c1812ab0fc88d09c921bf5653c128e165d7b31ca70857f83693ce86
abc380_e,openai_gpt56_sol,0.99,971,17,0.004224,confidence:478b7d3532d4b97a667b64aefe5a66ee042df676a731269fb502cafd7a43cfd8
abc382_d,openai_gpt56_sol,0.999,793,17,0.003512,confidence:17dbe1257ff774cbec4f838807e5ca4dfc0d28df2849f9721d3533b816e13000
abc310_e,anthropic_sonnet5,0.85,1603,13,0.003336,confidence:31d213a048e18f3faf3b1dac90c3833910196526b4525f587ecf23737505169e
abc378_g,openai_gpt56_sol,0.97,909,17,0.003976,confidence:f8ddbe0e4bb3650ce4c83c3b8664215e43dfa3f5ea4b3f4b78fc3eec0a1b0276
abc381_d,openai_gpt56_sol,0.99,774,17,0.003436,confidence:3acb6eb85c3c2c6fe78d7797f77b12f55660e3e929cd2a6d62f79f8b0139f30e
abc380_f,openai_gpt56_sol,0.99,1162,17,0.004988,confidence:e0d5411ec03ba0ec041ac26cc5f0da3428f2fb775ad9860890203366d6681035
abc379_f,openai_gpt56_sol,0.99,1293,17,0.005512,confidence:2bdfccc5cbcbb68417acffc0d2085e36ef78db0b01c28d3595f3d3e40b7e0ee6
abc381_e,openai_gpt56_sol,0.99,1169,17,0.005016,confidence:6c127fabc4bf60702dcab9a665e36fda903015d802d374dabe7aa3a9c912bb70
abc322_e,anthropic_sonnet5,0.9,1672,13,0.003474,confidence:75528eec8615a122ad13b5ad5837237ff42aeb01eb9af5dfb55bffc0aa459a9c
abc384_f,openai_gpt56_sol,0.995,691,17,0.003104,confidence:ab3fecb3ed5e7a166331bec70580c87206143815ae2166d910d3a7836d4fec60
abc306_e,anthropic_sonnet5,0.65,2766,13,0.005662,confidence:100e1a0f6ba0fa8b34ddd211ff4be87ed581039ca6786d79650738fa162c4cdb
abc384_e,openai_gpt56_sol,0.99,1308,17,0.005572,confidence:aa31f069be1744685a7b0216b6685fed700a552bf8e5d6d712a27ad8fbf22305
abc380_g,openai_gpt56_sol,0.99,1188,17,0.005092,confidence:47508cd6a67c11933cd6fe58401d1c65660ee5cf43aa7c40801f3a89f22d6da1
abc308_f,anthropic_sonnet5,0.85,2149,13,0.004428,confidence:79cd99bc241076bbd393a30b31fcc013365f35355a89e5f7e859e71b74adb2c8
abc382_f,openai_gpt56_sol,0.98,2022,17,0.008428,confidence:1435391b29fb0c439b8619cf887a861bb6023a694fa07f07366c72a7bcd5114e
abc385_e,openai_gpt56_sol,0.99,862,17,0.003788,confidence:dfac0efd5b4a491f6e622a6bf183ef11613d998761a9ea1e9016c5936386f28f
abc382_g,openai_gpt56_sol,0.01,1277,17,0.005448,confidence:a28a19dbf5c3397234e8af59df5636a6c9102e264e3385d16c33624ee4fef227
abc386_d,openai_gpt56_sol,0.99,843,17,0.003712,confidence:c78be2f6468d5f989b33a988290cb2a84990fca57ec9c925d82c76ce042fc4f1
abc323_d,anthropic_sonnet5,0.85,1761,13,0.003652,confidence:a924383910f3ff3b627edc25e63b393840aa4fffac55e649c1f1358b83dd3530
abc386_e,openai_gpt56_sol,0.99,925,17,0.00404,confidence:b7feb2256414e93e20008db53cbf82fd188f80060876f234120a14cf1bac6a7e
abc383_e,openai_gpt56_sol,0.99,1342,17,0.005708,confidence:bc04b91e642f88d58e54c30f8896e9d1df1c65bb52c587e2f4df4a39f81c6e02
abc388_e,openai_gpt56_sol,0.99,682,17,0.003068,confidence:470e36dc3da090c8a2a86f3031bb30e6d84db4d08b8fb15ac8a33ea0f738c394
abc310_f,anthropic_sonnet5,0.1,1512,14,0.003164,confidence:76ae4aa140d5beb622674c137abde3b7b6c94997e8c934325e793dbbfa3e1304
abc314_e,anthropic_sonnet5,0.85,2417,13,0.004964,confidence:3573d9a48ea43acf22881c5dc739e1ab8ae5dfe76fb78c3fcedf27074ff5efd5
abc385_f,openai_gpt56_sol,0.99,869,17,0.003816,confidence:1df95f7d7425c0f7e37d864fb376956903cf2d85bf71153cc42eb1cf46032412
abc388_g,openai_gpt56_sol,0.01,1244,17,0.005316,confidence:fa665c06360f28438f4f28d87f33b0104ea783ac29bee0cb5d5d8c90e03dc042
abc324_f,anthropic_sonnet5,0.55,1826,13,0.003782,confidence:84ee01a2214126b675cf3095c8409f7efccb76d107612ab50dee5d272905fd60
abc312_f,anthropic_sonnet5,0.65,1574,15,0.003298,confidence:739f5604de2c701eaca2eb03419bca9edc3dffed5434cb1353feee0ec8303f46
abc389_e,openai_gpt56_sol,0.99,695,17,0.00312,confidence:ded4c71943e2f8f5c1026c96048b614e478c73a958bb9f5c398a35034971c4c5
abc318_e,anthropic_sonnet5,0.85,1142,13,0.002414,confidence:d1f59ae3dd25894c4ce58bb2cc3daad76e502d1209ce44ac7cfe5fe77a3711d5
abc328_d,anthropic_sonnet5,0.95,961,13,0.002052,confidence:3b81353f6db9ad70e1a72389fae229114ef83509b11eedcf2b819efa51f83826
abc379_g,openai_gpt56_sol,0.01,1499,17,0.006336,confidence:a98e0f2c2bce1399a8b705f48a832427fcf3fb661c881c7f58086d790b29ec19
abc389_f,openai_gpt56_sol,0.01,1210,17,0.00518,confidence:26244d66c48c16a148d0c61efe3e99c4c9be20325319ab213b66c3b5a8c189ae
abc386_f,openai_gpt56_sol,0.99,1227,17,0.005248,confidence:5e96ca70831b3943267c1d41009f715f3bf06073942f8428a3ef00c267f8f5a4
abc384_g,openai_gpt56_sol,0.03,1545,17,0.00652,confidence:d9a5f3bea37a8616f4845317ff41dafcebdbf777ffef5bd8065b8d0f9604e95e
abc390_f,openai_gpt56_sol,0.0,978,17,0.004252,confidence:b5076e9008e9f77fa612927776dacf79971a6cd84ec22e5d7d8e1b523f2f1b2e
abc390_e,openai_gpt56_sol,0.99,1011,17,0.004384,confidence:4b5fb98828a76b00c04ec6f337e70320b6cbb46778d0dbb8552428683cafe515
abc324_d,anthropic_sonnet5,0.7,1214,13,0.002558,confidence:9837b613f0e08b3f79d9e69f74a583e85f8d85fd01f381ec9b8f79095d5167a4
abc391_e,openai_gpt56_sol,0.998,868,17,0.003812,confidence:b4a08dcb2d66a0e2798ddc33c494ca4daa06d4b3c880bc7e369c278fb68aa9c5
abc315_f,anthropic_sonnet5,0.02,1700,13,0.00353,confidence:bb82b81e4e58705f2b0dd77e29bd528b67d5622010f97a3bd55bfa6d253ab334
abc387_f,openai_gpt56_sol,0.98,1029,17,0.004456,confidence:68e5b98c298378c044baf5cd4aa8a8da8e766214a6365feb9ba03f788e6df7ed
abc385_d,openai_gpt56_sol,0.98,1924,17,0.008036,confidence:621885719b547b2bc51b291e7c22e8ee49defdf042f0d2683c4806869f35ab0a
abc390_g,openai_gpt56_sol,0.01,889,17,0.003896,confidence:14b6dd64ec185635e368054c5e19e1aa703ecf72dc567bd9c388cfe6684f5be1
abc393_d,openai_gpt56_sol,0.999,626,17,0.002844,confidence:fca7dd093cd797b41dcf33890be5a5acef5fbdf170ed4d1e21388013f4fb311d
abc324_e,anthropic_sonnet5,0.9,1452,13,0.003034,confidence:358412a36b649429478992f2d53f5d19fc720db76c5528ed5a0a486f95e198e2
abc325_d,anthropic_sonnet5,0.85,1262,13,0.002654,confidence:e5cf4ca8a8f3a21f34571d7ec9a6df9e151a477ffa30387ff6b58516383771d1
abc330_e,anthropic_sonnet5,0.92,1644,13,0.003418,confidence:5e6d44a500058cece3c6dbc9e5eca2d2675565df962d173bad03c02bc62dfac0
abc392_f,openai_gpt56_sol,0.99,793,17,0.003512,confidence:a58238c0a5b8600ad44cc7d63e968afde82babc483e514f5dcf264017dec08fc
abc391_f,openai_gpt56_sol,0.995,1366,17,0.005804,confidence:7f9d47256d3d79933f3a4fc3c5060a11ce5b17e7423e7818f1d55a22242f3f33
abc319_e,anthropic_sonnet5,0.05,3111,13,0.006352,confidence:b62c328f1592616eb76583a237f18937b32c1a4c617f4d9fe58042520a792afa
abc393_e,openai_gpt56_sol,0.98,807,17,0.003568,confidence:081223b3e60f7809503b232339e38a158f4b7dd79680a34382548cee821fc8e9
abc393_f,openai_gpt56_sol,0.99,881,17,0.003864,confidence:e52b3ab3213ac8288fde363cfc21c60e6a23daadff2aed62c7d6c2f68e4fc113
abc388_f,openai_gpt56_sol,0.97,997,17,0.004328,confidence:fe36dd9c886870ba5d5692566063f7a3ebd4d630ee28b86da41c731407f86fa5
abc332_d,anthropic_sonnet5,0.9,2365,13,0.00486,confidence:58d57dcb79cbe7d306724f55c33fb837f556e45431de9d395c36a7dcfd5e1da8
abc394_e,openai_gpt56_sol,0.99,1247,17,0.005328,confidence:f144060a346395b2ec22bdfe0fe8bdf343c0ce4e70651caf7e4087478f2fb4bc
abc328_e,anthropic_sonnet5,0.9,1776,13,0.003682,confidence:68b5537a73ed9da3fac357255c2e6be4023f0a54fa896e7e135f529d8ffc7c17
abc309_e,anthropic_sonnet5,0.2,1659,17,0.003488,confidence:7042194503a8bcd22c6eef32e94dde6f28e782ddbc890d5b080353319d4d7dff
abc395_e,openai_gpt56_sol,0.99,1297,17,0.005528,confidence:37f1d4d0039d35e4d1fe01c5225016299230e780fd4417b3b60a26315c88c83d
abc325_e,anthropic_sonnet5,0.5,1693,13,0.003516,confidence:86a34b186e720008784d37a3495a66eeb8ba9c87520b5f15c0608eaebaa00342
abc392_g,openai_gpt56_sol,0.98,1018,17,0.004412,confidence:64ad483f2154990cd5bd9ec0940ded7165145e3a140d2df498cee0bc5435c605
abc344_d,anthropic_sonnet5,0.92,1455,13,0.00304,confidence:de05a38088de840f4c20865ea11bcb2b444448cc5339c525cebf6f79e7efd4ed
abc312_e,anthropic_sonnet5,0.0,3189,13,0.006508,confidence:3d89bcaf587fa9edb5f4945cc73685457b7c39fd3bad09ece0d2ad2d43bc0ad5
abc397_d,openai_gpt56_sol,0.97,582,17,0.002668,confidence:eb2080856beb7f2693be57bce2babbe36555dc09b1fc421b00337ce0534bf0aa
abc325_f,anthropic_sonnet5,0.03,1768,17,0.003706,confidence:6d3d1cbacd2b2e9cedb98bdaff598c2d628b1abec866b301a1830d14e318da67
abc397_e,openai_gpt56_sol,0.97,915,17,0.004,confidence:b0a3a2cd5f662c0ab790dcdc6985c0f0e29fb278544c99e05415b92cb6163aac
abc349_d,anthropic_sonnet5,0.5,1486,13,0.003102,confidence:4b3369cb10844259f6c13eff2c59a724b32847f7c26bb1219ad561c7ebe2e09c
abc396_f,openai_gpt56_sol,0.99,1033,17,0.004472,confidence:17f133c9498cb3da339b82382297ea02657144a411c3fa2cb403315f76090ece
abc394_g,openai_gpt56_sol,0.99,2418,17,0.010012,confidence:c0a4bf47b0c45bb4ca153e3a2bb7f2ff632ce8c4357ba57445e20ed1de9e51c8
abc396_g,openai_gpt56_sol,0.99,1108,17,0.004772,confidence:a35d4e4c11551bf43cf103b6b585d54a9ad65678734902293f3d3256ffdbb850
abc395_f,openai_gpt56_sol,0.99,1308,17,0.005572,confidence:b8a61689fa5c2c35af2d2831cfc46f37867d17fbffab3794c6853a2c8fdd6c4c
abc398_d,openai_gpt56_sol,0.99,1000,17,0.00434,confidence:a63e1e5519162c83018576e9452b5bf0a07efdd608a8fe116e1df0455fe0d79b
abc327_e,anthropic_sonnet5,0.9,1360,13,0.00285,confidence:71a34b59c09ffc08f93ba5e0e48f4813ebf39f43df4255bbc5ef95f7b2842460
abc396_e,openai_gpt56_sol,0.99,1195,17,0.00512,confidence:f7ad5ee5258180ec8d8e0f81d45dd86c3b7c8366368d22c1e8e3924f11919543
abc394_f,openai_gpt56_sol,0.99,1044,17,0.004516,confidence:bf148e8ca68c73f7c167536c7897eee12ad4db462cd9ad411c01fe58d81b7370
abc347_e,anthropic_sonnet5,0.85,2081,13,0.004292,confidence:68cef8d742d583a73a857282089d8d7b5acbad6b58606c8af4702971c8de384f
abc398_g,openai_gpt56_sol,0.99,1017,17,0.004408,confidence:3a320bccdef47e0b9beac3561c4989c409319aae7dd9fac3af596f110579a7a7
abc398_f,openai_gpt56_sol,0.99,443,17,0.002112,confidence:62deb600fddd03921fb35e04ab0878c7d4794f1131a817becf41d33954bdd2c3
abc351_d,anthropic_sonnet5,0.9,1991,13,0.004112,confidence:4f1e7a192c9fe89e8255a25ddb0c16c1ed362168ad82455afe5b61d601b823e4
arc181_c,openai_gpt56_sol,0.99,1150,17,0.00494,confidence:b2eb0bdc1b7a90944cb6229cc5209b6671385f89fdc07319f0a93a8b0f8ae8e9
abc399_e,openai_gpt56_sol,0.99,843,17,0.003712,confidence:49da43ed55389ff34dfa65b978c66d70ed4c25e3eb94513548b16df8a813b288
abc389_g,openai_gpt56_sol,0.98,1778,17,0.007452,confidence:0eb60b4741f4d5d0087bbe996940cab2414f41e1b9d2dcbd4a4dc8c408f1fa75
abc400_e,openai_gpt56_sol,0.99,903,17,0.003952,confidence:90313e7f0bfc4208f80ff4ac26ab8f1bbe24e7f4eb5d392bedb9b3033ce3af30
abc399_f,openai_gpt56_sol,0.998,775,17,0.00344,confidence:696bcc564cfd69b8b08ed6a0b95d4717700ac5fa80926e271df0d0f0c8946cd9
abc334_e,anthropic_sonnet5,0.9,2209,13,0.004548,confidence:37f5b473323b8885b5af006bea1436d1f8f4029524e23bad6675c72903d55f43
arc181_b,openai_gpt56_sol,0.01,1201,17,0.005144,confidence:3a369cb50dde0a8c6e5e4f82a53d8c6af07b349a7e5a84c2d5204977af2cbec7
abc341_f,anthropic_sonnet5,0.15,2064,17,0.004298,confidence:ed7d19cec09b7c876fdf7b4945c399bc49f172a91c5cc98d9a7871de11efa61c
abc397_f,openai_gpt56_sol,0.99,1467,17,0.006208,confidence:11c7b9aed539a5d1c14045703b7d408710aa7872337bf23abea1da17f9a63263
abc338_f,anthropic_sonnet5,0.1,1827,13,0.003784,confidence:c630fc584f6b0cd1392715097eeea3c9f41bac84134709f6fe9da6022cb580b5
arc183_b,openai_gpt56_sol,0.01,822,17,0.003628,confidence:98ffe6c619c350ba4022e5c0467b1c06e6efd3bdd0b611cce128d65feeab86d4
arc182_d,openai_gpt56_sol,0.97,1025,17,0.00444,confidence:ab4ed7995b84805a3947df2ecfee600217d2fb60e6bbc43b2a81259483a46851
abc340_e,anthropic_sonnet5,0.75,1433,13,0.002996,confidence:61b6dabc1b37faf4f175926c46cec0cf3e0bafd307ee17e9ba1b3ca821546d89
abc397_g,openai_gpt56_sol,0.98,1347,17,0.005728,confidence:9751210720a06021c827471470bead8b27f0d1fbad3807b4bb79d70a81418a69
arc181_d,openai_gpt56_sol,0.97,1246,17,0.005324,confidence:ed1426fbcce1005d7e659412fa020ef9057b99db07477593029d8a69c023a1eb
