ai_action,confidence_visibility,error_cost,example_id,human_action,is_correct,model_id,probability_correct,prompt_family
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:3575,VERIFY_FIRST,True,google_gemini38_flash,0.98,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:365,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:3682,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:3750,USE_UNVERIFIED,True,anthropic_sonnet5,0.97,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:3750,USE_UNVERIFIED,True,anthropic_sonnet5,0.97,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:3750,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.2,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:3750,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.2,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:3788,USE_UNVERIFIED,True,google_gemini38_flash,0.98,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:3788,USE_UNVERIFIED,True,google_gemini38_flash,0.98,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:3955,VERIFY_FIRST,True,anthropic_sonnet5,0.9,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:3955,USE_UNVERIFIED,True,anthropic_sonnet5,0.9,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:3955,USE_UNVERIFIED,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:4039,USE_UNVERIFIED,True,openai_gpt56_sol,0.99,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:4039,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:4039,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:4042,VERIFY_FIRST,False,anthropic_sonnet5,0.7,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:4150,VERIFY_FIRST,True,google_gemini38_flash,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:4150,VERIFY_FIRST,True,google_gemini38_flash,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:4150,USE_UNVERIFIED,True,google_gemini38_flash,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:4150,VERIFY_FIRST,True,google_gemini38_flash,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:4150,USE_UNVERIFIED,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:4150,USE_UNVERIFIED,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:4150,USE_UNVERIFIED,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:4182,USE_UNVERIFIED,False,anthropic_sonnet5,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:4182,VERIFY_FIRST,False,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:4182,USE_UNVERIFIED,False,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:4182,USE_UNVERIFIED,False,anthropic_sonnet5,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:4182,VERIFY_FIRST,False,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:4182,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:4279,USE_UNVERIFIED,True,openai_gpt56_sol,0.98,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:4279,VERIFY_FIRST,True,openai_gpt56_sol,0.98,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:429,USE_UNVERIFIED,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:429,USE_UNVERIFIED,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:429,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.45,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:429,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.45,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:462,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:462,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:4683,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:4705,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:4705,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:4705,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:4727,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:4727,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:4729,USE_UNVERIFIED,True,openai_gpt56_sol,0.97,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:4744,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:4820,USE_UNVERIFIED,True,anthropic_sonnet5,0.6,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:4820,USE_UNVERIFIED,True,anthropic_sonnet5,0.6,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:4820,USE_UNVERIFIED,True,anthropic_sonnet5,0.6,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:4820,VERIFY_FIRST,True,openai_gpt56_sol,0.56,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:4876,USE_UNVERIFIED,True,google_gemini38_flash,0.9,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:4893,VERIFY_FIRST,False,anthropic_sonnet5,0.55,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:4893,VERIFY_FIRST,False,anthropic_sonnet5,0.55,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:4896,USE_UNVERIFIED,True,openai_gpt56_sol,0.93,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:4951,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.75,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:4951,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.75,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:5102,USE_UNVERIFIED,True,anthropic_sonnet5,0.9,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:5102,USE_UNVERIFIED,True,anthropic_sonnet5,0.9,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:5108,VERIFY_FIRST,True,openai_gpt56_sol,0.95,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:5108,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:5138,USE_UNVERIFIED,True,openai_gpt56_sol,0.8,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:5204,USE_UNVERIFIED,False,google_gemini38_flash,0.95,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:5204,USE_UNVERIFIED,False,openai_gpt56_sol,0.88,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:521,USE_UNVERIFIED,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:521,USE_UNVERIFIED,True,openai_gpt56_sol,0.99,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:521,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.4,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:521,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.4,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:529,USE_UNVERIFIED,True,anthropic_sonnet5,0.97,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:529,USE_UNVERIFIED,True,anthropic_sonnet5,0.97,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:529,USE_UNVERIFIED,True,anthropic_sonnet5,0.97,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:529,USE_UNVERIFIED,True,anthropic_sonnet5,0.97,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:5345,USE_UNVERIFIED,True,openai_gpt56_sol,0.97,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:5370,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:5370,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:5432,VERIFY_FIRST,True,anthropic_sonnet5,0.72,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:5432,VERIFY_FIRST,True,anthropic_sonnet5,0.72,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:5432,VERIFY_FIRST,True,anthropic_sonnet5,0.72,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:5530,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.4,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:5530,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.4,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:5563,USE_UNVERIFIED,True,anthropic_sonnet5,0.7,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:5563,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.45,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:5720,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:5720,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:5766,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:5766,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:5886,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:5886,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:595,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:595,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:595,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:595,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:595,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:5993,USE_UNVERIFIED,False,openai_gpt56_sol,0.82,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:5993,USE_UNVERIFIED,False,openai_gpt56_sol,0.82,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:5993,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:6099,USE_UNVERIFIED,True,anthropic_sonnet5,0.97,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:6112,VERIFY_FIRST,True,anthropic_sonnet5,0.75,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:6122,USE_UNVERIFIED,True,anthropic_sonnet5,0.75,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:6122,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:6126,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:6126,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:6167,USE_UNVERIFIED,True,openai_gpt56_sol,0.93,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:6167,USE_UNVERIFIED,True,openai_gpt56_sol,0.93,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:6167,USE_UNVERIFIED,True,openai_gpt56_sol,0.93,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:6167,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.8,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:6186,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:6186,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:6216,USE_UNVERIFIED,False,openai_gpt56_sol,0.82,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:6216,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.4,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:6216,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.4,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:623,USE_UNVERIFIED,True,openai_gpt56_sol,0.97,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:623,VERIFY_FIRST,True,openai_gpt56_sol,0.97,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:623,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:6241,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:6241,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:6241,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:6310,USE_UNVERIFIED,False,google_gemini38_flash,0.35,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:6342,USE_UNVERIFIED,True,openai_gpt56_sol,0.82,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:6412,VERIFY_FIRST,False,google_gemini38_flash,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:6412,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.25,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:6412,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.25,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:659,USE_UNVERIFIED,True,openai_gpt56_sol,0.88,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:659,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:6591,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:6624,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:6624,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:6880,USE_UNVERIFIED,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:6880,USE_UNVERIFIED,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:6880,USE_UNVERIFIED,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:6880,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.6,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:6903,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:6903,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:6917,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:6917,VERIFY_FIRST,True,openai_gpt56_sol,0.78,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:6917,VERIFY_FIRST,True,openai_gpt56_sol,0.78,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:6917,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.75,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:7049,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:7049,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:7105,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:7145,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:7145,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:7199,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:7199,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:7210,VERIFY_FIRST,True,openai_gpt56_sol,0.98,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:7210,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.3,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:7555,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:7555,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.3,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:7555,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.3,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:7613,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.95,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:7613,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.95,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:79,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:79,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:7975,USE_UNVERIFIED,False,anthropic_sonnet5,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:7975,VERIFY_FIRST,False,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:8003,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:8003,VERIFY_FIRST,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:8003,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:8003,VERIFY_FIRST,True,openai_gpt56_sol,0.98,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:811,USE_UNVERIFIED,False,anthropic_sonnet5,0.72,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:820,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:820,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:820,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:820,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.6,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:8224,USE_UNVERIFIED,True,anthropic_sonnet5,0.9,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:8224,VERIFY_FIRST,True,google_gemini38_flash,0.65,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:8317,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:8503,USE_UNVERIFIED,False,anthropic_sonnet5,0.9,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:8674,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.3,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:8674,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.3,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:8674,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.3,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:8837,USE_UNVERIFIED,True,google_gemini38_flash,0.95,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:8837,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:8837,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:8863,USE_UNVERIFIED,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:8863,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:8952,USE_UNVERIFIED,False,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:8952,USE_UNVERIFIED,False,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:8980,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:8980,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:9018,USE_UNVERIFIED,True,openai_gpt56_sol,0.99,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:9020,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:9020,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:9020,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.6,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:9118,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:9118,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:9118,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:9350,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:9350,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:9432,USE_UNVERIFIED,True,google_gemini38_flash,0.95,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:9432,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:9432,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:953,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:9553,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
