question_id,model_alias,model_label,L,displayed_values,actions,n_transitions,reverse_use_to_verify,perfectly_non_increasing,single_threshold_shape,pattern,stage1_correct
mmlu_pro:test:11774,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:11774,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:11774,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:11802,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:11802,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:11802,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,False
mmlu_pro:test:11802,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,False
mmlu_pro:test:11906,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:11906,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:11906,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:11906,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:11944,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:11944,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:11944,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:11944,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:1340,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:1340,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:1340,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,False
mmlu_pro:test:1340,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,False
mmlu_pro:test:1404,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:1404,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:1404,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:1404,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVUUU,True
mmlu_pro:test:1441,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:1441,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:1441,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,False
mmlu_pro:test:1441,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,False
mmlu_pro:test:1485,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:1485,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:1485,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:1485,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:1731,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:1731,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,False
mmlu_pro:test:1731,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:1731,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:1860,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:1860,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:1860,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:1860,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:1908,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VUUUU,False
mmlu_pro:test:1908,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""VERIFY_FIRST""]",2,True,False,False,VUUUV,False
mmlu_pro:test:1908,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,False
mmlu_pro:test:1908,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""VERIFY_FIRST""]",2,True,False,False,VVVUV,False
mmlu_pro:test:2089,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:2089,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:2089,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2089,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2180,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:2180,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2180,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2180,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2223,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:2223,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:2223,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2223,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2284,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:2284,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:2284,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2284,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2737,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2737,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:2737,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2737,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2770,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:2770,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:2770,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2770,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2776,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VUUUU,True
mmlu_pro:test:2776,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",0,False,True,True,UUUUU,True
mmlu_pro:test:2776,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2776,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2849,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",0,False,True,True,UUUUU,True
mmlu_pro:test:2849,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VUUUU,True
mmlu_pro:test:2849,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2849,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2864,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",0,False,True,True,UUUUU,True
mmlu_pro:test:2864,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VUUUU,True
mmlu_pro:test:2864,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2864,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2885,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:2885,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:2885,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,False
mmlu_pro:test:2885,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,False
mmlu_pro:test:2925,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED""]",1,False,True,True,VVVVU,True
mmlu_pro:test:2925,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2925,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:2925,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:3047,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",0,False,True,True,UUUUU,True
mmlu_pro:test:3047,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",0,False,True,True,UUUUU,True
mmlu_pro:test:3047,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:3047,openai_gpt56_sol,GPT,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
mmlu_pro:test:3111,anthropic_sonnet5,Claude,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:3111,anthropic_sonnet5,Claude,20.0,"[0.9, 0.93, 0.94, 0.96, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST""]",0,False,True,True,VVVVV,True
mmlu_pro:test:3111,openai_gpt56_sol,GPT,10.0,"[0.8, 0.88, 0.89, 0.91, 0.99]","[""VERIFY_FIRST"", ""VERIFY_FIRST"", ""VERIFY_FIRST"", ""USE_UNVERIFIED"", ""USE_UNVERIFIED""]",1,False,True,True,VVVUU,True
