question_id,model_alias,model_endpoint,frozen_answer,q1,stage1_correct,prompt_hash,request_key,prompt_version
mmlu_pro:test:2864,openai_gpt56_sol,gpt-5.6-sol,C,0.99,True,236059346ed9157050a20f6d2eec7d2bb0c1515c03710bbc79c344e99080c7d5,confidence:b1fb3b0b3e39ef8945763bdd570353d239bd094c4d32437da7b8f1bce32b21b9,stage_2_confidence_v3_structured_compat
mmlu_pro:test:2864,anthropic_sonnet5,claude-sonnet-5,C,0.97,True,236059346ed9157050a20f6d2eec7d2bb0c1515c03710bbc79c344e99080c7d5,confidence:dec933617eb4eb4713691ebed1e3aa63ea88ea469687d9528a231eb812abe0d5,stage_2_confidence_v3_structured_compat
mmlu_pro:test:2885,openai_gpt56_sol,gpt-5.6-sol,C,0.99,False,89cbd235cf0a4abbe39c6fcc92432d910ef36278a2bbdd7c83a095e07b65e146,confidence:e57e0b98fdee54eec578acd1ac11a9d0ca0a32d09cf20404f2ba6879b1df79d4,stage_2_confidence_v3_structured_compat
mmlu_pro:test:2885,anthropic_sonnet5,claude-sonnet-5,H,0.6,True,cbfdd14a1f28d70ddaf5e16c11addcb5568c837b4255610eb0bc24beb2cc23c2,confidence:78b79c1aec3d8c1c02050b05dbf2cf5286be13b59a1067a1b92f4c741c7829e7,stage_2_confidence_v3_structured_compat
mmlu_pro:test:2896,openai_gpt56_sol,gpt-5.6-sol,G,0.99,True,2b92487ff34a45366ada8948a8f83f7b85ec17bb751b1a6133463bf3ee1f019c,confidence:88aaf05770c8eb728652d9ed1a98a6a18b8af0b7e35d1633b6c039a12832a7c7,stage_2_confidence_v3_structured_compat
mmlu_pro:test:2896,anthropic_sonnet5,claude-sonnet-5,F,0.85,False,21bc42ad2cbccda54125bdeff6c0e8ee7499cdddb63b8bf361f49ec18f0bcb1b,confidence:33c9c418b1f16ae9b8b9f6611ad9d6b2ea907fbc96579fd7d201867c5a84b079,stage_2_confidence_v3_structured_compat
mmlu_pro:test:2925,openai_gpt56_sol,gpt-5.6-sol,D,0.98,True,2f77b6adfbefa029a8069e54f9bd42a438755286e54edd54983aa05f8d4d7c6c,confidence:15ff79b0b6f4bfa2153617f33d991e0666522f0d487d60bfd6d201cd3bd361a0,stage_2_confidence_v3_structured_compat
mmlu_pro:test:2925,anthropic_sonnet5,claude-sonnet-5,D,0.85,True,2f77b6adfbefa029a8069e54f9bd42a438755286e54edd54983aa05f8d4d7c6c,confidence:c9bf66f53d5467a86174ea994327b73d116b3d712ed37fd57ee993535d6d919b,stage_2_confidence_v3_structured_compat
mmlu_pro:test:2926,openai_gpt56_sol,gpt-5.6-sol,I,0.99,True,b408ec029c8f200b2ee0a98e114e998c86c2669a0d7a215fb4ecc7183b7f952e,confidence:76b899887da1ac48475232920deb52543a4fafd34fae751a17d3150474f5ba02,stage_2_confidence_v3_structured_compat
mmlu_pro:test:2926,anthropic_sonnet5,claude-sonnet-5,I,0.85,True,b408ec029c8f200b2ee0a98e114e998c86c2669a0d7a215fb4ecc7183b7f952e,confidence:8dda290087c2032913839693e37da80637e8f11cfacddc3543459c7ffc24b1e5,stage_2_confidence_v3_structured_compat
mmlu_pro:test:2937,openai_gpt56_sol,gpt-5.6-sol,D,0.76,True,9885ce7026735519c1bd8c86ddc76d305baf27f69e1996925b8e728e11165e2a,confidence:2b3e2afac0118b22e1e349c554d8d6fd8f3ed3b27112857c542b714ac475b1ac,stage_2_confidence_v3_structured_compat
mmlu_pro:test:2937,anthropic_sonnet5,claude-sonnet-5,D,0.62,True,9885ce7026735519c1bd8c86ddc76d305baf27f69e1996925b8e728e11165e2a,confidence:2f8ef5ac78c707e32de55f5d43fc55353cde243616f59e4f63712c4deb345688,stage_2_confidence_v3_structured_compat
mmlu_pro:test:2939,openai_gpt56_sol,gpt-5.6-sol,B,0.99,True,ac7baab6be5cd9f2126e1b4ba8754a10d671166e8931ffdcea9dfc1eba46c2fd,confidence:66a49ad138872a3aed07866b2cb00dfd0ed6e7add691bcc139972f972ca750c7,stage_2_confidence_v3_structured_compat
mmlu_pro:test:2939,anthropic_sonnet5,claude-sonnet-5,B,0.72,True,ac7baab6be5cd9f2126e1b4ba8754a10d671166e8931ffdcea9dfc1eba46c2fd,confidence:4a98b9f45290333685cc61e09ebf052c9cea7c8387812f699b06fa110bd211da,stage_2_confidence_v3_structured_compat
mmlu_pro:test:2944,openai_gpt56_sol,gpt-5.6-sol,I,0.99,True,ba6f71bb2418a376f1d946f94eb22625a210e4154e7437facda4825be5f53d2f,confidence:179522c72effa1b5dc85510f2a4c0f21e2968613d6209bfa7f57426579b03902,stage_2_confidence_v3_structured_compat
mmlu_pro:test:2944,anthropic_sonnet5,claude-sonnet-5,I,0.95,True,ba6f71bb2418a376f1d946f94eb22625a210e4154e7437facda4825be5f53d2f,confidence:9ff87641853939d8048bb27edc9970f4c432df29208e3f84334a2e36846eb94e,stage_2_confidence_v3_structured_compat
mmlu_pro:test:2957,openai_gpt56_sol,gpt-5.6-sol,D,0.99,True,a5f08d204cb3e423ee45f6a025ae0c650d1d89035e3ddb710c1d33f223b090f9,confidence:3f80c4fd4f2d27f96d2bc9140f74503fdce75c53029942bfdc8d0df068c431f3,stage_2_confidence_v3_structured_compat
mmlu_pro:test:2957,anthropic_sonnet5,claude-sonnet-5,D,0.6,True,a5f08d204cb3e423ee45f6a025ae0c650d1d89035e3ddb710c1d33f223b090f9,confidence:ac4474f9572e44cbaa80d44151a8a7a72c071d6de80140aeec6e66d35f603645,stage_2_confidence_v3_structured_compat
mmlu_pro:test:2988,openai_gpt56_sol,gpt-5.6-sol,C,0.99,True,16aca8da33821f1a6c3750424a1dfd939f35cc8bfa219b97625176ce8eb5cc63,confidence:773b2488d74e001ac3daa255ce49f2c4dc08b862cf07b02631033ec509d98bdd,stage_2_confidence_v3_structured_compat
mmlu_pro:test:2988,anthropic_sonnet5,claude-sonnet-5,C,0.92,True,16aca8da33821f1a6c3750424a1dfd939f35cc8bfa219b97625176ce8eb5cc63,confidence:b3578b49c58f79f6c8826cac049e89b41bf27e18a9a8470851698ab870293feb,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3020,openai_gpt56_sol,gpt-5.6-sol,H,0.999,True,dea857f985c57746ebd32837c0b7f084f21cdaceed9c604e4fd9cea567621231,confidence:ee7cbfafe15a41e0b2ed71068448013d278a7663fbcc828fc1ad395c8e8a4941,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3020,anthropic_sonnet5,claude-sonnet-5,H,0.98,True,dea857f985c57746ebd32837c0b7f084f21cdaceed9c604e4fd9cea567621231,confidence:aa39dddfa929e97caffa4d35a5cc2d0c214a499a77ecc2f00150cf25da2645ca,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3033,openai_gpt56_sol,gpt-5.6-sol,H,0.96,True,cb85884eacebc6f366f8957f459d2489e179a8c7e19b1e5d5f884b73c801256a,confidence:1c4a8ded67037a888bc5b6df628f299d18527805997434238b6f840e14f35d41,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3033,anthropic_sonnet5,claude-sonnet-5,H,0.9,True,cb85884eacebc6f366f8957f459d2489e179a8c7e19b1e5d5f884b73c801256a,confidence:c1b916e3b2f49e0d86cd1f3b53fdb857ad3560dd503b0e2af4c3fdf380f5e471,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3047,openai_gpt56_sol,gpt-5.6-sol,B,0.99,True,edecc7eec545142ad89246fdab8a092625d656cec5469c3c79dda88415cb3b06,confidence:85dd5efe6867802aa16e9567479f694775bf601d09d1f520fdc4cfcd68512a11,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3047,anthropic_sonnet5,claude-sonnet-5,B,0.95,True,edecc7eec545142ad89246fdab8a092625d656cec5469c3c79dda88415cb3b06,confidence:bc8a27f88027d14c18908651299184c2baf2c88773193817e7de113c79b72d3b,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3078,openai_gpt56_sol,gpt-5.6-sol,G,0.99,True,c44cf8bd3969572fd9a957664ad1346dcde90bfa546ca8dcc7554c62f47af06a,confidence:cbaad045d2e67067f2cc3d1aab0c73940fa3cc36e3e70b9cf80cee079bfda9ad,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3078,anthropic_sonnet5,claude-sonnet-5,G,0.95,True,c44cf8bd3969572fd9a957664ad1346dcde90bfa546ca8dcc7554c62f47af06a,confidence:d5375917b9440ea557a9fd57cbafa3e939355c6b7a39b17de60b28f8c52dbb73,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3111,openai_gpt56_sol,gpt-5.6-sol,D,0.99,True,ed24397eb2eb91d3d489c3526dddef1d9503fb85399c6d24dec57af952e4faf2,confidence:97d580438594699a70fd21a6a7214f34bd177fb000c31f90304730934ea78463,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3111,anthropic_sonnet5,claude-sonnet-5,D,0.8,True,ed24397eb2eb91d3d489c3526dddef1d9503fb85399c6d24dec57af952e4faf2,confidence:d9f153f34bacab166b8495647d9651052bfd87dcda2ec56c92e09327f0f79abe,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3151,openai_gpt56_sol,gpt-5.6-sol,B,0.99,True,319b5044fc14843c99f0d672859281c1ac362ec1cd89e75c9a7440e512b4aafb,confidence:f772952314c745d892b5b6c723e6d3a3fe9e4cf6dfd8b64b132aeaa6b63dcac2,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3151,anthropic_sonnet5,claude-sonnet-5,B,0.9,True,319b5044fc14843c99f0d672859281c1ac362ec1cd89e75c9a7440e512b4aafb,confidence:f23a72599172ce282ecbb87ed4a4aea386ee2771e9357f4864249e1530bdaf89,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3156,openai_gpt56_sol,gpt-5.6-sol,G,0.99,True,021d70dbbb519e9a0afa49b4920af55f44243fd87edd064afd13be30925b632d,confidence:77d44a5862d00823bff102ef2726fc11232837d1c37439133ac287ab6d30e861,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3156,anthropic_sonnet5,claude-sonnet-5,G,0.72,True,021d70dbbb519e9a0afa49b4920af55f44243fd87edd064afd13be30925b632d,confidence:bf66827ba55a9055b08eb011df1a89c3776f5e268cd3facf91f425918346080b,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3162,openai_gpt56_sol,gpt-5.6-sol,B,0.98,True,5c2794d8add25414c13b4285bb8144db7eac3f87f1b2fd733cda1fa318c0bfab,confidence:cfe88ddaf703b3ea1abe98e36736281027fbb4f7fe1c54915279ce416bd4246a,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3162,anthropic_sonnet5,claude-sonnet-5,B,0.9,True,5c2794d8add25414c13b4285bb8144db7eac3f87f1b2fd733cda1fa318c0bfab,confidence:f78243933980c534bf61bb04313185a774ff20db5c1959568c0c8b0116fac938,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3175,openai_gpt56_sol,gpt-5.6-sol,J,0.99,True,d01644bfdf2587f122ba9291b746a655940d8f634c99a76a97bec25738ea0be9,confidence:8a9d851aed47012e95cfc07b2132e8560a0b66483bf420536d24fa3899dc07d2,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3175,anthropic_sonnet5,claude-sonnet-5,J,0.97,True,d01644bfdf2587f122ba9291b746a655940d8f634c99a76a97bec25738ea0be9,confidence:3def52d2b3b514dd0be767bea9fda91ea2403cccac246b281ff537148b36c892,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3215,openai_gpt56_sol,gpt-5.6-sol,I,0.99,True,f8646e2a0539ce375b2b9dcd5aeff3af9a38f4252781bd36f1e32114c3a18a24,confidence:2333bce6a85ac8ad6e312c4a92b3bf515256f10350561d74a0e96a83022b0a49,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3215,anthropic_sonnet5,claude-sonnet-5,I,0.92,True,f8646e2a0539ce375b2b9dcd5aeff3af9a38f4252781bd36f1e32114c3a18a24,confidence:86fd76696024d045e8522d37527942cf58d3db31fd45c225bef117cc0dafc0de,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3223,openai_gpt56_sol,gpt-5.6-sol,B,0.99,True,82e650d26c6388df5c3d5b65f5fb8b58be9913012221bbb62b12d3f7499c9ea9,confidence:aa4d9282d9e188304d6953f7b01327b63ad1fab2346b1898838aba82e922fbcc,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3223,anthropic_sonnet5,claude-sonnet-5,B,0.95,True,82e650d26c6388df5c3d5b65f5fb8b58be9913012221bbb62b12d3f7499c9ea9,confidence:2d00eca5856c7fbd8a4d3026607c0e401d1dab2180085ed9849c5d42da73344c,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3225,openai_gpt56_sol,gpt-5.6-sol,H,0.99,True,1be5b16df1415302262886e71df5b1a08d1dd045b4655e18c3c5d62a0ff50002,confidence:c535703d748f964e4af524ece2db2cb9356bce1177c1eef06aae6f5765e9b040,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3225,anthropic_sonnet5,claude-sonnet-5,H,0.75,True,1be5b16df1415302262886e71df5b1a08d1dd045b4655e18c3c5d62a0ff50002,confidence:ce871d69bbbaac7b48bdd73b2014229ac2747b9fb85fcb956a518636d9cf02cb,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3261,openai_gpt56_sol,gpt-5.6-sol,D,0.98,True,4df38d6586a944f441e114142c54a0b631187d73aa62984c33f888f9400094da,confidence:a042e5ea111d294432763866cacfdb831a545e14bd8cf65e7abab1f0972cbad7,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3261,anthropic_sonnet5,claude-sonnet-5,D,0.85,True,4df38d6586a944f441e114142c54a0b631187d73aa62984c33f888f9400094da,confidence:8f321f8074e1d91b78586ceca9a751af62e27ba1cf5ec7fb6965a376f2c0b753,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3311,openai_gpt56_sol,gpt-5.6-sol,F,0.99,True,2575353d680bb67153ff86ab47c5fd4d86a0b8b81ab044603bef195e30589c93,confidence:53ec50cd9293ff68ba4c5dab9e5f8dae31a9bbca90aabf21a3fb214e77af14d8,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3311,anthropic_sonnet5,claude-sonnet-5,F,0.97,True,2575353d680bb67153ff86ab47c5fd4d86a0b8b81ab044603bef195e30589c93,confidence:84867686274eedd7df6d44e750aeab1567b9bca7535be9eba41528e7469e8bab,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3333,openai_gpt56_sol,gpt-5.6-sol,B,0.99,True,d0423246f9a70bb5b4e6649c9e37ff172822d6da6e2150943afd649194137625,confidence:969e5a00cb86d85cb6c087eed8edc30738647d6eda16f80b0593ade30054df6f,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3333,anthropic_sonnet5,claude-sonnet-5,B,0.75,True,d0423246f9a70bb5b4e6649c9e37ff172822d6da6e2150943afd649194137625,confidence:350f953a7f8d5c360ab44c2fecbae06c42581b657ec42b23063cc4969bc404ac,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3342,openai_gpt56_sol,gpt-5.6-sol,F,0.99,True,07f452742cc09adfe3e3d22f89a3cf5963a7a81f7bb05c0d7bc483b23985e5e3,confidence:e217656db6e59a1aac4a824e09957273bc429551da8cf2e00f186199cbdfe98b,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3342,anthropic_sonnet5,claude-sonnet-5,F,0.85,True,07f452742cc09adfe3e3d22f89a3cf5963a7a81f7bb05c0d7bc483b23985e5e3,confidence:47abb7e70157fc4262a146551f03060be1e8219525f8dc9767ff8645f3cb2e85,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3401,openai_gpt56_sol,gpt-5.6-sol,B,0.97,True,cfd8ec89dbc8809afbb070c80ec0c0357d9c6f2e53b8eb6fead90d09ca17adec,confidence:9891e24e594f5a57398398477cd5370c6228c2d15dcea2f0ba7e283a7f269ee8,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3401,anthropic_sonnet5,claude-sonnet-5,B,0.6,True,cfd8ec89dbc8809afbb070c80ec0c0357d9c6f2e53b8eb6fead90d09ca17adec,confidence:d60a5f39fc80f54c6f8dd9d58cf7af02731c7bc70d632a03c61c91dbc1494453,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3414,openai_gpt56_sol,gpt-5.6-sol,E,0.99,True,d9786163e4f4400dd8f6a90fde7a6af55037092298c4931dae97679fb56da9d7,confidence:d3ebd8ca8a0f435f69e13a2b1caf94fa90c6acbab973f19acf95d632aeccf986,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3414,anthropic_sonnet5,claude-sonnet-5,E,0.92,True,d9786163e4f4400dd8f6a90fde7a6af55037092298c4931dae97679fb56da9d7,confidence:f9b91fd747e1e0d8d5dc851751eb497216549ecbbdaad5ae229ce8868929f163,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3437,openai_gpt56_sol,gpt-5.6-sol,I,0.97,True,19a2cbffe1612fb56d6e87177410a93c3deb0aad4b42123b5d1d397c0eae8672,confidence:01d543029e9d0a86239dfb2d1e18814aa93046bcdd0775debbb9b10e682a68fa,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3437,anthropic_sonnet5,claude-sonnet-5,I,0.72,True,19a2cbffe1612fb56d6e87177410a93c3deb0aad4b42123b5d1d397c0eae8672,confidence:e42580cb4c7fa1758cef274ea24711a1770439fb87de4bb66511d1f8e9006fbb,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3454,openai_gpt56_sol,gpt-5.6-sol,G,0.99,True,92c9487f25a881c4789897a1676b385752c4d5e7de2aa259414713a3c993d71e,confidence:48de29884046dbc0557c5489e6ea8e44e2befde0e5226bbd3e8d825fcf5619c1,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3454,anthropic_sonnet5,claude-sonnet-5,G,0.75,True,92c9487f25a881c4789897a1676b385752c4d5e7de2aa259414713a3c993d71e,confidence:009ea7a83b61d20e86edbaa171422833a60bb817b99ef05264369e2701458089,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3491,openai_gpt56_sol,gpt-5.6-sol,E,0.98,False,082fa32eb7d3b0b1c0bd5d2a429b04a1fcabb184f6009c7658faa1ac018e3083,confidence:b3cd416f45b563d933a51a656c1207163d26e52647a5c107b22c72c58d5c8d25,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3491,anthropic_sonnet5,claude-sonnet-5,E,0.85,False,082fa32eb7d3b0b1c0bd5d2a429b04a1fcabb184f6009c7658faa1ac018e3083,confidence:cbb319c16ed4118b286641bb760d752c54219003e0871745ee55c48d6d031686,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3510,openai_gpt56_sol,gpt-5.6-sol,G,0.98,True,017a93a20f610fba832b41eb83ca625b224f05fa41ada5f47bc9f3295eb83b90,confidence:2d5f657bb3d97099d925c57b1ae5570a351f3d9cec99928ece8f007c9d165fb8,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3510,anthropic_sonnet5,claude-sonnet-5,G,0.72,True,017a93a20f610fba832b41eb83ca625b224f05fa41ada5f47bc9f3295eb83b90,confidence:786cd248a1a6c53f9961b5eacd416f3e2245d0da322ced50dfd3831517d7c12d,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3527,openai_gpt56_sol,gpt-5.6-sol,D,0.99,True,aecd913b0268deaf4163c4f73ae691e82774ad7991324b098ad7a81b40bcd283,confidence:a8e0d04af50f028cc366dc88af4c4e37dceb8909cbc41068fd334360023edf57,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3527,anthropic_sonnet5,claude-sonnet-5,D,0.9,True,aecd913b0268deaf4163c4f73ae691e82774ad7991324b098ad7a81b40bcd283,confidence:d05efe2a350fb2f1380d3e5c8f4dc7bc6f2fedc71e9bd2aa6fcb771f36ca55d4,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3539,openai_gpt56_sol,gpt-5.6-sol,B,0.99,True,d9823d41438f0cb7edfdedef5ba21602177e65449637a71768cfd8c82281b338,confidence:1bb2193de30e5e789c5bd8e826daab00da652641653808f86c17450326c20b0a,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3539,anthropic_sonnet5,claude-sonnet-5,B,0.95,True,d9823d41438f0cb7edfdedef5ba21602177e65449637a71768cfd8c82281b338,confidence:08018400d790a6789a0a6c4fabd5d489fb7672b199f7bafab85bac354e352b91,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3544,openai_gpt56_sol,gpt-5.6-sol,I,0.99,True,e1fdfdd5bf7b9b8b6e1fbadd8a47093ed59192b4e11f5cfd4e510340d2579a64,confidence:7cc0aa8c28b7696917767c2197000c1fa357c1bdd1aac4f4a03c65f0968940d1,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3544,anthropic_sonnet5,claude-sonnet-5,I,0.95,True,e1fdfdd5bf7b9b8b6e1fbadd8a47093ed59192b4e11f5cfd4e510340d2579a64,confidence:a89d9169388d75d72217e65f8bb9d0c7e547fe08968162baa36ac62ac6410ef1,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3575,openai_gpt56_sol,gpt-5.6-sol,J,0.99,True,9af91b7d1453ffd2f8fa66dbbef02bb7c2d2a944a21d0e66a8a8e30b02de5c39,confidence:b3ae00a936f8449c5213221d4ef1d5fc79fe8a3b352eb8cba1369e94d7dc15de,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3575,anthropic_sonnet5,claude-sonnet-5,J,0.35,True,9af91b7d1453ffd2f8fa66dbbef02bb7c2d2a944a21d0e66a8a8e30b02de5c39,confidence:6901a825f2d5333852be9c8262d80ef4d15ae00f6c30bd9d358aa40761931320,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3610,openai_gpt56_sol,gpt-5.6-sol,F,0.99,True,40829c2293007454936a7226550ffbded95e698dc57bcb6f98860573985f6816,confidence:18cc6ccf734a98c6f8ceee8a318989d1d085141cc047da65ca5a2e625774611c,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3610,anthropic_sonnet5,claude-sonnet-5,F,0.75,True,40829c2293007454936a7226550ffbded95e698dc57bcb6f98860573985f6816,confidence:dc939f0d017d3648eb4daa33fefa09109f191e842046a5ac5062a38f23c05b76,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3626,openai_gpt56_sol,gpt-5.6-sol,B,0.99,True,65ba1a97cd0c6eb1e12c63b1a7deebf1f3d7ddf20819b64950a823895d32f1f6,confidence:8b4fdf6c45a374dba3318eda978cb5ed439e7c8503ec791bb82c2ec3d135b9ab,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3626,anthropic_sonnet5,claude-sonnet-5,B,0.95,True,65ba1a97cd0c6eb1e12c63b1a7deebf1f3d7ddf20819b64950a823895d32f1f6,confidence:12f0272dacd773f2a89d037161e210550b7911ed9b41e9f9ee289e8fb5332a64,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3659,openai_gpt56_sol,gpt-5.6-sol,A,0.99,True,ad702aa0382cd701d6bbf297b292582e74a854ee897dd11afa0324defe10b313,confidence:533476ad876a000514842195ee3d8d851446bea274820acb855bbef4b461f6c3,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3659,anthropic_sonnet5,claude-sonnet-5,H,0.85,False,62d5f4afbcf5f1f44315575ab62c4fe259046865a37949d5188ca98d4ef55f3d,confidence:81828960b15f4b3e939e0d3e11ac071b4bc538ad4c4d8e5912d522871e1c2d4c,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3662,openai_gpt56_sol,gpt-5.6-sol,A,0.95,False,f257a634736cb36623ea7e818a57626d6ee472d1d59c427315106ff118f47877,confidence:a77ae5f844a2ac9e03e90f4a42ae82bd1c4af20976c72cd21cfa18a49a0f9407,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3662,anthropic_sonnet5,claude-sonnet-5,D,0.6,True,6d0b415924b6a9f4a0e13e3ea309074280c37edaf4ad7c5e3d37914f6ec6f189,confidence:2595218cbf0d02b3d1b81a8277f291d4e4d04e2de74aa68b956469bb4e3d6401,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3682,openai_gpt56_sol,gpt-5.6-sol,J,0.99,True,c60d805824ffcf26e93d94b4fb66e2f9b1966e62263adbf2f2de4178d02e6112,confidence:25f37fc11921d51c052f8b242625823b0098a10244c8b3b5de9149779d2e64df,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3682,anthropic_sonnet5,claude-sonnet-5,J,0.72,True,c60d805824ffcf26e93d94b4fb66e2f9b1966e62263adbf2f2de4178d02e6112,confidence:e038087fca0d28956ae979d6b6b15adb748c617ac656a8f2f6b1bcbc83e8205b,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3735,openai_gpt56_sol,gpt-5.6-sol,E,0.0001,True,7564defd424343c9b7602645e72ff1be4f58e98a11a6960f9f1fec9ce7c52ccc,confidence:ce312dcac38fbee7624107686c7f0f69a87d006359e66152dead320927ff6e07,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3735,anthropic_sonnet5,claude-sonnet-5,F,0.8,False,46063296f310ff123cc88603a393665e8bd730aa26cfc470358e7c12dd286999,confidence:6e22d991ee0c6fb01691e50de9eb33d537db531e4158df59a9fed223444d9e59,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3750,openai_gpt56_sol,gpt-5.6-sol,C,0.999,True,bdfa66a9788d5f46a7adad509a21ee2c31b780b7d41a28618c5d0d36748a68eb,confidence:16f3dd891e17b4c8bd0a0a5cc7b54a7816a5620532abecc8d5ad9fe21094b493,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3750,anthropic_sonnet5,claude-sonnet-5,C,0.97,True,bdfa66a9788d5f46a7adad509a21ee2c31b780b7d41a28618c5d0d36748a68eb,confidence:3bdc4cfc563cbdc2810083288494495dacefd2e4e6be52112a8957e96bf2c6c9,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3752,openai_gpt56_sol,gpt-5.6-sol,C,0.99,True,e388ef54c4454752af410cefde634e154651c264c8812293c47c8e0bb28bf966,confidence:ed56eed54f4f1bfb4ce478d9464e422f8a562ace9b85cd6331bb6c8a7eabebc3,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3752,anthropic_sonnet5,claude-sonnet-5,A,0.9,False,d45097c0c8696afda99c3d51afc647696c039131687ccfb0484f764d94733690,confidence:d519f32a0a89640d80ea7ff74b4098a0715eb0dd0444e5d0621775b93c45e6bd,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3767,openai_gpt56_sol,gpt-5.6-sol,I,0.999,True,8605ae86ed938250ad36e2e6fc2ede01e5dab041551c1857694a95477b28f70e,confidence:7484d4e3afc324de45f0db184809193b34bdf6c1b6b14d3abca2a1e47d3a5e48,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3767,anthropic_sonnet5,claude-sonnet-5,I,0.75,True,8605ae86ed938250ad36e2e6fc2ede01e5dab041551c1857694a95477b28f70e,confidence:44f0197742b42cde0b5acb0434a87df0518846a6b364a78739100b0b0aa991b4,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3770,openai_gpt56_sol,gpt-5.6-sol,C,0.99,True,090408984bbe280588f25e0d66c7c071c3b39a463f4e2cec1b055db7952a71f5,confidence:e4eaf0b0d8142a3c6428d65dcd6f29e9a5a863581c02b5d2385c02f3c7e036ed,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3770,anthropic_sonnet5,claude-sonnet-5,C,0.65,True,090408984bbe280588f25e0d66c7c071c3b39a463f4e2cec1b055db7952a71f5,confidence:6e4c8d8a17a562ac8489c240cc6704401a81d10b948c1d7abf5370f1e8a58a0e,stage_2_confidence_v3_structured_compat
mmlu_pro:test:3788,openai_gpt56_sol,gpt-5.6-sol,D,0.98,False,6e4aec945b5b429dafde93149a58323e5ed52dcc1c984316d56a0d62c31ca947,confidence:0dda71d96b7b397ba087fac2ed7dddfafe929c16f9572a11246e2380a377365e,stage_2_confidence_v3_structured_compat
