question_id,model_alias,model_endpoint,frozen_answer,stage1_correct,q1,q2,q2_minus_q1,hidden_verify_fraction,hidden_verify_count,n_hidden_cells,parse_status,raw_response,returned_model_id,input_tokens,output_tokens,estimated_cost_usd,prompt_hash,request_key,endpoint,inference_settings,timestamp
mmlu_pro:test:2834,openai_gpt56_sol,gpt-5.6-sol,G,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,229,17,0.001256,ef2a5672e1b72ce9947c51c88f92178812c673259052a8dc258949953a3f462d,confidence:c97bed70165a63a0aef528622fad8982c5ebeab811bd00f826d2c0bbd52f568c,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:57:52.522110+00:00
mmlu_pro:test:2834,anthropic_sonnet5,claude-sonnet-5,H,False,0.75,0.1,-0.65,1.0,8,8,success,"{""probability_correct"":0.1}",claude-sonnet-5,466,13,0.001062,8dfbcd48f82f4a9471af3ae1fa10c12d6ff130691d2e3158f66dba0a5bf1208b,confidence:38da764694595e14429785850ce00b6a906663e393ce8e498ca79e9e535985c3,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:57:51.785621+00:00
mmlu_pro:test:2849,openai_gpt56_sol,gpt-5.6-sol,D,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,304,17,0.001556,bfaf218ff8b8fe8dc0556d1bbd7856bb1be44212f7cc9727350f0655208de8ef,confidence:2796995c93e3d6b82337dadee73890047495cc767d6bf8994999fa4027dc7825,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:57:52.139189+00:00
mmlu_pro:test:2849,anthropic_sonnet5,claude-sonnet-5,D,True,0.93,0.95,0.019999999999999907,0.0,0,8,success,"{""probability_correct"":0.95}",claude-sonnet-5,625,13,0.00138,bfaf218ff8b8fe8dc0556d1bbd7856bb1be44212f7cc9727350f0655208de8ef,confidence:de41eec4e036f98481c303a5d42ba16b1abc9a59dbec519f7e35543629c905b1,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:57:52.898296+00:00
mmlu_pro:test:2854,openai_gpt56_sol,gpt-5.6-sol,A,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,318,17,0.001612,3d2b58936d81433b9eb3e9abd9239acd8ce49c6cde641e6a2987f1203fe7ad6a,confidence:52e573e21d40580887fbea2a85866be12202afea67c2a4db6468ab269c6b15bd,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:58:00.562345+00:00
mmlu_pro:test:2854,anthropic_sonnet5,claude-sonnet-5,A,True,0.92,0.95,0.029999999999999916,0.0,0,8,success,"{""probability_correct"":0.95}",claude-sonnet-5,677,13,0.001484,3d2b58936d81433b9eb3e9abd9239acd8ce49c6cde641e6a2987f1203fe7ad6a,confidence:74a45db21aa90a3fb7c5535f930b6b5114806e5067b988455910a1b46877f8dc,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:57:53.503605+00:00
mmlu_pro:test:2858,openai_gpt56_sol,gpt-5.6-sol,H,True,0.96,0.95,-0.010000000000000009,0.0,0,8,success,"{""probability_correct"":0.95}",gpt-5.6-sol,181,17,0.001064,79ad4e93fd183ae2fa9bd74e73449c1a4acadfb2c4b85a1c1727717a025a5a3d,confidence:d0b6d6c9db9a94310ea5eb2440065f572d6cab9fa69667ac10ccafe6322a548d,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:57:53.634968+00:00
mmlu_pro:test:2858,anthropic_sonnet5,claude-sonnet-5,H,True,0.65,0.6,-0.050000000000000044,0.0,0,8,success,"{""probability_correct"":0.6}",claude-sonnet-5,447,13,0.001024,79ad4e93fd183ae2fa9bd74e73449c1a4acadfb2c4b85a1c1727717a025a5a3d,confidence:d38ef0a48268d753a3957cfd5582b5b67cfd7baf8f12cad08b8e7da69a53f049,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:57:55.052690+00:00
mmlu_pro:test:2864,openai_gpt56_sol,gpt-5.6-sol,C,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,182,17,0.001068,236059346ed9157050a20f6d2eec7d2bb0c1515c03710bbc79c344e99080c7d5,confidence:b1fb3b0b3e39ef8945763bdd570353d239bd094c4d32437da7b8f1bce32b21b9,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:57:54.609336+00:00
mmlu_pro:test:2864,anthropic_sonnet5,claude-sonnet-5,C,True,0.97,0.97,0.0,0.0,0,8,success,"{""probability_correct"":0.97}",claude-sonnet-5,444,13,0.001018,236059346ed9157050a20f6d2eec7d2bb0c1515c03710bbc79c344e99080c7d5,confidence:dec933617eb4eb4713691ebed1e3aa63ea88ea469687d9528a231eb812abe0d5,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:57:54.819405+00:00
mmlu_pro:test:2885,openai_gpt56_sol,gpt-5.6-sol,C,False,0.99,0.99,0.0,0.625,5,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,382,17,0.001868,89cbd235cf0a4abbe39c6fcc92432d910ef36278a2bbdd7c83a095e07b65e146,confidence:e57e0b98fdee54eec578acd1ac11a9d0ca0a32d09cf20404f2ba6879b1df79d4,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:57:55.795732+00:00
mmlu_pro:test:2885,anthropic_sonnet5,claude-sonnet-5,H,True,0.6,0.6,0.0,1.0,8,8,success,"{""probability_correct"":0.6}",claude-sonnet-5,623,13,0.001376,cbfdd14a1f28d70ddaf5e16c11addcb5568c837b4255610eb0bc24beb2cc23c2,confidence:78b79c1aec3d8c1c02050b05dbf2cf5286be13b59a1067a1b92f4c741c7829e7,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:57:56.152921+00:00
mmlu_pro:test:2896,openai_gpt56_sol,gpt-5.6-sol,G,True,0.99,0.99,0.0,0.25,2,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,239,17,0.001296,2b92487ff34a45366ada8948a8f83f7b85ec17bb751b1a6133463bf3ee1f019c,confidence:88aaf05770c8eb728652d9ed1a98a6a18b8af0b7e35d1633b6c039a12832a7c7,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:57:56.324509+00:00
mmlu_pro:test:2896,anthropic_sonnet5,claude-sonnet-5,F,False,0.85,0.85,0.0,1.0,8,8,success,"{""probability_correct"":0.85}",claude-sonnet-5,474,13,0.001078,21bc42ad2cbccda54125bdeff6c0e8ee7499cdddb63b8bf361f49ec18f0bcb1b,confidence:33c9c418b1f16ae9b8b9f6611ad9d6b2ea907fbc96579fd7d201867c5a84b079,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:57:57.026201+00:00
mmlu_pro:test:2925,openai_gpt56_sol,gpt-5.6-sol,D,True,0.98,0.98,0.0,0.0,0,8,success,"{""probability_correct"":0.98}",gpt-5.6-sol,189,17,0.001096,2f77b6adfbefa029a8069e54f9bd42a438755286e54edd54983aa05f8d4d7c6c,confidence:15ff79b0b6f4bfa2153617f33d991e0666522f0d487d60bfd6d201cd3bd361a0,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:57:57.638909+00:00
mmlu_pro:test:2925,anthropic_sonnet5,claude-sonnet-5,D,True,0.85,0.85,0.0,0.0,0,8,success,"{""probability_correct"":0.85}",claude-sonnet-5,450,13,0.00103,2f77b6adfbefa029a8069e54f9bd42a438755286e54edd54983aa05f8d4d7c6c,confidence:c9bf66f53d5467a86174ea994327b73d116b3d712ed37fd57ee993535d6d919b,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:57:59.694763+00:00
mmlu_pro:test:2926,openai_gpt56_sol,gpt-5.6-sol,I,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,299,17,0.001536,b408ec029c8f200b2ee0a98e114e998c86c2669a0d7a215fb4ecc7183b7f952e,confidence:76b899887da1ac48475232920deb52543a4fafd34fae751a17d3150474f5ba02,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:57:58.078793+00:00
mmlu_pro:test:2926,anthropic_sonnet5,claude-sonnet-5,I,True,0.85,0.85,0.0,0.0,0,8,success,"{""probability_correct"":0.85}",claude-sonnet-5,620,13,0.00137,b408ec029c8f200b2ee0a98e114e998c86c2669a0d7a215fb4ecc7183b7f952e,confidence:8dda290087c2032913839693e37da80637e8f11cfacddc3543459c7ffc24b1e5,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:57:59.333819+00:00
mmlu_pro:test:2937,openai_gpt56_sol,gpt-5.6-sol,D,True,0.76,0.79,0.030000000000000027,0.25,2,8,success,"{""probability_correct"":0.79}",gpt-5.6-sol,191,17,0.001104,9885ce7026735519c1bd8c86ddc76d305baf27f69e1996925b8e728e11165e2a,confidence:2b3e2afac0118b22e1e349c554d8d6fd8f3ed3b27112857c542b714ac475b1ac,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:58:00.597547+00:00
mmlu_pro:test:2937,anthropic_sonnet5,claude-sonnet-5,D,True,0.62,0.55,-0.06999999999999995,0.25,2,8,success,"{""probability_correct"":0.55}",claude-sonnet-5,446,13,0.001022,9885ce7026735519c1bd8c86ddc76d305baf27f69e1996925b8e728e11165e2a,confidence:2f8ef5ac78c707e32de55f5d43fc55353cde243616f59e4f63712c4deb345688,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:58:00.570136+00:00
mmlu_pro:test:2939,openai_gpt56_sol,gpt-5.6-sol,B,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,265,17,0.0014,ac7baab6be5cd9f2126e1b4ba8754a10d671166e8931ffdcea9dfc1eba46c2fd,confidence:66a49ad138872a3aed07866b2cb00dfd0ed6e7add691bcc139972f972ca750c7,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:58:01.670113+00:00
mmlu_pro:test:2939,anthropic_sonnet5,claude-sonnet-5,B,True,0.72,0.6,-0.12,1.0,8,8,success,"{""probability_correct"":0.6}",claude-sonnet-5,584,13,0.001298,ac7baab6be5cd9f2126e1b4ba8754a10d671166e8931ffdcea9dfc1eba46c2fd,confidence:4a98b9f45290333685cc61e09ebf052c9cea7c8387812f699b06fa110bd211da,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:58:01.844926+00:00
mmlu_pro:test:2944,openai_gpt56_sol,gpt-5.6-sol,I,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,324,17,0.001636,ba6f71bb2418a376f1d946f94eb22625a210e4154e7437facda4825be5f53d2f,confidence:179522c72effa1b5dc85510f2a4c0f21e2968613d6209bfa7f57426579b03902,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:58:03.353457+00:00
mmlu_pro:test:2944,anthropic_sonnet5,claude-sonnet-5,I,True,0.95,0.95,0.0,0.0,0,8,success,"{""probability_correct"":0.95}",claude-sonnet-5,654,13,0.001438,ba6f71bb2418a376f1d946f94eb22625a210e4154e7437facda4825be5f53d2f,confidence:9ff87641853939d8048bb27edc9970f4c432df29208e3f84334a2e36846eb94e,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:58:02.076436+00:00
mmlu_pro:test:2957,openai_gpt56_sol,gpt-5.6-sol,D,True,0.99,0.99,0.0,1.0,8,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,685,17,0.00308,a5f08d204cb3e423ee45f6a025ae0c650d1d89035e3ddb710c1d33f223b090f9,confidence:3f80c4fd4f2d27f96d2bc9140f74503fdce75c53029942bfdc8d0df068c431f3,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:58:03.156354+00:00
mmlu_pro:test:2957,anthropic_sonnet5,claude-sonnet-5,D,True,0.6,0.6,0.0,1.0,8,8,success,"{""probability_correct"":0.6}",claude-sonnet-5,1259,13,0.002648,a5f08d204cb3e423ee45f6a025ae0c650d1d89035e3ddb710c1d33f223b090f9,confidence:ac4474f9572e44cbaa80d44151a8a7a72c071d6de80140aeec6e66d35f603645,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:58:03.434088+00:00
mmlu_pro:test:2988,openai_gpt56_sol,gpt-5.6-sol,C,True,0.99,0.98,-0.010000000000000009,0.0,0,8,success,"{""probability_correct"":0.98}",gpt-5.6-sol,198,17,0.001132,16aca8da33821f1a6c3750424a1dfd939f35cc8bfa219b97625176ce8eb5cc63,confidence:773b2488d74e001ac3daa255ce49f2c4dc08b862cf07b02631033ec509d98bdd,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:58:03.630532+00:00
mmlu_pro:test:2988,anthropic_sonnet5,claude-sonnet-5,C,True,0.92,0.9,-0.020000000000000018,0.0,0,8,success,"{""probability_correct"":0.9}",claude-sonnet-5,468,13,0.001066,16aca8da33821f1a6c3750424a1dfd939f35cc8bfa219b97625176ce8eb5cc63,confidence:b3578b49c58f79f6c8826cac049e89b41bf27e18a9a8470851698ab870293feb,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:58:04.707931+00:00
mmlu_pro:test:3020,openai_gpt56_sol,gpt-5.6-sol,H,True,0.999,0.999,0.0,0.0,0,8,success,"{""probability_correct"":0.999}",gpt-5.6-sol,202,17,0.001148,dea857f985c57746ebd32837c0b7f084f21cdaceed9c604e4fd9cea567621231,confidence:ee7cbfafe15a41e0b2ed71068448013d278a7663fbcc828fc1ad395c8e8a4941,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:58:05.512632+00:00
mmlu_pro:test:3020,anthropic_sonnet5,claude-sonnet-5,H,True,0.98,0.98,0.0,0.0,0,8,success,"{""probability_correct"":0.98}",claude-sonnet-5,434,13,0.000998,dea857f985c57746ebd32837c0b7f084f21cdaceed9c604e4fd9cea567621231,confidence:aa39dddfa929e97caffa4d35a5cc2d0c214a499a77ecc2f00150cf25da2645ca,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:58:05.168793+00:00
mmlu_pro:test:3033,openai_gpt56_sol,gpt-5.6-sol,H,True,0.96,0.98,0.020000000000000018,0.0,0,8,success,"{""probability_correct"":0.98}",gpt-5.6-sol,318,17,0.001612,cb85884eacebc6f366f8957f459d2489e179a8c7e19b1e5d5f884b73c801256a,confidence:1c4a8ded67037a888bc5b6df628f299d18527805997434238b6f840e14f35d41,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:58:04.650840+00:00
mmlu_pro:test:3033,anthropic_sonnet5,claude-sonnet-5,H,True,0.9,0.92,0.020000000000000018,0.0,0,8,success,"{""probability_correct"":0.92}",claude-sonnet-5,647,13,0.001424,cb85884eacebc6f366f8957f459d2489e179a8c7e19b1e5d5f884b73c801256a,confidence:c1b916e3b2f49e0d86cd1f3b53fdb857ad3560dd503b0e2af4c3fdf380f5e471,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:58:06.021917+00:00
mmlu_pro:test:3047,openai_gpt56_sol,gpt-5.6-sol,B,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,319,17,0.001616,edecc7eec545142ad89246fdab8a092625d656cec5469c3c79dda88415cb3b06,confidence:85dd5efe6867802aa16e9567479f694775bf601d09d1f520fdc4cfcd68512a11,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:58:05.919785+00:00
mmlu_pro:test:3047,anthropic_sonnet5,claude-sonnet-5,B,True,0.95,0.95,0.0,0.0,0,8,success,"{""probability_correct"":0.95}",claude-sonnet-5,628,13,0.001386,edecc7eec545142ad89246fdab8a092625d656cec5469c3c79dda88415cb3b06,confidence:bc8a27f88027d14c18908651299184c2baf2c88773193817e7de113c79b72d3b,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:58:06.462435+00:00
mmlu_pro:test:3078,openai_gpt56_sol,gpt-5.6-sol,G,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,298,17,0.001532,c44cf8bd3969572fd9a957664ad1346dcde90bfa546ca8dcc7554c62f47af06a,confidence:cbaad045d2e67067f2cc3d1aab0c73940fa3cc36e3e70b9cf80cee079bfda9ad,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:58:06.684617+00:00
mmlu_pro:test:3078,anthropic_sonnet5,claude-sonnet-5,G,True,0.95,0.95,0.0,0.0,0,8,success,"{""probability_correct"":0.95}",claude-sonnet-5,613,13,0.001356,c44cf8bd3969572fd9a957664ad1346dcde90bfa546ca8dcc7554c62f47af06a,confidence:d5375917b9440ea557a9fd57cbafa3e939355c6b7a39b17de60b28f8c52dbb73,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:58:07.264453+00:00
mmlu_pro:test:3111,openai_gpt56_sol,gpt-5.6-sol,D,True,0.99,0.98,-0.010000000000000009,0.125,1,8,success,"{""probability_correct"":0.98}",gpt-5.6-sol,196,17,0.001124,ed24397eb2eb91d3d489c3526dddef1d9503fb85399c6d24dec57af952e4faf2,confidence:97d580438594699a70fd21a6a7214f34bd177fb000c31f90304730934ea78463,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:58:07.039099+00:00
mmlu_pro:test:3111,anthropic_sonnet5,claude-sonnet-5,D,True,0.8,0.8,0.0,0.75,6,8,success,"{""probability_correct"":0.8}",claude-sonnet-5,453,13,0.001036,ed24397eb2eb91d3d489c3526dddef1d9503fb85399c6d24dec57af952e4faf2,confidence:d9f153f34bacab166b8495647d9651052bfd87dcda2ec56c92e09327f0f79abe,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:58:07.974261+00:00
mmlu_pro:test:3151,openai_gpt56_sol,gpt-5.6-sol,B,True,0.99,0.98,-0.010000000000000009,0.0,0,8,success,"{""probability_correct"":0.98}",gpt-5.6-sol,254,17,0.001356,319b5044fc14843c99f0d672859281c1ac362ec1cd89e75c9a7440e512b4aafb,confidence:f772952314c745d892b5b6c723e6d3a3fe9e4cf6dfd8b64b132aeaa6b63dcac2,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:58:07.765184+00:00
mmlu_pro:test:3151,anthropic_sonnet5,claude-sonnet-5,B,True,0.9,0.92,0.020000000000000018,0.0,0,8,success,"{""probability_correct"":0.92}",claude-sonnet-5,558,13,0.001246,319b5044fc14843c99f0d672859281c1ac362ec1cd89e75c9a7440e512b4aafb,confidence:f23a72599172ce282ecbb87ed4a4aea386ee2771e9357f4864249e1530bdaf89,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:58:08.245644+00:00
mmlu_pro:test:3156,openai_gpt56_sol,gpt-5.6-sol,G,True,0.99,0.99,0.0,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,335,17,0.00168,021d70dbbb519e9a0afa49b4920af55f44243fd87edd064afd13be30925b632d,confidence:77d44a5862d00823bff102ef2726fc11232837d1c37439133ac287ab6d30e861,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:58:08.362936+00:00
mmlu_pro:test:3156,anthropic_sonnet5,claude-sonnet-5,G,True,0.72,0.85,0.13,0.0,0,8,success,"{""probability_correct"":0.85}",claude-sonnet-5,714,13,0.001558,021d70dbbb519e9a0afa49b4920af55f44243fd87edd064afd13be30925b632d,confidence:bf66827ba55a9055b08eb011df1a89c3776f5e268cd3facf91f425918346080b,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:58:09.511057+00:00
mmlu_pro:test:3162,openai_gpt56_sol,gpt-5.6-sol,B,True,0.98,0.99,0.010000000000000009,0.0,0,8,success,"{""probability_correct"":0.99}",gpt-5.6-sol,362,17,0.001788,5c2794d8add25414c13b4285bb8144db7eac3f87f1b2fd733cda1fa318c0bfab,confidence:cfe88ddaf703b3ea1abe98e36736281027fbb4f7fe1c54915279ce416bd4246a,gpt-5.6-sol,"{""requested_model_id"": ""gpt-5.6-sol"", ""provider"": ""openai"", ""api_style"": ""responses"", ""max_output_tokens"": 64, ""reasoning_effort"": ""none"", ""thinking"": null}",2026-09-18T02:58:09.362600+00:00
mmlu_pro:test:3162,anthropic_sonnet5,claude-sonnet-5,B,True,0.9,0.9,0.0,0.0,0,8,success,"{""probability_correct"":0.9}",claude-sonnet-5,757,13,0.001644,5c2794d8add25414c13b4285bb8144db7eac3f87f1b2fd733cda1fa318c0bfab,confidence:f78243933980c534bf61bb04313185a774ff20db5c1959568c0c8b0116fac938,claude-sonnet-5,"{""requested_model_id"": ""claude-sonnet-5"", ""provider"": ""anthropic"", ""api_style"": ""messages"", ""max_output_tokens"": 64, ""reasoning_effort"": null, ""thinking"": {""type"": ""disabled""}}",2026-09-18T02:58:09.381112+00:00
