run_id,model_id,example_id,category,is_correct,error_cost,verification_cost,recommendation,probability_correct,calibrated_probability,calibration_partition,action,verify,unsafe_reliance,unnecessary_verification,realized_cost,oracle_action,oracle_cost,regret,raw_confidence_baseline_action,direct_vs_raw_confidence_disagreement,direct_vs_raw_confidence_direction,calibrated_confidence_baseline_action,direct_vs_calibrated_confidence_disagreement,direct_vs_calibrated_confidence_direction,confidence_baseline_action
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2849,biology,True,10.0,1.0,RELY,0.93,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2849,biology,True,20.0,1.0,RELY,0.93,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,RELY,False,agree,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2858,biology,True,2.0,1.0,RELY,0.96,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2858,biology,True,5.0,1.0,RELY,0.96,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2858,biology,True,10.0,1.0,RELY,0.96,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2858,biology,True,20.0,1.0,RELY,0.96,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2858,biology,True,2.0,1.0,RELY,0.65,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2858,biology,True,5.0,1.0,RELY,0.65,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,,,,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2858,biology,True,10.0,1.0,RELY,0.65,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,,,,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2858,biology,True,20.0,1.0,RELY,0.65,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,,,,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2864,biology,True,2.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2864,biology,True,5.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2864,biology,True,10.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2864,biology,True,20.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2864,biology,True,2.0,1.0,RELY,0.97,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2864,biology,True,5.0,1.0,RELY,0.97,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2864,biology,True,10.0,1.0,RELY,0.97,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2864,biology,True,20.0,1.0,RELY,0.97,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2939,biology,True,2.0,1.0,RELY,0.99,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2939,biology,True,5.0,1.0,RELY,0.99,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2939,biology,True,10.0,1.0,RELY,0.99,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2939,biology,True,20.0,1.0,RELY,0.99,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2939,biology,True,2.0,1.0,VERIFY,0.72,0.7777777777777778,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,RELY,True,more_cautious,RELY,True,more_cautious,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2939,biology,True,5.0,1.0,VERIFY,0.72,0.7777777777777778,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,VERIFY,False,agree,VERIFY,False,agree,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2939,biology,True,10.0,1.0,VERIFY,0.72,0.7777777777777778,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,VERIFY,False,agree,VERIFY,False,agree,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2939,biology,True,20.0,1.0,VERIFY,0.72,0.7777777777777778,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,VERIFY,False,agree,VERIFY,False,agree,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2944,biology,True,2.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2944,biology,True,5.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2944,biology,True,10.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2944,biology,True,20.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2944,biology,True,2.0,1.0,RELY,0.95,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2944,biology,True,5.0,1.0,RELY,0.95,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2944,biology,True,10.0,1.0,RELY,0.95,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2944,biology,True,20.0,1.0,RELY,0.95,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,RELY,False,agree,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2957,biology,True,2.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2957,biology,True,5.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2957,biology,True,10.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2957,biology,True,20.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2957,biology,True,2.0,1.0,VERIFY,0.6,0.5,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,RELY,True,more_cautious,RELY,True,more_cautious,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2957,biology,True,5.0,1.0,VERIFY,0.6,0.5,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,VERIFY,False,agree,VERIFY,False,agree,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2957,biology,True,10.0,1.0,VERIFY,0.6,0.5,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,VERIFY,False,agree,VERIFY,False,agree,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2957,biology,True,20.0,1.0,VERIFY,0.6,0.5,evaluation,VERIFY,True,False,True,1.0,RELY,0.0,1.0,VERIFY,False,agree,VERIFY,False,agree,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2988,biology,True,2.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2988,biology,True,5.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2988,biology,True,10.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:2988,biology,True,20.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2988,biology,True,2.0,1.0,RELY,0.92,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2988,biology,True,5.0,1.0,RELY,0.92,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2988,biology,True,10.0,1.0,RELY,0.92,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:2988,biology,True,20.0,1.0,RELY,0.92,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,RELY,False,agree,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3047,biology,True,2.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3047,biology,True,5.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3047,biology,True,10.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3047,biology,True,20.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3047,biology,True,2.0,1.0,RELY,0.95,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3047,biology,True,5.0,1.0,RELY,0.95,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3047,biology,True,10.0,1.0,RELY,0.95,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3047,biology,True,20.0,1.0,RELY,0.95,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,RELY,False,agree,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3111,biology,True,2.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3111,biology,True,5.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3111,biology,True,10.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3111,biology,True,20.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3111,biology,True,2.0,1.0,RELY,0.8,0.9285714285714286,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3111,biology,True,5.0,1.0,RELY,0.8,0.9285714285714286,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3111,biology,True,10.0,1.0,RELY,0.8,0.9285714285714286,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,RELY,False,agree,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3111,biology,True,20.0,1.0,RELY,0.8,0.9285714285714286,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,VERIFY,True,more_trusting,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3151,biology,True,2.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3151,biology,True,5.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3151,biology,True,10.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3151,biology,True,20.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3151,biology,True,2.0,1.0,RELY,0.9,0.9285714285714286,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3151,biology,True,5.0,1.0,RELY,0.9,0.9285714285714286,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3151,biology,True,10.0,1.0,RELY,0.9,0.9285714285714286,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3151,biology,True,20.0,1.0,RELY,0.9,0.9285714285714286,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,VERIFY,True,more_trusting,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3215,biology,True,2.0,1.0,RELY,0.99,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3215,biology,True,5.0,1.0,RELY,0.99,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3215,biology,True,10.0,1.0,RELY,0.99,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3215,biology,True,20.0,1.0,RELY,0.99,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3215,biology,True,2.0,1.0,RELY,0.92,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3215,biology,True,5.0,1.0,RELY,0.92,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3215,biology,True,10.0,1.0,RELY,0.92,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3215,biology,True,20.0,1.0,RELY,0.92,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,RELY,False,agree,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3223,biology,True,2.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3223,biology,True,5.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3223,biology,True,10.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3223,biology,True,20.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3223,biology,True,2.0,1.0,RELY,0.95,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3223,biology,True,5.0,1.0,RELY,0.95,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3223,biology,True,10.0,1.0,RELY,0.95,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3223,biology,True,20.0,1.0,RELY,0.95,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,RELY,False,agree,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3225,biology,True,2.0,1.0,RELY,0.99,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3225,biology,True,5.0,1.0,RELY,0.99,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3225,biology,True,10.0,1.0,RELY,0.99,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3225,biology,True,20.0,1.0,RELY,0.99,,calibration,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,,,,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3225,biology,True,2.0,1.0,RELY,0.75,0.9285714285714286,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3225,biology,True,5.0,1.0,RELY,0.75,0.9285714285714286,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,RELY,False,agree,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3225,biology,True,10.0,1.0,RELY,0.75,0.9285714285714286,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,RELY,False,agree,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3225,biology,True,20.0,1.0,RELY,0.75,0.9285714285714286,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,VERIFY,True,more_trusting,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3414,biology,True,2.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3414,biology,True,5.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3414,biology,True,10.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3414,biology,True,20.0,1.0,RELY,0.99,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3414,biology,True,2.0,1.0,RELY,0.92,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3414,biology,True,5.0,1.0,RELY,0.92,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3414,biology,True,10.0,1.0,RELY,0.92,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3414,biology,True,20.0,1.0,RELY,0.92,1.0,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,RELY,False,agree,VERIFY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3437,biology,True,2.0,1.0,RELY,0.97,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3437,biology,True,5.0,1.0,RELY,0.97,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3437,biology,True,10.0,1.0,RELY,0.97,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,openai_gpt56_sol,mmlu_pro:test:3437,biology,True,20.0,1.0,RELY,0.97,0.8918918918918919,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,VERIFY,True,more_trusting,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3437,biology,True,2.0,1.0,RELY,0.72,0.7777777777777778,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,RELY,False,agree,RELY,False,agree,RELY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3437,biology,True,5.0,1.0,RELY,0.72,0.7777777777777778,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,VERIFY,True,more_trusting,VERIFY
mmlu-pro-pilot-v1,anthropic_sonnet5,mmlu_pro:test:3437,biology,True,10.0,1.0,RELY,0.72,0.7777777777777778,evaluation,RELY,False,False,False,0.0,RELY,0.0,0.0,VERIFY,True,more_trusting,VERIFY,True,more_trusting,VERIFY
