question_id,model_alias,model_endpoint,family,score_condition,displayed_confidence,displayed_token,frozen_answer,stage1_correct,parsed_action,verify,raw_response,input_tokens,output_tokens,estimated_cost_usd,prompt_hash,request_key
mmlu_pro:test:774,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,C,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",711,18,0.001602,b84c5424f2e3befc53908fcdea6fe901e983f191e1ba4c5311311928dbe8e5a6,verification:8182643f1b1a06944b4832685e371a34e1853fda8c0c4c850427e43eac96f11a
mmlu_pro:test:774,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,C,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",711,18,0.001602,b5bd3a54321d702d168029e9193cf1771e477a875af2b0269fbb3d58f241ed56,verification:bcbac725d363764c18ee06ef27ca53eec0875b053e069fb19982810605b94afc
mmlu_pro:test:774,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,C,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",711,26,0.001682,168d42b61ded1f6c0781887943db5f73d7128a784171e9ae1195d1339aee3413,verification:c8197dc72fbbdedfe47ad7c576fa93cd88076a8f70322bf2ad85602acc56af2f
mmlu_pro:test:774,anthropic_sonnet5,claude-sonnet-5,stronger,hidden,,,C,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",688,18,0.001556,fddf93d7646c15dc39566f4ffc2f6b83ff03b987ee73f05167a243ad89d39cc3,verification:3569feb74a226d4a8d1c5385443f36852414a8a26271fd65f23423d7ee0db76e
mmlu_pro:test:774,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.70,0.7,0.7,C,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",716,18,0.001612,4de36c6c25382e200b3381662a370143ff972920df11ef449016cd20b8ac904a,verification:17d734e1a8b092ed0cc4bcfe93af68efecdf64f7fb1546060eb6abb8b5280b87
mmlu_pro:test:774,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.90,0.9,0.9,C,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",716,18,0.001612,c1ba13b69ce3b952461b4f3386f4ab270c7d70dbfb202453fa0d4181b009ebe1,verification:333b7f724eec1c5163c0f59ead51b8ccbf6d87ddc1fd6708a10e7abc7eb105e4
mmlu_pro:test:774,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.99,0.99,0.99,C,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",716,18,0.001612,58715b832bd7674cb0963043eeb6dd68d4024c8dc2b80dccb8bcc0cd285a93b9,verification:eb2e7538812c8f86cba31c297d44ea9239e68cf2e444036e6d7a0d4d547a284f
mmlu_pro:test:4568,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",302,14,0.001488,893662ac458a814c6e7c6fb2597f203089201826ca1bfb006d0db027c5a54fa9,verification:42946202c77583f8c91470923a616e79f7f832f263c749a25d1a051fde667da2
mmlu_pro:test:4568,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",319,14,0.001556,53bbc8187c69dc54154f59c414f81df99d57f8e0e88abc8057aad36534201c17,verification:a004791728e0a10a941529c8ced4681a40dd6ef90b30b969d7e8000532d94a89
mmlu_pro:test:4568,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",319,16,0.001596,bf9f6c0b8f769fd76bb524d2154003c4aa88171ab50d951b4d8f0e07f399252f,verification:b6c1fa35cfdacea376b40af78092016056999dad9cef9011b2c35cc1249205d1
mmlu_pro:test:4568,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",319,16,0.001596,208037de86dfeacbde8d97c8c3631b1e35a9f860772d25017a5b602ec4193ce0,verification:f95d051648b0d9097d5259a5994969c99cd3e07882074396a160805826a655f3
mmlu_pro:test:4568,openai_gpt56_sol,gpt-5.6-sol,stronger,hidden,,,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",303,14,0.001492,a03bbbec9ff53b9645ba0d84fa135cfc47e7ac4d63317c9b00667efbd101f8fa,verification:6726336c171a0d107d35b52b86486d7c989e051a7f21de45099a62779cfdc75e
mmlu_pro:test:4568,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.70,0.7,0.7,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",320,14,0.00156,37e10aa67ac2898020f71812b9d4a3cbb1ca1a6d8ec403abd250df9a17700619,verification:62877d26c59234d9e4f211f12722f00cc61988f0640fbf89fdd4fb364f1418bb
mmlu_pro:test:4568,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.90,0.9,0.9,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",320,14,0.00156,fde5c0720f949ac99c61ab8e17eaf2fb6587c0131872037e7e661168428af101,verification:6f2e6a58ea804f9160695a7e6e9d72e1a13eb8de76e4871e5b849715db38e968
mmlu_pro:test:4568,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.99,0.99,0.99,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",320,14,0.00156,f2830a9a02829188227e9d93c27847f085f215e96365fd6286f114fb400bc398,verification:5a7ead599c8559bcb30a70db1bac0101aae185e127928ee48bf3bddb8c209233
mmlu_pro:test:4568,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",656,18,0.001492,893662ac458a814c6e7c6fb2597f203089201826ca1bfb006d0db027c5a54fa9,verification:977c76a73fd64d14904d1daa72c3a22e8ff1dd24775ee4d30d50c5b7e27e5760
mmlu_pro:test:4568,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",684,18,0.001548,53bbc8187c69dc54154f59c414f81df99d57f8e0e88abc8057aad36534201c17,verification:264488f3164be8b20dfd9175719da089cde578ed35ac165eb85fde9440675ae6
mmlu_pro:test:4568,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",684,18,0.001548,bf9f6c0b8f769fd76bb524d2154003c4aa88171ab50d951b4d8f0e07f399252f,verification:c3ab01dedfd6c5c13f0ae0a86c8894a65c439da0fd421d720c041d175d65bee9
mmlu_pro:test:4568,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",684,18,0.001548,208037de86dfeacbde8d97c8c3631b1e35a9f860772d25017a5b602ec4193ce0,verification:0a31467e0c8030b0d7ebbdadd334707ba5a6274eca8d8839d770298321037358
mmlu_pro:test:4568,anthropic_sonnet5,claude-sonnet-5,stronger,hidden,,,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",661,18,0.001502,a03bbbec9ff53b9645ba0d84fa135cfc47e7ac4d63317c9b00667efbd101f8fa,verification:8649c6d24e1d81b19f89ec394a8a9ed4c399784d578f60c68207968e5393eda9
mmlu_pro:test:4568,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.70,0.7,0.7,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",689,18,0.001558,37e10aa67ac2898020f71812b9d4a3cbb1ca1a6d8ec403abd250df9a17700619,verification:7f82ff503f2f413eb81ba2e644463871732f2cf6389cd2a106d15b4c5599db5f
mmlu_pro:test:4568,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.90,0.9,0.9,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",689,18,0.001558,fde5c0720f949ac99c61ab8e17eaf2fb6587c0131872037e7e661168428af101,verification:45ae22ba1fea0b13721855ae85f0641f29b54165bdab420d5be3b80c078c0dbf
mmlu_pro:test:4568,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.99,0.99,0.99,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",689,18,0.001558,f2830a9a02829188227e9d93c27847f085f215e96365fd6286f114fb400bc398,verification:833b3ba61a622559695f3522b1eb4cfbc561cf45c275557ea9c96fb476d2110b
mmlu_pro:test:9646,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,A,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",323,14,0.001572,63d0f46144b1fbd39b29f01f00d4fb9f1400feade627529e4fcb332a1a12137f,verification:0ca400ce0ba4a336605ea1a0179ffbba77529dd7b7b73b76132c712dece72de3
mmlu_pro:test:9646,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,A,False,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",340,16,0.00168,2e937fde65640a9bbe38b5b56fba1ecda8dbf5dc8f64edcbc829c1cd02d98fe4,verification:03bece1e924985dceeef44ff1134509ff0060d8ff5f150d88bf8d5b448ffd1dd
mmlu_pro:test:9646,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,A,False,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",340,16,0.00168,d34ec8c5152bbad1de9767b9f52ed501b8a7b70a7c234bc871aced8d4797e976,verification:f806ce9be4e168a6323c7029f21725254e383431e2e265289d7b26bf5bff79ee
mmlu_pro:test:9646,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,A,False,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",340,16,0.00168,e25e03a3d716959b464d8a38e80acfaf235d5d8c8a06cdca49b1eef33a6625ab,verification:3c6aa58987186a6fab13ec1f560378bb8aeb43cfbe9e900838f5ff188c5a5184
mmlu_pro:test:9646,openai_gpt56_sol,gpt-5.6-sol,stronger,hidden,,,A,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",324,14,0.001576,ed4c0e433ec5b5397eee99458a78cabf6d23b7a00c66b7557143143d51a1af08,verification:d5bec4a3630df04734f781eba6b8d22c5a9142aabb491903a4e26e2b85adb2c9
mmlu_pro:test:9646,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.70,0.7,0.7,A,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",341,14,0.001644,af2c0b6889e130ea35801621af7ec22bdee42e3f56c34b9193b50cb53b22fdcf,verification:58c5a685accd428c3299d34bedbd1ba2b129a3f2a5bac4a412e0dd07678bc702
mmlu_pro:test:9646,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.90,0.9,0.9,A,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",341,14,0.001644,fcb152eb3e1580fac630890fa2b27f87831456f403ed985378f9653af35e05e1,verification:ae1e789dc0d94681c034006830763fe9b46730c66e318c333d3cc0c8a3893d15
mmlu_pro:test:9646,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.99,0.99,0.99,A,False,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",341,16,0.001684,9466425e244637a6c81d5480cdb42ef29f860b7ac8b7511316392ef8c864bc3c,verification:6050b77ee3c8fd77c23fd9dff65b77ef430c034b2e89fb0c9645c63cb9a0d33b
mmlu_pro:test:9646,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,J,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",701,18,0.001582,f0ea7e780ef57310fb591798c2fe93127b64f100f8725c102d2415367b079e8b,verification:9fbbe48f136bd75df243fc3c46f797446216a17ac0f6ee20aafcaea98a865c36
mmlu_pro:test:9646,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,J,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",729,18,0.001638,b4f8a2202d1fb46dc8801add3c169efa0561d61d64fd5a85f56dc5fcd00252c9,verification:74f03394bcfff749603408acad9b696dd72874b925570cc916b2017a9645aaf0
mmlu_pro:test:9646,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,J,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",729,18,0.001638,00981d8d8b4b6c3f808722527320d6762f3e3c0f8aa768478372446be39c7ea9,verification:2c07128364f06fe6160760070d70c737a5efc8084aedfce3fe812b98d0aa9b3a
mmlu_pro:test:9646,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,J,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",729,18,0.001638,2c073e10cc36155a226e86d890f7650a348730adf58547341468ae521ebecd17,verification:fd0dc5d704cf646bcc70283d91b67dbcb324fe83858629ac7e5fbb8a2d3a51fd
mmlu_pro:test:9646,anthropic_sonnet5,claude-sonnet-5,stronger,hidden,,,J,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",706,18,0.001592,d24abf8c3fa560f9b5158b874b460b1c6d0cbab7e960bac6828d6895f9693a72,verification:4e978a6f4294825b0aa5459918d4528f3b1b4699528cbbaaa77387e64ab97a41
mmlu_pro:test:9646,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.70,0.7,0.7,J,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",734,18,0.001648,77eb74d8817fd9140118954ddb02b4dcb528c12ce2b34218a0ea44ac87a13bad,verification:3a9c5cbd7e03ad44379c2bf3105827beb6b984eb863e449f27a127e8dfe7f768
mmlu_pro:test:9646,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.90,0.9,0.9,J,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",734,18,0.001648,c04a15c41aaab3d71ddb87e9c77a811ec3583b5e7f926a4a54fbb8963c46b6e4,verification:c1205ab24d6be7b902121db093435b332be94b51633372c33e9ded6a72285307
mmlu_pro:test:9646,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.99,0.99,0.99,J,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",734,18,0.001648,a2e8dbe8b351c02c4f3839a30a37f8f9e346bbf303d38c70ea01ab156dd30cb7,verification:e07b98b16638f737ff3c868eef631664c3545caa9113b413b58f98bccd1bdd5b
mmlu_pro:test:11802,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,F,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",492,14,0.002248,195e54bc63b94434e92565be168bdb2d19aefccfc87c36c32d0bae9842732f1a,verification:06dc0d6454c8209dea91858b64e9412788aaa43700b0c449968049ae3e355715
mmlu_pro:test:11802,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,F,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",509,14,0.002316,51eb75f05d5abf08454423a3925f13f27f8efc2b006931186214a16097db5d80,verification:43cb1ab25e2cebcf3debf364a6a28fc40a658af9db429dd9553b3d5094fddf08
mmlu_pro:test:11802,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,F,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",509,14,0.002316,2dcb518e3ce7d2e80fad64029d0a960d1034be2522ec758677258476e867b188,verification:a709d762937124c1d706a2b9edaf3193b73d4d8a5ebd35399921fea01f0bc301
mmlu_pro:test:11802,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,F,False,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",509,16,0.002356,cb5bdb0f1be5f09589fbeffa92d61cde41507e3789d111000d2237ee8739e6a0,verification:e981125b64a22e338d51cb1d4d001ad54960153c025208f5050167cf4b1dd306
mmlu_pro:test:11802,openai_gpt56_sol,gpt-5.6-sol,stronger,hidden,,,F,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",493,14,0.002252,022d31dc6722c364f7e8d7751476aed001f06d6b9c899ee37db5c6c0c1238e8f,verification:6ed7133daa9ae1a14b6c968a473ae280b309fe60d6e9f42313370203523a52ad
mmlu_pro:test:11802,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.70,0.7,0.7,F,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",510,14,0.00232,9d21192cc4708228133a5647cdabf52453908823ecbfba28f1f9cfce48ebcec7,verification:5ace867d7d4e74270ef8111869c7859614ad83722edd6e9e29c8eb5d7d507d1e
mmlu_pro:test:11802,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.90,0.9,0.9,F,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",510,14,0.00232,3bc12593ef106141197154f3c7c6a3ac2b4c8a6c90954f7985726b4613ad26f4,verification:baf7e6673f689928d0cd01fc808ff1dd1861b2254d5998dccbe7a1c2c9b5e1d8
mmlu_pro:test:11802,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.99,0.99,0.99,F,False,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",510,16,0.00236,c0604d3486f69b488fb993c10e2f793d03f1d011ec03b75a08142c2871ea871d,verification:8b55cf9fee2d11427edce53f2bd502d22fc6c747bb9f17bb88b9198ceb2a2029
mmlu_pro:test:11802,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,D,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",955,18,0.00209,e6d2565aa16612d5df1178f232546023b58689b180355103920967ba67f1cb96,verification:ebc90165a7f2982eeb65ebafb03906e14d0221c6662ef37f978d6e93e915b2e2
mmlu_pro:test:11802,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,D,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",983,18,0.002146,541cfe17277deea9c28dbd0cc67aedf8443fcc715e09f66753ccb391cedc5069,verification:520084165d48729d94f0b24cb4f70f23b444be87e24befb0f4468294f0c62816
mmlu_pro:test:11802,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,D,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",983,18,0.002146,ee900cb22d8c97abeba812dcc2fd38c527a68db8d323e1e427304193403de901,verification:ba1e72cf5d8e28c7258712cb0f743be25a90d82aa79f89608dead140b4f40d8c
mmlu_pro:test:11802,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,D,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",983,20,0.002166,a16bb826cb8b92765efd84897c4a756151cfb1f939e295f96d9e1d3bfc14c487,verification:6db64f13d8f5e00a7505ed2c32c3693a668ee1c3c1a8f39ea080b34aa029b83f
mmlu_pro:test:11802,anthropic_sonnet5,claude-sonnet-5,stronger,hidden,,,D,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",960,18,0.0021,16d9c69591dec9fff56a44ae3f36b5b7e26a3f43797a1dbb82e79e5830765f2f,verification:3067074bbff8c38beedc2364a2ac12ff550498afc3d91e35c11f28067962d4bc
mmlu_pro:test:11802,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.70,0.7,0.7,D,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",988,18,0.002156,86e5d45d6f9eccdf49106e49f87c74ac09a3e95b5ae3aad1c44df8a6a712c6fd,verification:90ca7ad4e948016f023e96627b9f07daa587605688572ae03683b45e17893678
mmlu_pro:test:11802,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.90,0.9,0.9,D,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",988,18,0.002156,8f7672b045de19355c10944f68b32080839345d6789ba4db2b2095ab68aa77f3,verification:b2e155a19256944c039fff54fffd445fc551952476d9681b0989e8d0c5404d5f
mmlu_pro:test:11802,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.99,0.99,0.99,D,False,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",988,18,0.002156,d0e3e821409ee72f27f87e35ac0256db0d953f7ff746e5815ae13e161ba6e517,verification:6b72cf09952be75bac13119d644bd17901e9abb33751548d158bdde257c7180b
mmlu_pro:test:10497,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",344,16,0.001696,e430a282a1442ccc2faf2aa1ce514de6e72bae83244d710db1a17fdcd7866e0d,verification:f92be3db40029d335eaa8a23c6d188aae1bc2eae9a587e70c4168a0a78ad7f77
mmlu_pro:test:10497,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",361,14,0.001724,b66b4fc5cb85cd0c229b9d7d139339d1fcc56682fd9be8942a11dbb3e9e2f31c,verification:67d5ba61c18790b84391732e378f0f972ca28a326a05066c245426c9070a69ec
mmlu_pro:test:10497,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",361,16,0.001764,90738267452d472ddcb679dd2245d7777656b885a316b854c433ce190bf9b567,verification:83beb73f5999069a76be0fec9256ec7c0efb1f89bfdf5d0401a2558877f8e919
mmlu_pro:test:10497,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",361,16,0.001764,b1333143d3af2c3cc5534c33a3ce4c0fc4e2f9361ce888e400815f4103b8bb6d,verification:4d3be80e2c118abc74cbc18dc74db03d83fc8a06dd9331e2f89e8e677154ecf3
mmlu_pro:test:10497,openai_gpt56_sol,gpt-5.6-sol,stronger,hidden,,,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",345,14,0.00166,282094c01c9c39978b8f359780fb890e872e6efe17adca216326d5b5913bd6f8,verification:7daebe068c37591994d5804bcd74aa81e4935c6464b24a8df37e0a11292694eb
mmlu_pro:test:10497,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.70,0.7,0.7,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",362,14,0.001728,e09d24383c34754365bcfe8fdc749f6957a40f67172d6ba741968b790f24ee4d,verification:fc595af40bb6ef6af0f0b2bf48ab987e1f8478e002d0b68ce5e9a05e642f7407
mmlu_pro:test:10497,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.90,0.9,0.9,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",362,16,0.001768,470be3bbe21d346396d32527dafdd9c646c067c7ce0733e9b2419c283cfa3454,verification:f5c59114e94b4d4e782f4ada2f18551ac7e927a7db800d2dc226edab8f8612bb
mmlu_pro:test:10497,openai_gpt56_sol,gpt-5.6-sol,stronger,displayed_0.99,0.99,0.99,C,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",362,16,0.001768,8e56ce45e2a05707b0695bbca3b88614123f08acd8a5958e8d8055c24b4b4c87,verification:009f39601e7fcf0c75bf7a66cff0571f0937e6b5bd0b45c9e179bc404e7cb97a
mmlu_pro:test:10497,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",718,20,0.001636,e430a282a1442ccc2faf2aa1ce514de6e72bae83244d710db1a17fdcd7866e0d,verification:b605c5c701e0e61c91aa0f02e1a710d4b801a5ddeeeb246cf479b7b8d43ee59e
mmlu_pro:test:10497,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",746,18,0.001672,b66b4fc5cb85cd0c229b9d7d139339d1fcc56682fd9be8942a11dbb3e9e2f31c,verification:f908edc62eabf84d759431c96442782870d7279edb32c3f5dc09b6438a724794
mmlu_pro:test:10497,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",746,20,0.001692,90738267452d472ddcb679dd2245d7777656b885a316b854c433ce190bf9b567,verification:30df23d273235f815d48ca7720112b058ac317d0884ef069752bfd24c9f5d37c
mmlu_pro:test:10497,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",746,20,0.001692,b1333143d3af2c3cc5534c33a3ce4c0fc4e2f9361ce888e400815f4103b8bb6d,verification:9dd23bce9501fa5acc9cae3c60f538e5617e296b26ea1b53c67685061e062797
mmlu_pro:test:10497,anthropic_sonnet5,claude-sonnet-5,stronger,hidden,,,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",723,20,0.001646,282094c01c9c39978b8f359780fb890e872e6efe17adca216326d5b5913bd6f8,verification:72e6e071e33e39e5e41f600243b62d8f9964f1051fc88f4cb72766abb390bb94
mmlu_pro:test:10497,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.70,0.7,0.7,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",751,23,0.001732,e09d24383c34754365bcfe8fdc749f6957a40f67172d6ba741968b790f24ee4d,verification:c1401b9412c30ed83e36217204bcc565544bc60b745c8061ce2918425967398d
mmlu_pro:test:10497,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.90,0.9,0.9,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",751,20,0.001702,470be3bbe21d346396d32527dafdd9c646c067c7ce0733e9b2419c283cfa3454,verification:cc1456aa2f8bc7f4a1b595b0b39425384fa2e26c02aa99754073af5758f6d81d
mmlu_pro:test:10497,anthropic_sonnet5,claude-sonnet-5,stronger,displayed_0.99,0.99,0.99,C,True,VERIFY_FIRST,1,"{""action"":""VERIFY_FIRST""}",751,18,0.001682,8e56ce45e2a05707b0695bbca3b88614123f08acd8a5958e8d8055c24b4b4c87,verification:d4aec6e4d32180508e72f76ccf64fa1afad438582761dccc7d11575dbedd5c11
mmlu_pro:test:2776,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,B,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",259,16,0.001356,060f779cd4714dd163de3e0164cd70bae1f45b2f8326c3964eb3643784b901d9,verification:b53bef4a6a932fa8f60bad2005fe13c7527aa1297eff89e0df5a94643ecc0f12
mmlu_pro:test:2776,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,B,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",276,16,0.001424,3c849c55d419498a86cc0c92c23cb5ca720326cbbf1e7a9879ea6df3a7802f13,verification:e032c0aa3acceb8611a1319a56b9a00e843edca942f6111d88a8dbb78f9d11d9
mmlu_pro:test:2776,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,B,True,USE_UNVERIFIED,0,"{""action"":""USE_UNVERIFIED""}",276,16,0.001424,bd47e00a250849818cda1afaf17a4b819f467173b6dda00c5981ee1da51823e9,verification:54838c507fb4a52bb26d5266892184a5720af6c3fd724f17715f0651d2600c9e
