source,question_id,model_alias,model_endpoint,family,score_condition,displayed_confidence,request_key,prompt_hash,prompt_version
lane_b,mmlu_pro:test:4568,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.90,0.9,verification:e0e77e4d1ce83325c27c80f88fc749fc00cd3f9d7e5be1a48f0e04467ec6cdaf,fde5c0720f949ac99c61ab8e17eaf2fb6587c0131872037e7e661168428af101,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4568,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.99,0.99,verification:daec02eb3d31050488dfb117861de219dfb60559cd0a8276716aae225630ca1c,f2830a9a02829188227e9d93c27847f085f215e96365fd6286f114fb400bc398,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4568,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,hidden,,verification:eab616a472e1b09e5cdfe436ce8036e73cad8f3595e0f881608941565948b7bc,893662ac458a814c6e7c6fb2597f203089201826ca1bfb006d0db027c5a54fa9,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4568,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.70,0.7,verification:c705e83407e6607417c3bdac82522b63a6b707b79678018c3af0dfbb54467f4d,53bbc8187c69dc54154f59c414f81df99d57f8e0e88abc8057aad36534201c17,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4568,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.90,0.9,verification:40e26768421288b15125d15758f6566ed91c7543bae259093f42eda6f248b307,bf9f6c0b8f769fd76bb524d2154003c4aa88171ab50d951b4d8f0e07f399252f,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4568,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.99,0.99,verification:cdea272b81a3b02315795fa4dcdea9f210d69859ec33c7580b79bbcdbc3800b3,208037de86dfeacbde8d97c8c3631b1e35a9f860772d25017a5b602ec4193ce0,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4568,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,hidden,,verification:0aa574d080e8dc06f08e82d83b80bb6a948348ef2bd33c3c7408173cde29e95b,a03bbbec9ff53b9645ba0d84fa135cfc47e7ac4d63317c9b00667efbd101f8fa,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4568,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.70,0.7,verification:310f7b9d6f5edd7ac2df5d27344e42d966feec57dacf4a51dc80f65f4dffa951,37e10aa67ac2898020f71812b9d4a3cbb1ca1a6d8ec403abd250df9a17700619,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4568,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.90,0.9,verification:f3abcb4bef5727c9e3ac4210de3fed54dcef8cca618e7577ae7cae83102f0034,fde5c0720f949ac99c61ab8e17eaf2fb6587c0131872037e7e661168428af101,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:4568,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.99,0.99,verification:e3cf9514ea6b240c5b8ba49c757ac98ad10117b120ec24b7487655342732e1a2,f2830a9a02829188227e9d93c27847f085f215e96365fd6286f114fb400bc398,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:9646,google_gemini38_flash,gemini-3.8-flash,moderate,hidden,,verification:f0a0b903f634bc8c4138852fefd1fa0c4bde7f362256ac2f2b6d07715899f942,63d0f46144b1fbd39b29f01f00d4fb9f1400feade627529e4fcb332a1a12137f,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:9646,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.70,0.7,verification:a8fe8a6366a795171489c4ebb371a0106d6b65017d8233ecf1a2f439e8f36abe,2e937fde65640a9bbe38b5b56fba1ecda8dbf5dc8f64edcbc829c1cd02d98fe4,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:9646,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.90,0.9,verification:e1346e9ee851206df1e244cdf03d9f6befded9f295ffeb34ae0dbd322304d93e,d34ec8c5152bbad1de9767b9f52ed501b8a7b70a7c234bc871aced8d4797e976,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:9646,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.99,0.99,verification:8d9e5bec10cd91d16e71981e3dc769f1bded7c531a9161f6a31e57cb39789a2b,e25e03a3d716959b464d8a38e80acfaf235d5d8c8a06cdca49b1eef33a6625ab,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:9646,google_gemini38_flash,gemini-3.8-flash,stronger,hidden,,verification:aa1876d93adfdd17dc7366933d1b898e1273f9931a61c2f9841e20eebb270a1f,ed4c0e433ec5b5397eee99458a78cabf6d23b7a00c66b7557143143d51a1af08,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:9646,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.70,0.7,verification:6abc0cd2b5451e1baf7a9b416880b35718f9cf777f0921c4db828c1c556b97c6,af2c0b6889e130ea35801621af7ec22bdee42e3f56c34b9193b50cb53b22fdcf,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:9646,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.90,0.9,verification:bb9c62ac6f7ddffb8bfd5e1aef8d6f91ba612c7e7b8b185fea269ea8608306f5,fcb152eb3e1580fac630890fa2b27f87831456f403ed985378f9653af35e05e1,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:9646,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.99,0.99,verification:8387d5f28cd0837e07e18d8e42fca14207df699b78d14a5fcbd07aab659a84cf,9466425e244637a6c81d5480cdb42ef29f860b7ac8b7511316392ef8c864bc3c,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:9646,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,hidden,,verification:cb79be074c885a131042e26f8a53d15e08020cc16251bc84baa608582234ca48,f0ea7e780ef57310fb591798c2fe93127b64f100f8725c102d2415367b079e8b,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:9646,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.70,0.7,verification:873749e047968e4fec232e9dd8b8754853c964f4b154de10154f27d1bbfbbfbb,b4f8a2202d1fb46dc8801add3c169efa0561d61d64fd5a85f56dc5fcd00252c9,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:9646,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.90,0.9,verification:66b6b73012d4875e8b012166d6d1d3d7ae6d2056f04a5b08b3a41b36096618c1,00981d8d8b4b6c3f808722527320d6762f3e3c0f8aa768478372446be39c7ea9,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:9646,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.99,0.99,verification:6cc6b3b5dc7d2f794d369f670a4b096612bf69019a97d80c10f2e830c6105bd3,2c073e10cc36155a226e86d890f7650a348730adf58547341468ae521ebecd17,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:9646,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,hidden,,verification:e68dd7776f3cd38ebf2bc608e940b801d1c8e9eca1fc1e746aad9dd8bd1b4327,d24abf8c3fa560f9b5158b874b460b1c6d0cbab7e960bac6828d6895f9693a72,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:9646,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.70,0.7,verification:8ee4519cbdea6d92ed2958a58b995110868496c82e62c0ea63c5d40f768931bf,77eb74d8817fd9140118954ddb02b4dcb528c12ce2b34218a0ea44ac87a13bad,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:9646,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.90,0.9,verification:79c4dcd6eb1c0dfe9637ac1d4a6788e36fc00824636ae95cf242ad3d38a5e549,c04a15c41aaab3d71ddb87e9c77a811ec3583b5e7f926a4a54fbb8963c46b6e4,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:9646,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.99,0.99,verification:85d915f5d12321f629f57cd6cfbd8fad1663313276183b336f8d702fccf0d9c4,a2e8dbe8b351c02c4f3839a30a37f8f9e346bbf303d38c70ea01ab156dd30cb7,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11802,google_gemini38_flash,gemini-3.8-flash,moderate,hidden,,verification:c8028e9b0b6b1ba664183f9fdc45aded9c09420a76150f6341c918b3967da4b6,e6d2565aa16612d5df1178f232546023b58689b180355103920967ba67f1cb96,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11802,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.70,0.7,verification:308514fcea840ff96c534cc3a59b7098aa3fca6dd55f0866937a3b2effb23a9b,541cfe17277deea9c28dbd0cc67aedf8443fcc715e09f66753ccb391cedc5069,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11802,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.90,0.9,verification:51bffb80f55d867b0b7fc366ce1b77dce35773d86b045db1d8ae6aeaa4f8947e,ee900cb22d8c97abeba812dcc2fd38c527a68db8d323e1e427304193403de901,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11802,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.99,0.99,verification:614ea89a9571e0c6c907dacf7389868ce527b1c1d075a43fbb9c4e372156a84d,a16bb826cb8b92765efd84897c4a756151cfb1f939e295f96d9e1d3bfc14c487,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11802,google_gemini38_flash,gemini-3.8-flash,stronger,hidden,,verification:594d36160ac59e089e85e0cfe2c0ddeb0291e704bda305fafe5ad2ce657f50d4,16d9c69591dec9fff56a44ae3f36b5b7e26a3f43797a1dbb82e79e5830765f2f,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11802,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.70,0.7,verification:665e965b5d526f20bdcb6f0f2fd4ab89536622b3c54b108b9ad3a47ff9a9a040,86e5d45d6f9eccdf49106e49f87c74ac09a3e95b5ae3aad1c44df8a6a712c6fd,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11802,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.90,0.9,verification:cae3a658ea050dc6e21a1e196a33efbbb2bcb8ec30adfca3608ffc13f2fb2d15,8f7672b045de19355c10944f68b32080839345d6789ba4db2b2095ab68aa77f3,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11802,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.99,0.99,verification:261b04d67f53b644e5df2a2118416343c4be051d054bae418189398c9f311fa4,d0e3e821409ee72f27f87e35ac0256db0d953f7ff746e5815ae13e161ba6e517,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11802,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,hidden,,verification:fa8743046a35a97b6e4808abbd95cdedf675314b83954285daf5175dfea8b64a,af0e37d8d84b21d4a37070168f1b95b71bbdb2ee28d91036a9f2fe10d8c9ae2d,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11802,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.70,0.7,verification:4dda7b4208a8e4447a3a32358e38d0bea4b49f1f80616dcc1163eba34b778773,70f7f11d631b7ff23e3685f1e3771772001119c167475e004c7ec9a948f77fd2,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11802,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.90,0.9,verification:8b350ef5857d2d87ca671b6df3286c2028b63d3327a108be06ab4b62237a17e4,6569b151167d3f07d60852b66b1c52dfbfd91c38e8327983a8458ecbac4580c5,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11802,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.99,0.99,verification:4b87f0396a8e316de493b27c22a1cbba151cacd6ab0ee1105eeba9cf2f115ec1,1544c70433600f524d87a1c06bf46b75d212597c9336160f884ba8dd85fa2d04,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11802,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,hidden,,verification:f7bd397c29dacc2ca40bff26e2645c8f48991d02fd0449e968e7d3bbfbad76f8,ade42b45d82163ee94bfc09e01ca835c1686edea8fccc312319793d0695562b5,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11802,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.70,0.7,verification:6a0af6addc8c5ac2e413d16f0520e647947183c45a291488b11fe1ae56c71bd7,40b910bbbeed89bacb5f3554024676c88005c3b3a36854bef6d27f23ca6694ad,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11802,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.90,0.9,verification:40506100fd4c345f463d0bc3aa4022dc07d23fb9496e79d6c26f6f70f8c5d737,d382bb29dba3ebed77a586fd813c0aabc4fe49a3ecc1a987e0416545860bb84a,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:11802,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.99,0.99,verification:7820ba5fa65d3098a5e88eb935c31b771790e2d7fc1f39576516edb471550b6e,20b9a6c1bd0d2edb75f71c6c357777faf17c627582881b511f06d0962dee7cae,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:10497,google_gemini38_flash,gemini-3.8-flash,moderate,hidden,,verification:24670033b4a28dd02d78f514faa8d9cc99924835ed48cb9f1c0f20a0bd2df2a0,e430a282a1442ccc2faf2aa1ce514de6e72bae83244d710db1a17fdcd7866e0d,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:10497,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.70,0.7,verification:f6e8077258382910ba3d6e54c8b2c0ccec541600c568d36d00e4ef3190ce88d7,b66b4fc5cb85cd0c229b9d7d139339d1fcc56682fd9be8942a11dbb3e9e2f31c,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:10497,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.90,0.9,verification:cd4c763da276b89c5a9824cf1895f4c81bb0568d8cc1b833679b60131cba919e,90738267452d472ddcb679dd2245d7777656b885a316b854c433ce190bf9b567,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:10497,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.99,0.99,verification:bf15c524d60a7f111ca49258b2ce007e3c9ddbac1bab02a75aed9e862d17a505,b1333143d3af2c3cc5534c33a3ce4c0fc4e2f9361ce888e400815f4103b8bb6d,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:10497,google_gemini38_flash,gemini-3.8-flash,stronger,hidden,,verification:0f396343953917bb49b0950fedc2c5f688aacd71dcec0473df409645351d3408,282094c01c9c39978b8f359780fb890e872e6efe17adca216326d5b5913bd6f8,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:10497,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.70,0.7,verification:5be7ae6c9722ef37d90a75c063d6197a7af43b6822116c165ab1878122c92548,e09d24383c34754365bcfe8fdc749f6957a40f67172d6ba741968b790f24ee4d,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:10497,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.90,0.9,verification:e91a2f5faf26ae5eaaf8c95df0293a667a2811d203d9b9b1b08f780450a7c5f3,470be3bbe21d346396d32527dafdd9c646c067c7ce0733e9b2419c283cfa3454,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:10497,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.99,0.99,verification:ac096887bb4a591cd5135ddc05e37beb13fa311d8ec97baf2b4c70f729e2cffe,8e56ce45e2a05707b0695bbca3b88614123f08acd8a5958e8d8055c24b4b4c87,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:10497,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,hidden,,verification:ef9c4b596377259b9b9ef27a2ac6d8b85e46cfdb836365f4657318a7a705fe80,e430a282a1442ccc2faf2aa1ce514de6e72bae83244d710db1a17fdcd7866e0d,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:10497,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.70,0.7,verification:bcb472b3f54844a57bb5cf79618893189234c659564e73c990806774d8f4f2e4,b66b4fc5cb85cd0c229b9d7d139339d1fcc56682fd9be8942a11dbb3e9e2f31c,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:10497,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.90,0.9,verification:d460961a9d77bc52a59878b98b47c096fe8736eae150ca3ff06cf80a719a5654,90738267452d472ddcb679dd2245d7777656b885a316b854c433ce190bf9b567,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:10497,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.99,0.99,verification:6e505bf69e0ea1d50234cc4fb13c63be229d99eb805126ab3eaf16ef8ac9c4dd,b1333143d3af2c3cc5534c33a3ce4c0fc4e2f9361ce888e400815f4103b8bb6d,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:10497,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,hidden,,verification:26927fef09fe04e11c6227326bed01c7487d5405a97a44ed5e46cd62a419aedf,282094c01c9c39978b8f359780fb890e872e6efe17adca216326d5b5913bd6f8,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:10497,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.70,0.7,verification:e7f5408a674847ac343c6936630bc645eaa8f41ce0c27f3961f1d020efc237bc,e09d24383c34754365bcfe8fdc749f6957a40f67172d6ba741968b790f24ee4d,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:10497,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.90,0.9,verification:4a31ffe0563872bf2a0dd4f1bee5fe6a1d690ee284daeb6bd9c49b2e53fd20b1,470be3bbe21d346396d32527dafdd9c646c067c7ce0733e9b2419c283cfa3454,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:10497,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.99,0.99,verification:98180a646422792434361785bcc60bba0e25c447e5ff652d7dfd7b2017d9c756,8e56ce45e2a05707b0695bbca3b88614123f08acd8a5958e8d8055c24b4b4c87,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2776,google_gemini38_flash,gemini-3.8-flash,moderate,hidden,,verification:40501dcc59fcfd0f65b4cf154925ffc321b70105db601f5e121463e35b2ce369,060f779cd4714dd163de3e0164cd70bae1f45b2f8326c3964eb3643784b901d9,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2776,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.70,0.7,verification:5cbbbb356fb34cda41ca5231a24ae36d760ec75752a4ac7e7d5f9038b13aa180,3c849c55d419498a86cc0c92c23cb5ca720326cbbf1e7a9879ea6df3a7802f13,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2776,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.90,0.9,verification:afa48b131b668f16e47113f8fffa3529d80b8ccc52a362cd7f21e1f96e3a7f4c,bd47e00a250849818cda1afaf17a4b819f467173b6dda00c5981ee1da51823e9,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2776,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.99,0.99,verification:9aa35c264b5b9a5d6ec1f932668d49fea084d52c836b5e959fdbcde5f115da74,1672e5d4eead5defb577b20544c25cb1bcf7bbd32cd4ddff6662d73f16095d7e,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2776,google_gemini38_flash,gemini-3.8-flash,stronger,hidden,,verification:f17c598d9f023b8129bec330e64efd2232b746f474f51a99ed3577cf63fd19f6,c8466f14d565cd8478627916104c759cd9c69f3d4ca35df354af1393f00e7380,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2776,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.70,0.7,verification:36dca425cbe6d4472ba8b9e4761a85dbb5323f3471b0d9f9a5742a181d7c4fe0,b6b63541de1a9c8312108b4332bae6c9793294d17a369f73e2e4536750e1639e,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2776,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.90,0.9,verification:1cbce8ed5c46d2468200947775ca72bcf6d39d3a986d9d7f26fba5d46def224a,cd72b4ffe5c26010e8c43e5e778732d85799f2a1164e2edd27b95ece0c793d32,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2776,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.99,0.99,verification:8e6f108b7d2380983a5b13d85b01a1299f9ba5a4ef062d1be3c92662c1123bcc,e0b0578eb52ea48303693b01cc589e6f5e6f821e4f8f2f3a4b2b821a7b2d7fcc,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2776,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,hidden,,verification:7ec9d5e5430e838202eb58e706180369b25304652bfaab297457662a01615263,060f779cd4714dd163de3e0164cd70bae1f45b2f8326c3964eb3643784b901d9,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2776,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.70,0.7,verification:efbfdf6abb68f6fef03ce48d7854747623d92af9a9c7574919c0746849915d89,3c849c55d419498a86cc0c92c23cb5ca720326cbbf1e7a9879ea6df3a7802f13,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2776,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.90,0.9,verification:53f3a2156ba906dc73d8d3477dd8a0708922576c69a3952571aa8f3b9010b4d1,bd47e00a250849818cda1afaf17a4b819f467173b6dda00c5981ee1da51823e9,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2776,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.99,0.99,verification:e5a900f0324eeeecdf0481a68a7f21574ae2fd23fa986eb831a3727399d43a6d,1672e5d4eead5defb577b20544c25cb1bcf7bbd32cd4ddff6662d73f16095d7e,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2776,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,hidden,,verification:966b430d5fffd94bbc3310cbfe52fbe97f0b1ddf498fdd93ce6f9cc48b63e6c1,c8466f14d565cd8478627916104c759cd9c69f3d4ca35df354af1393f00e7380,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2776,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.70,0.7,verification:c4fba5381fbc47b5dfef247185d8f3fe69e697e02e9a8374cc3ba17aa255154b,b6b63541de1a9c8312108b4332bae6c9793294d17a369f73e2e4536750e1639e,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2776,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.90,0.9,verification:5ab8fa84bdcd08d18c69a6a24f921d0cf351aaf95a02ceb152ff41270189f0b3,cd72b4ffe5c26010e8c43e5e778732d85799f2a1164e2edd27b95ece0c793d32,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2776,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,stronger,displayed_0.99,0.99,verification:3c462ea15bc86c395d5a5a8c1e7647dd195d04f8061c0ec100001b69c9e88229,e0b0578eb52ea48303693b01cc589e6f5e6f821e4f8f2f3a4b2b821a7b2d7fcc,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2849,google_gemini38_flash,gemini-3.8-flash,moderate,hidden,,verification:ada00c58f94771add08988a98c99ecf5b116f5d48277513cd0bf7f7bdf4e8159,da1bc9238313834c585cd7662ae6dad1681c9e88cea6fe81a729ca5e5381ca2a,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2849,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.70,0.7,verification:3bf041584aaeb8b0aba0fb38d2a4e5a9e934ed311a1055d11942b7299e80ca76,ed35b88fdab5beadc3f4a6058f2654fce511142eb6b3d0fc35492ffabe697ad0,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2849,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.90,0.9,verification:a9a194618d189d18e268e93e7b5524e0357cebde35ed805962c7e4d86611df53,9e9f5f3dce6c82d257305fa02697fa7a6fdf3af7cd9a8ae05123a38d72b0898a,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2849,google_gemini38_flash,gemini-3.8-flash,moderate,displayed_0.99,0.99,verification:ea68e7c28505ff8f67d8e129d9ca6b499e189d696c5b48481930724aa45e8201,339f66dd63ca27a5b6fce4eb92e9a6970c3c51954368fc632eb9e315a0312551,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2849,google_gemini38_flash,gemini-3.8-flash,stronger,hidden,,verification:c8b8c58fcf8871b51936faf30fa063ca130f0586250b11540311be6a669c194b,080ec6de58147a3ced0b33eefd92ca101a5bb7356f8c7885ad1c09ce1115df48,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2849,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.70,0.7,verification:3c18ef9a62a8ee26d2ea79931bfcfa04fb9add597f2e366ed5680373be864552,49a7a3c16b1e5bf3103334995ff5d3fb0a7d934ca3ec0c9ded1fcb5187b41d39,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2849,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.90,0.9,verification:7e8e346cfcadc224a3134aacf656de1b553a97b59b00305e0f598e3419e8dab9,978fc7020c4617b4fff5b30ec68dbfb5f64b881fff30b50ecbd2007f9637567a,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2849,google_gemini38_flash,gemini-3.8-flash,stronger,displayed_0.99,0.99,verification:6209061a9b5dfaf28142243d589f7f1461877f25eae35e3aebbd997a12d515f2,bd4efae791ba70dcc8d029689a469a258adc8cbd4fe16e06617232f958f16f53,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2849,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,hidden,,verification:8c2aa6b7700759ae25378c4585839a1d23a358b13c3e8482e392e37f0dfdc767,da1bc9238313834c585cd7662ae6dad1681c9e88cea6fe81a729ca5e5381ca2a,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2849,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.70,0.7,verification:8d060de48411a21db7f271fd935d8c0a06d9b96bdbabc543a9cb1798b10147fd,ed35b88fdab5beadc3f4a6058f2654fce511142eb6b3d0fc35492ffabe697ad0,task006_qualitative_pilot_v1
lane_b,mmlu_pro:test:2849,xai_grok420_nonreasoning,grok-4.20-0309-non-reasoning,moderate,displayed_0.90,0.9,verification:b15686708f083394441febec2f4ee9ba7a2252206553177ede855722c51699aa,9e9f5f3dce6c82d257305fa02697fa7a6fdf3af7cd9a8ae05123a38d72b0898a,task006_qualitative_pilot_v1
