question_id,model_alias,frozen_answer,stage1_correct,correct_label,q1,answer_request_key,confidence_request_key,category,answer_raw,q1_raw
mmlu_pro:test:2921,anthropic_sonnet5,D,1,D,0.9,answer:078a1fbfd771d10fa4c2155eb8925cb20cdfa2c79d22fa408739c3d5c244062b,confidence:1b206cc095aed12aee394e96b2898fe55ed59cda4a4fab001699ae1f9cc56278,biology,"{""answer"":""D""}","{""probability_correct"":0.9}"
mmlu_pro:test:2940,openai_gpt56_sol,C,1,C,0.98,answer:bb2b3c628e21f0c16a5911d7a17224bac61bc72f0872b860dc6759c62ceb675c,confidence:810aebc23c26fdbe19835593acaa97c740199c5230e43fe11695f7c6d67eff65,biology,"{""answer"":""C""}","{""probability_correct"":0.98}"
mmlu_pro:test:2940,anthropic_sonnet5,C,1,C,0.72,answer:36ea13c444f00eebea6fdb30085934640370ba62a91d9f187eb3881b57084782,confidence:ec0ead23ac321fa1fdc4f0fdcc7564e621b54e32b77c63bbebe78d8b877e5003,biology,"{""answer"":""C""}","{""probability_correct"":0.72}"
mmlu_pro:test:2956,openai_gpt56_sol,G,1,G,0.99,answer:4ce4d72bf2bb3caf251066c1d80f2749d23538e329c0495b692bf0e258b6ec49,confidence:6c7a86a20f1fdec8e21ef4a350c54a2d66924176eedf88c5aeefceca5dc876f3,biology,"{""answer"":""G""}","{""probability_correct"":0.99}"
mmlu_pro:test:2956,anthropic_sonnet5,G,1,G,0.95,answer:0a7f5b7ddf31a98b6a5208b2c1eb85cf1b0bf6bf270fa1f230eedd94fdbde0e9,confidence:e06e8bd035aba207aacd24cf63f15489a1dd4f3fb59ea9ec373ee03c142a9f1d,biology,"{""answer"":""G""}","{""probability_correct"":0.95}"
mmlu_pro:test:3002,openai_gpt56_sol,A,1,A,0.99,answer:e4db3dc0ec8e313129bafc9eacbd631fc1a96df97a13a20e2e6d94fa3c48e5d2,confidence:fa0757998ec957e27662b97235cd02c5611c47b6256ccd4864e536dfb7d7ba80,biology,"{""answer"":""A""}","{""probability_correct"":0.99}"
mmlu_pro:test:3002,anthropic_sonnet5,A,1,A,0.95,answer:3432c4cd9446e78b6ab1b0ed0aff997b5b066632b835b3b8f0e9cccd3f6e15b4,confidence:5ad985b88630b50b892c73b4410c9cfee5757922661069c1a7d759327163293c,biology,"{""answer"":""A""}","{""probability_correct"":0.95}"
mmlu_pro:test:3003,openai_gpt56_sol,J,1,J,0.99,answer:81212945f60ec7ef5e679eeb2a471660d3b61c4a72038411b7a270a8547e6e65,confidence:e1ec6f93eae02d5c7b949d619e3284ff65f2f7ff747689517b8ea631fe3b58c9,biology,"{""answer"":""J""}","{""probability_correct"":0.99}"
mmlu_pro:test:3003,anthropic_sonnet5,G,0,J,0.65,answer:8626ca70fc289249b5911c962961491a9b4e71f9806c38ae03784378e502d670,confidence:3eba931a54e62edee0673f0ef74783a0ea21f48841877f89abe2994ee3a8b9ef,biology,"{""answer"":""G""}","{""probability_correct"":0.65}"
mmlu_pro:test:3053,openai_gpt56_sol,D,1,D,0.99,answer:4bdd492166b6d74c6710bdc5990d0ead3b7984d5edb5dec9200b72a742a4cbe4,confidence:ac7a74432cc62ab89de172040fa1761ffb7148d8a5ee6498557ca7a197db60aa,biology,"{""answer"":""D""}","{""probability_correct"":0.99}"
mmlu_pro:test:3053,anthropic_sonnet5,D,1,D,0.95,answer:7392628911bc82be79f039d68a9aee3e1fb05e8f26e95b417cbfaf4f80a3e5ea,confidence:a30eed08c09d9890f28e451ec45d1b38b36ca3cc3923986a22750b6f07055f84,biology,"{""answer"":""D""}","{""probability_correct"":0.95}"
mmlu_pro:test:3057,openai_gpt56_sol,A,1,A,0.99,answer:2cd5b99a007e014d36e54ab7ab8ea34ff0d4a9e10af05118bec97e71b8a0a400,confidence:b05ad4de670b7419b9d02b41e26d59731f30e4dc0a651fca9ae14193214f2c62,biology,"{""answer"":""A""}","{""probability_correct"":0.99}"
mmlu_pro:test:3057,anthropic_sonnet5,A,1,A,0.95,answer:35ec9dadecbf6bac2cf297c6df8916a13b66fe4d82d4ec5c39de4b7bb1af4a31,confidence:8b0d9d59134db34b0d835688e3c9d0efa4a33437eb8321e2040529680bcbc64c,biology,"{""answer"":""A""}","{""probability_correct"":0.95}"
mmlu_pro:test:3065,openai_gpt56_sol,H,1,H,0.97,answer:3c4d727d548d32e54a412b96d39461173d1458aeafe236d120775275c696727d,confidence:b9c1f18bbda35c9329bd1d80de6c2bb402a95fbb9750901733d3964f575fdddf,biology,"{""answer"":""H""}","{""probability_correct"":0.97}"
mmlu_pro:test:3065,anthropic_sonnet5,H,1,H,0.75,answer:fb6d8398408593ababe23d9f151bb6ac9ee6cc0e55d187f6ac8cda58098d1540,confidence:4c7f09a897b57553c572f50334ebef207d59d156512b2d365e085cda69dbd981,biology,"{""answer"":""H""}","{""probability_correct"":0.75}"
mmlu_pro:test:3089,openai_gpt56_sol,B,1,B,0.99,answer:5d054a9159d6eea80ebed07773be9809f807e9ddfc3dacaefcff137b5c62828c,confidence:a6850a981b047ec55d94cd2b9eb7e8c4578a3c615649fb9341322970eb96aa82,biology,"{""answer"":""B""}","{""probability_correct"":0.99}"
mmlu_pro:test:3089,anthropic_sonnet5,B,1,B,0.9,answer:207ddfbd37efe800249e16c78e113bfeb78c273f459319f3c34189ddf24ebd02,confidence:29579315ca5996dd3034e5fa4cfd5f06843185241e03e571e33a9d9eb638ad84,biology,"{""answer"":""B""}","{""probability_correct"":0.9}"
mmlu_pro:test:3090,openai_gpt56_sol,C,1,C,0.99,answer:01a8bfd35ee66578617eae111cbf9eab4f63248fbdbed3412c396dd8ca8a8b0e,confidence:79364d056ee38ff3ea470d436c185c7c4b53bac29e57958c8302437ddac6708f,biology,"{""answer"":""C""}","{""probability_correct"":0.99}"
mmlu_pro:test:3090,anthropic_sonnet5,C,1,C,0.95,answer:8a8ebe63bf0b714e30d9826e90985fb1d075e095b378e907d17024e065122d03,confidence:31ede7635a8e07e1c8d1794765f7ff5314baf9b6a405a230422a733e2b353b89,biology,"{""answer"":""C""}","{""probability_correct"":0.95}"
mmlu_pro:test:3124,openai_gpt56_sol,A,1,A,0.99,answer:336ec55ad069f5110343c65b3391043c2934fb6d0f856987907812b604a027ad,confidence:6ac0ff0d53a20bd53f3de32cd5e7db74766e8992835b4fc2c77befc7b21641fb,biology,"{""answer"":""A""}","{""probability_correct"":0.99}"
mmlu_pro:test:3124,anthropic_sonnet5,A,1,A,0.85,answer:312c935e56354804eae2bb48bb825845c95c780233083c985e0a17fcc45e6471,confidence:7ba648a89d79f384d8e58115615fc5a76e6d5aed694b81cf9410f72c0fbce1e8,biology,"{""answer"":""A""}","{""probability_correct"":0.85}"
mmlu_pro:test:3197,openai_gpt56_sol,A,1,A,0.99,answer:6074d2ddcbcf41e1361c21b8501209dabf01c7de1d1e44416b7632e163cbcd9c,confidence:cc9195ca4828c3ed74a27cffe8b9b727166a80bc017c484b6ff3392c61d4f8a4,biology,"{""answer"":""A""}","{""probability_correct"":0.99}"
mmlu_pro:test:3197,anthropic_sonnet5,A,1,A,0.97,answer:0af0aeed3a9e47d4a1ba40dc0644a34caa3ff1757f9d38e630f44b1db13bbcba,confidence:741444b1644ff9e0a59ae7fbe05439c52794b94d50e2558d897a114351a31091,biology,"{""answer"":""A""}","{""probability_correct"":0.97}"
mmlu_pro:test:3205,openai_gpt56_sol,D,1,D,0.93,answer:9d5d5493bf580d0c54d70de09e140ab4bbb2328221d966893bfa85954148c19d,confidence:4a0c1c7b96072a47598e207f2ffdc34f4cb3902ba6fb762ff3f32416a9a4c45e,biology,"{""answer"":""D""}","{""probability_correct"":0.93}"
mmlu_pro:test:3205,anthropic_sonnet5,D,1,D,0.75,answer:0ae73231abb9ef1b796ac47cc0327673d7e6cb6c155e96abcadd80bc27dbe3d4,confidence:7732a545c310b8affa174e657ae15c6e0edccb8a4620c1aa551d739e380ef525,biology,"{""answer"":""D""}","{""probability_correct"":0.75}"
mmlu_pro:test:3207,openai_gpt56_sol,G,1,G,0.99,answer:566ee386fe8ae4280f1dbef4aaa64957b161011430b3ecfb38874faf963f85a8,confidence:98ac433d1c2810ef5d9003a794a9945df9cdd66c848c16635aea42c110832a91,biology,"{""answer"":""G""}","{""probability_correct"":0.99}"
mmlu_pro:test:3207,anthropic_sonnet5,G,1,G,0.85,answer:2ef43b0613c9cd590d04e801695f89ff40071c261187baa151f70c61a7e4367a,confidence:e10132e311533c977d8a92f996a3d03242c97faa4dd7e793bd765b828007f102,biology,"{""answer"":""G""}","{""probability_correct"":0.85}"
mmlu_pro:test:3218,openai_gpt56_sol,G,1,G,0.99,answer:76180da2acdb0993f0b655c86154b19a322fbbb5367596ff06368e4273d44129,confidence:67108890d2f90905bbdf05b7419b27504896ac2509ae72feef6d916cbac0da4f,biology,"{""answer"":""G""}","{""probability_correct"":0.99}"
mmlu_pro:test:3218,anthropic_sonnet5,G,1,G,0.9,answer:16abb5984163a433642606d51d3d8624778504579932c50e10031fc274c4f89a,confidence:d1de0a0206219e69006041bebf98fd5b3a0a1ba59bb3324d0c02056eaa7d0cb2,biology,"{""answer"":""G""}","{""probability_correct"":0.9}"
mmlu_pro:test:3228,openai_gpt56_sol,B,1,B,0.99,answer:67798e516d6e1fc889de93653458a5c069d6e744e5fa0d94ae7c4895a892f7f7,confidence:2ce4ff43aa625e0d4190c8ea3b7a23e06ea83dbb1db2363e2530c2ae14b6b9c0,biology,"{""answer"":""B""}","{""probability_correct"":0.99}"
mmlu_pro:test:3228,anthropic_sonnet5,C,0,B,0.7,answer:c6ce5f395774a8260908cc6d721d59e9d94533a6dcefc2b5bbeaa1703b53d13f,confidence:cde549232ca71145504c986e2eea29f0c71d2be09343c02f7a688213b61da517,biology,"{""answer"":""C""}","{""probability_correct"":0.7}"
mmlu_pro:test:3229,openai_gpt56_sol,B,1,B,0.99,answer:cae30b4d8dcec497ad32b4cbeb52cfb6a3313e051716a0e15303f13d0fea1e84,confidence:363c02517189428cd1ddafac8b7eaee9323cb2955be4f1274dbdd29240ef12b4,biology,"{""answer"":""B""}","{""probability_correct"":0.99}"
mmlu_pro:test:3229,anthropic_sonnet5,B,1,B,0.75,answer:a39e45e4efcea68493055481ee48cf405e8db240630a8509aa886330442321df,confidence:ab010e63052940d2f89e6aaaccd836f373a0c3e794adaaeb6ef691e58ba9fcd9,biology,"{""answer"":""B""}","{""probability_correct"":0.75}"
mmlu_pro:test:3280,openai_gpt56_sol,H,1,H,0.99,answer:d780d3e21ee4dd39ed428b289a0bef488848110c3b964fa6bb7b63c4e7930c3e,confidence:020b06b3f8b8a5fd79d01a2cba9528a601fe1c55faded3b05a752b9bc1f3628f,biology,"{""answer"":""H""}","{""probability_correct"":0.99}"
mmlu_pro:test:3280,anthropic_sonnet5,H,1,H,0.9,answer:b5a4337a2333bb82f499c60e2656ae6ee7461c74a68de869bd82c53f6aefefb1,confidence:38e88e525e0b7bdb720d6e157e2a42cef6d0f6f86ae8e9a8ce55c5d3156e2438,biology,"{""answer"":""H""}","{""probability_correct"":0.9}"
mmlu_pro:test:3313,openai_gpt56_sol,G,1,G,0.99,answer:fbaf4c356cd97fd5b3ad3d51e33af0ad39a460379815111ae08f0b74a74cde0e,confidence:bca60472854f52d8cb8bb9e2446f0726e9988c10a13e5233f9bc6adf80fc7af6,biology,"{""answer"":""G""}","{""probability_correct"":0.99}"
mmlu_pro:test:3313,anthropic_sonnet5,G,1,G,0.85,answer:68160280fb7146932d6c68b2b42e659a769c0a81adb58e37215cbebfcf982826,confidence:29b5dce66ebe9f044804db949ae6bfdbdb073fca28ca5351e8b55e1124e8a3bc,biology,"{""answer"":""G""}","{""probability_correct"":0.85}"
mmlu_pro:test:3335,openai_gpt56_sol,D,1,D,0.88,answer:1593b07c43b846b919609aa76ce370cecae812210ccf226f2b2cb418d5fe672b,confidence:a2bf2a42c35d80db4f440f4ec74d91e3b2fe36c2e7e1428b8bf53362f27a71ba,biology,"{""answer"":""D""}","{""probability_correct"":0.88}"
mmlu_pro:test:3335,anthropic_sonnet5,D,1,D,0.4,answer:d586fca4427a0be751a1d5e519e1fd909d006db05bd49e11312f6daf410010bd,confidence:625b7e4427ad39355aa66a0ec3947253533729b403ac1f6415f8dbad1a5af0b7,biology,"{""answer"":""D""}","{""probability_correct"":0.4}"
mmlu_pro:test:3370,openai_gpt56_sol,I,1,I,0.98,answer:9029e58803231d7b39f95846e835063c7f3e188808cf14623d725e82613a7982,confidence:7c85d593f08ebf14b33d70c5cbcd329b4a81b28ce46ba72106bdf87f56d148e4,biology,"{""answer"":""I""}","{""probability_correct"":0.98}"
mmlu_pro:test:3370,anthropic_sonnet5,I,1,I,0.85,answer:d9e59af3320f526c31b6cfe7ef28eb0f9f3cd0c2181e5340b402c72704fc02c7,confidence:a7d169e6b598bccb4f8c0375d493da61276ac81cc05e7cca09e3c09453029895,biology,"{""answer"":""I""}","{""probability_correct"":0.85}"
mmlu_pro:test:3371,openai_gpt56_sol,A,1,A,0.99,answer:947892df17d871dc8f056848dcc25a41e3cf6b694b4f0d8431f976052b41eb04,confidence:3b0f8fbeefa2fc7ee2f2ec2cefef5526937c071196b8af033b21f0abc2d72454,biology,"{""answer"":""A""}","{""probability_correct"":0.99}"
mmlu_pro:test:3371,anthropic_sonnet5,A,1,A,0.9,answer:ef9dc06ebc41938e3908773e105801313b7db26051aaac43addd8ffc95075fdd,confidence:91451d2f91dd4614441679e731a2dc6f3ad843b81536dd5a2bbc916e8f929553,biology,"{""answer"":""A""}","{""probability_correct"":0.9}"
mmlu_pro:test:3399,openai_gpt56_sol,A,1,A,0.99,answer:0a53e042750c9bd30d024364c5adfeceb5250821d2f12f0126e47f7773380658,confidence:d0d95f77ac64997bec6636a36b83294c31c422df11a09bce7c6862a814144dd1,biology,"{""answer"":""A""}","{""probability_correct"":0.99}"
mmlu_pro:test:3399,anthropic_sonnet5,A,1,A,0.85,answer:42a4a18bb9ca6a598a841d7943255621b1eb30997b9256a60474bd4e05360653,confidence:327071673497c9a4153d858b388e15787395fbc2d302a938e207ac7fe60ed786,biology,"{""answer"":""A""}","{""probability_correct"":0.85}"
mmlu_pro:test:3415,openai_gpt56_sol,A,1,A,0.99,answer:1c0b07a98b11d07eb6928e32e80ea84b7fef97bd745e300c72fb9436124e27d5,confidence:3a60671c01764dda18875bc718a94f18838e820d6c71dcffaac6b2fd56ac4eed,biology,"{""answer"":""A""}","{""probability_correct"":0.99}"
mmlu_pro:test:3415,anthropic_sonnet5,A,1,A,0.9,answer:17327ec72458b246dcf63cb9a00725b577c9ae97b425911015ac40d244fc5734,confidence:9561892a8e41954d83ab326e1ed1711c147e76f2aad0d5f78b79f655cfe1167b,biology,"{""answer"":""A""}","{""probability_correct"":0.9}"
mmlu_pro:test:3418,openai_gpt56_sol,E,1,E,0.99,answer:83b044e0df057717e49fad853af738ddcfe2af492f55eedec8410024795f680d,confidence:4267cbaf619a2c9b5b3273e6c9a87ee25d477c3908ea6da0307273283c2884a8,biology,"{""answer"":""E""}","{""probability_correct"":0.99}"
mmlu_pro:test:3418,anthropic_sonnet5,E,1,E,0.9,answer:89ca0231396eb15a05f706af6f8bc564a0921212e265fdae0c44f0024ebf4f70,confidence:55fb8766c5130e84c87bcfaa4650c689ca21ab8b154874819fd611e8dd3e02a5,biology,"{""answer"":""E""}","{""probability_correct"":0.9}"
mmlu_pro:test:3441,openai_gpt56_sol,H,1,H,0.99,answer:5633acecab6bc8590c5c038b2d9412a5e63cc3eb874ec5523b60a3b6855389fe,confidence:1c642a3a2ce1b80f39cb4021a34cbc676f0fb99241bab90d6664aac9c4b95965,biology,"{""answer"":""H""}","{""probability_correct"":0.99}"
mmlu_pro:test:3441,anthropic_sonnet5,H,1,H,0.85,answer:d75d25b61a32e717eea90cbae914be29619e7b44de8f9d949f5559f41df34a24,confidence:a8044090f2b4be94916da9519c7f646245ffd78076693e50b340159db0a9a154,biology,"{""answer"":""H""}","{""probability_correct"":0.85}"
mmlu_pro:test:3474,openai_gpt56_sol,J,1,J,0.94,answer:f84f04d4062e2f09699bbe060ac229e0004b791233516cbd7c6836a7829cbe0c,confidence:0d5de4b81524259ede507d864d32d2a3204df0a37c67b15fb3c39ef2686706dc,biology,"{""answer"":""J""}","{""probability_correct"":0.94}"
mmlu_pro:test:3474,anthropic_sonnet5,J,1,J,0.85,answer:e8112fcc827eed6ca00010b1a314b57c66f4d7291a0d3995eb9c53bdaefc5143,confidence:d288f0afc9e030a60a91558e9e6951e267f7142e5ecb4f988d6c8341fac848f6,biology,"{""answer"":""J""}","{""probability_correct"":0.85}"
mmlu_pro:test:3484,openai_gpt56_sol,B,1,B,0.999,answer:3e26222646f3d7053437b3bd7f7f2281f18a376d52cd66782a41cbd588ff6253,confidence:dc99bde72af11b48bc281b247b92c9d544f5667762883feaf498d22558075521,biology,"{""answer"":""B""}","{""probability_correct"":0.999}"
mmlu_pro:test:3484,anthropic_sonnet5,B,1,B,0.97,answer:a286fedc117dd4a11c29d655916716f6557eb8adb2e8220e8b23819a3d78af92,confidence:8bf34971560d8a3311fb4f6cf53ab42b5f7ed101da7805781b928bb3a9235ac8,biology,"{""answer"":""B""}","{""probability_correct"":0.97}"
mmlu_pro:test:3602,openai_gpt56_sol,D,0,B,0.97,answer:bab55c9f9359a04e70d5cd3f0952919906b42c4b0a150875ab31137a1766c434,confidence:ef61b0ad0f2d5bed4313a01685806f56b1bb9726dd6c7c0006763e2882373ab6,chemistry,"{""answer"":""D""}","{""probability_correct"":0.97}"
mmlu_pro:test:3602,anthropic_sonnet5,B,1,B,0.6,answer:3b36da6a5eb25e099a842525e5b42b95a27bee75e7e42563c32dc6d705949c76,confidence:c293f9814d186ed6827c33ca5679fcb106b39606584e485e3cfd27f9cdd98e4a,chemistry,"{""answer"":""B""}","{""probability_correct"":0.6}"
mmlu_pro:test:3607,openai_gpt56_sol,F,1,F,0.99,answer:0b7d26c600cc938537f75b423cdf255671d4bff418b5381d8ad80d9dde1864c4,confidence:a30039fd7c69946c3d3aa67b10c8c5678063fa794204bac1db6e1dfc6603129c,chemistry,"{""answer"":""F""}","{""probability_correct"":0.99}"
mmlu_pro:test:3607,anthropic_sonnet5,C,0,F,0.72,answer:d6d54f8f3ee0ab749b0c3b507aebfe68905ab97cb44b714c43de0c5e33981e14,confidence:c6dc63dbde21e89f4789c439e64a0a55873dbed4dd8f86035c5be90f6fd1a12e,chemistry,"{""answer"":""C""}","{""probability_correct"":0.72}"
mmlu_pro:test:3630,openai_gpt56_sol,B,1,B,0.98,answer:2a89c3371f763ffc1505a7d1701d363ede94656dc4f7de464364f4d10c8522fc,confidence:7658140409c610271ce03da2212c1b2e6608db3760480d2e1ce33cf9f3cc37ff,chemistry,"{""answer"":""B""}","{""probability_correct"":0.98}"
mmlu_pro:test:3630,anthropic_sonnet5,B,1,B,0.85,answer:88ccf703bab98d3354d028b7c826b7881ff7ac71e75c4516cbf8a1d2194beec7,confidence:9811cb8a9ca20e2e57d589b048113cf3232e7abdbc07063eeec9258a4a0348a3,chemistry,"{""answer"":""B""}","{""probability_correct"":0.85}"
mmlu_pro:test:3641,openai_gpt56_sol,D,1,D,0.97,answer:61f2d9f16d657a902e00b8824f16cd0182e39d622cbc4095de097ffc696aaddf,confidence:b4a59ecb42a7cbae3bd8f544d9c50f1c6fff1d88d91859ed9b69e20a146b3f0a,chemistry,"{""answer"":""D""}","{""probability_correct"":0.97}"
mmlu_pro:test:3641,anthropic_sonnet5,B,0,D,0.7,answer:d06edf87aa55929f4ac9f778ab66f4a2076da036113061efb12e27cca35bd71b,confidence:e183f04c6ec0a25142972db14282544d466efc6e202d3d95a50986af117d47f0,chemistry,"{""answer"":""B""}","{""probability_correct"":0.7}"
mmlu_pro:test:3675,openai_gpt56_sol,A,1,A,0.001,answer:43d3986562cbe36020689c7cab5e73ee49505d8627b35cead0189949fee9c9df,confidence:a7bf7a444b8037849bb1e0046276ce72b60027728a478e67b4852dfafb45465e,chemistry,"{""answer"":""A""}","{""probability_correct"":0.001}"
mmlu_pro:test:3675,anthropic_sonnet5,H,0,A,0.72,answer:88e429a43f3b142ecf88f8cdf28a056f21661ad488bc164aff28ec4cc86ac270,confidence:5df161819baf69e1cf2f5eaa5d47dd271756ab2ba552cc4857710a0c4953876d,chemistry,"{""answer"":""H""}","{""probability_correct"":0.72}"
mmlu_pro:test:3723,openai_gpt56_sol,D,1,D,0.99,answer:66f1a759c95286f9fa5fbf43a587e0ba61df0e7844799922ce8186a7d0082f57,confidence:832638b700cdaef4f1628cc012e666389eff3d7716907113e0e64846abe48f1a,chemistry,"{""answer"":""D""}","{""probability_correct"":0.99}"
mmlu_pro:test:3723,anthropic_sonnet5,D,1,D,0.85,answer:5418f8605c7ec29126a9b7d11ceba8740e3eed3c18638f8a26170da0a56e07e5,confidence:cf5bcc3142bd132078b2a583cbc20f26db993b04d5bf115e56e62a2ee88e2b76,chemistry,"{""answer"":""D""}","{""probability_correct"":0.85}"
mmlu_pro:test:3736,openai_gpt56_sol,G,1,G,0.99,answer:91bb6a32985cd7f6d5cc7d6adc4966e5c78ce31f583d570334fbceb9712b5b7f,confidence:4aed1a587013941e4c1163946d3e3c905f02cae9dfed58f858d5cf95a71e98d5,chemistry,"{""answer"":""G""}","{""probability_correct"":0.99}"
mmlu_pro:test:3736,anthropic_sonnet5,G,1,G,0.9,answer:cc9a3a1d63269edd069e516f758e0ebcbeac99a5e8d935518e7190d73f079f73,confidence:e468ae69ee982ed81efd20206dcfc00843e57c1f4e05d11a85dcbb94a93d59b1,chemistry,"{""answer"":""G""}","{""probability_correct"":0.9}"
mmlu_pro:test:3797,openai_gpt56_sol,B,1,B,0.82,answer:00a251e6c2f0e103bf27a5f8477a15b4f15dcacbd58858a1c7714bf8ef00effe,confidence:0d81cf307c10a6e4507f1f0587eaf4495f3b1c915890b03cc3f2b43b294e0767,chemistry,"{""answer"":""B""}","{""probability_correct"":0.82}"
mmlu_pro:test:3797,anthropic_sonnet5,B,1,B,0.6,answer:4c1e2566abbb060cd884bcb835c9ea1043f177f41881bed257eb7320a93b5706,confidence:dfe4befb8245501c849fc8eaf748d73d2dd86d224e0beb3bd8e1496ee947a83c,chemistry,"{""answer"":""B""}","{""probability_correct"":0.6}"
mmlu_pro:test:3812,openai_gpt56_sol,I,1,I,0.99,answer:a99075d5ad701c2d998b12f0b27b11ede6306ec8f302c19677dc70efb2e0970b,confidence:7a08332374e744afef19d6158653835cabfb224b799165f9cf2bad681c6c7b00,chemistry,"{""answer"":""I""}","{""probability_correct"":0.99}"
mmlu_pro:test:3812,anthropic_sonnet5,I,1,I,0.75,answer:87a90366968fbaf0d62fe20986837249e9f3517166c4d1bbd738afaeeb203afa,confidence:e9c2b8841922b15cd1f5009249b8574f33d84411d552d955fb2f8570c44633aa,chemistry,"{""answer"":""I""}","{""probability_correct"":0.75}"
mmlu_pro:test:3821,openai_gpt56_sol,B,0,C,0.99,answer:3a05af4811e5ef79623d707865874d6c390b0c686a8e173d06458a174c0c63a2,confidence:6c7d8546ec51b29228bf9e72156f11a1561c542b5b884b9430c0eb41c57449ac,chemistry,"{""answer"":""B""}","{""probability_correct"":0.99}"
mmlu_pro:test:3821,anthropic_sonnet5,C,1,C,0.72,answer:afdcecca4e6b1db0df2b0d6c676163a9b68d713ddedef4a254c0535c029be894,confidence:ef866022d160a2497af3efd79b968f821f0ac309f5eb7068fe1fb61f2f5ee03e,chemistry,"{""answer"":""C""}","{""probability_correct"":0.72}"
mmlu_pro:test:3833,openai_gpt56_sol,A,1,A,0.99,answer:f448b50446df9b9b9956bb80c7e18c4f33675d39d5af28ad6a5e62f163db3f1b,confidence:3256175b9fcc335f65b6076950b76f1b33a44f8f7f353716c8f7ecb9b0e7e45d,chemistry,"{""answer"":""A""}","{""probability_correct"":0.99}"
mmlu_pro:test:3833,anthropic_sonnet5,H,0,A,0.85,answer:d4028d59e0eb742d3b6ad4afec383a1856295d3c14b1bea6621aee81789a4db1,confidence:7722775e8e72d2f76a43efa5fd12cc6cd03c842b5c49492096e07278261a5153,chemistry,"{""answer"":""H""}","{""probability_correct"":0.85}"
mmlu_pro:test:3835,openai_gpt56_sol,F,1,F,0.02,answer:5b10db09e021325229f41737a4f0eb692b2674a21487f21a10b0042e169345e1,confidence:7e8cb544b6b63700f9a977781513ff5b509ca7fab580ad96028abf50b37f3a70,chemistry,"{""answer"":""F""}","{""probability_correct"":0.02}"
mmlu_pro:test:3835,anthropic_sonnet5,F,1,F,0.85,answer:cba6839ddfad34699022e947fb65be094acb05b742be81a260c1cb317bbe7b0c,confidence:4bda03608b7ee8545bc27c6bef9b980550dbe83845582bba3bf65a19e44a3df7,chemistry,"{""answer"":""F""}","{""probability_correct"":0.85}"
mmlu_pro:test:3891,openai_gpt56_sol,D,1,D,0.99,answer:76678875bf998f5b25eea99a26bf57764404d7a86a214987ed44ab030b6c9923,confidence:5be79fd255e31115ede255038668821bfe578d3a5f6e6d6ae05d22228cb27a39,chemistry,"{""answer"":""D""}","{""probability_correct"":0.99}"
mmlu_pro:test:3891,anthropic_sonnet5,D,1,D,0.72,answer:702f5fd813bcea23d9c70b9286c837b12b1a0d233ae4c3d50678347c7b084af8,confidence:62bce59688fb84652ad329bf9232a3334fa5278b8f82a798b35b65d10c5d0c09,chemistry,"{""answer"":""D""}","{""probability_correct"":0.72}"
mmlu_pro:test:3927,openai_gpt56_sol,D,1,D,0.99,answer:29dd765fb961b3899846104e9203387385e0f6dfd26bd6611df2ac99043c24cd,confidence:f7c38ee3f2ff386d4b30851f83cfa8695e2c3996c62140dcc342930823ac6b76,chemistry,"{""answer"":""D""}","{""probability_correct"":0.99}"
mmlu_pro:test:3927,anthropic_sonnet5,E,0,D,0.6,answer:a5c548d70503ae5d95934045b4bfa37f5ebf4944cc2f5d34bc7b9c2d75817b3b,confidence:30d0cd15e4aad3f5e12c7f084b7525ef64c09894062fb7ef028f19c18caf0890,chemistry,"{""answer"":""E""}","{""probability_correct"":0.6}"
mmlu_pro:test:4002,openai_gpt56_sol,H,1,H,0.99,answer:6de720432628ab14fb6cd8774bc739d2268438b1fe3a6950b85b8fa2cc6f01cb,confidence:ca412a3be48b085981ef972e65818a6cee017b90a92b328c3d28a76d05cd36dd,chemistry,"{""answer"":""H""}","{""probability_correct"":0.99}"
mmlu_pro:test:4002,anthropic_sonnet5,H,1,H,0.95,answer:6c680ba0b565908f21f28b27b9e003e0ef3b98e683d21a57e61d9c5fb3119b7f,confidence:f3c65166bf8e5f072efa51f3c9f758258948e804d5b13156efc05bea996212ca,chemistry,"{""answer"":""H""}","{""probability_correct"":0.95}"
mmlu_pro:test:4010,openai_gpt56_sol,B,1,B,0.99,answer:fd3794beb6688bd07526d8bb33e97af2a0334a6ad98a62c4e14bcddc255496c8,confidence:3dadafd81e50cf89deaba91f126b37b1e4c03bd7177a5808fabba897d8252c97,chemistry,"{""answer"":""B""}","{""probability_correct"":0.99}"
mmlu_pro:test:4010,anthropic_sonnet5,B,1,B,0.85,answer:cff5a37667b219217fedb6e10fb30e7b0e1b95a1c977b2210458ad17ac377f94,confidence:71d15a5f2857461a0139fdf552e71b355cf13896990b8932710c8f54ac10e1bf,chemistry,"{""answer"": ""B""}","{""probability_correct"":0.85}"
mmlu_pro:test:4060,openai_gpt56_sol,B,1,B,0.99,answer:a1d2c7437ab79c1755da4880e186b1cc91928ab9efc0681520e85d6fa50a8e6b,confidence:2b8e6502330be20f3c1d852fd7301f5bf51553e072ef9c90a61e7dd812760f38,chemistry,"{""answer"":""B""}","{""probability_correct"":0.99}"
