question_id,model_alias,model_endpoint,family,score_condition,displayed_confidence,displayed_token,frozen_answer,stage1_correct,reported_confidence,parsed_action,verify,repeat_index,roster,prompt_hash,request_key,estimated_cost_usd,raw_response
mmlu_pro:test:1949,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,D,True,0.99,USE_UNVERIFIED,0,0,primary,7c38b9c03665c36de8a28f359883123106add95ad555149cc2665725d3fe107c,verification:0f4ec16db88b9f7d0af8c692742964114159e8cacf42dc004395d04b974715c0,0.00282,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:1949,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,D,True,0.7,VERIFY_FIRST,1,0,primary,e5a095fb550f6bad66b3de776368fa00c8d2cf5d54c0329f06a0463b3665ee26,verification:b105f0c86d6ba8909ac40893dfdfb78ffa87fc3bc68201d7086595dc87e17c7a,0.002534,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:1949,anthropic_sonnet5,claude-sonnet-5,moderate,true_q_visible,0.7,0.7,D,True,0.7,VERIFY_FIRST,1,0,primary,3d08860fa78ccdd0191be6e0f8df6f379f944bc7daf2ef18c7ef1d88e5544ad4,verification:9599007f63ca980b49553e5a85f7c0c6046e7f1c0b85b367f9cd63f131e249f5,0.00259,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:1949,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,D,True,0.7,VERIFY_FIRST,1,0,primary,3d08860fa78ccdd0191be6e0f8df6f379f944bc7daf2ef18c7ef1d88e5544ad4,verification:807e325e8d7c2be811bc7b390f9b5d7d20743e53aa8fa69afed868d385f0a92b,0.00259,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:1949,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.85,0.85,0.85,D,True,0.7,VERIFY_FIRST,1,0,primary,923e7407033e6b28ee4ffc0f2efcc7af7fb22945f0a77eee197fa6f310474007,verification:70e27d0dd42102550f6d192122df64ca9e735c7f36080ca6e25daeeb1d82c85a,0.00259,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:1949,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,D,True,0.7,VERIFY_FIRST,1,0,primary,2ab23fd02e39aa1198c5295b6782f8041b7cf2caa55dd6abb67fddcc6dcc9e2e,verification:4d5548d519dd1aae1be6d7c2b2ca33c6fc60e2de0896fed0021ad55a6ecbeab4,0.00259,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:1949,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.95,0.95,0.95,D,True,0.7,USE_UNVERIFIED,0,0,primary,15b1af6abda5c1bc155d89375269340fb972821879bae57bd0f3fe477a5cd3d4,verification:d46bef996d5841fa610e8968ee2caf0ecf0bea6b718bd6082c5992faae7c2d14,0.0026,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:1949,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,D,True,0.7,USE_UNVERIFIED,0,0,primary,7c38b9c03665c36de8a28f359883123106add95ad555149cc2665725d3fe107c,verification:abb29a1079b05633400780a6e55c98fb4b2d0bdf2a2e7b1234a099bf596e66c9,0.0026,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:1969,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,C,True,0.93,VERIFY_FIRST,1,0,primary,ec161e2ae225351cea54c2bcdd1c916d5d53cb2acd4cf5f91eed38bc0e1e082f,verification:3012f5acf39b62412f2decc8c90f2667353e13b752291649dbe75f6aa0afb51a,0.002116,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:1969,openai_gpt56_sol,gpt-5.6-sol,moderate,true_q_visible,0.93,0.93,C,True,0.93,USE_UNVERIFIED,0,0,primary,8f490126c5a753fc85d1d1757ac61d6946f7ecf234c3a26047442c7a64e773e8,verification:0549c55b88cfa4e6fcbfc053f4409768f4415e71255adbb32b779c1870ce2ad2,0.002224,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:1969,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,C,True,0.93,VERIFY_FIRST,1,0,primary,efd3410ca7b605ad94c92ff475fb2a68027a35e0fe37795c7067be06514359d1,verification:be42220c69cb13433c4d09701ba773023eafda02e7f25c99062bd1cbc915559a,0.002184,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:1969,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.85,0.85,0.85,C,True,0.93,VERIFY_FIRST,1,0,primary,e54a9ecd113a6131049d7043800b38596289f365c61edfd7d41f9ac9933662c2,verification:2c57f251f5df5002ccee5afb66e83eaefaf6d328f2a43f2c1326c137c30739ef,0.002184,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:1969,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,C,True,0.93,USE_UNVERIFIED,0,0,primary,7296dfd98ab0a68bf0177a77d57f87b05ddf7dcf81d1e6a111d45213fe7a06ba,verification:b4e3bc63b9a5679da3519c46a714ff7c209fd756935a075c77c7f999fbbadcf6,0.002224,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:1969,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.95,0.95,0.95,C,True,0.93,USE_UNVERIFIED,0,0,primary,c783d7454857b92667ac2fd8b5e36d8733e5f7151e2436b9a62d710b4e567321,verification:4c453b9e233518aeabea431e6f9cc0f4c478796a097931cc6694416cbccfe931,0.002224,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:1969,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,C,True,0.93,USE_UNVERIFIED,0,0,primary,7dbe488b600c0dd4633a213628dcbc6f63c76e103d6b2d88c206ea27adfdbf7b,verification:2dd51c3ee92400438a547605ee82ae642414348a6e4ded6c55160ab57e4e2532,0.002224,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:1969,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,F,False,0.6,VERIFY_FIRST,1,0,primary,4fe1c7fa7382a4234a7e2c24000496e8fdd2cbb366a1adb985614d01243d1c39,verification:1eec583443fed06668193fe4c286f2dc63d879ec81f6b168109b6a7c00281139,0.002008,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:1969,anthropic_sonnet5,claude-sonnet-5,moderate,true_q_visible,0.6,0.6,F,False,0.6,VERIFY_FIRST,1,0,primary,8ab369235718b2c9820950a916613bc7d4d9cd9a9d36e01ab8b3b1d18658ae3c,verification:e1407b7960e3b1a8c4d701fe2a45319e9cee2dc5c2ee8ddcfe020ec59970e1e3,0.002064,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:1969,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,F,False,0.6,VERIFY_FIRST,1,0,primary,8e81a0c2667e0dde4f3478229778e655668b2f4177fd540b49e79f70aa8a7fc1,verification:cf8642ade7972e1b95ef6216878cd167b004bf1af5c015a0a5bda60187f93162,0.002064,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:1969,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.85,0.85,0.85,F,False,0.6,VERIFY_FIRST,1,0,primary,88fa09ed8cddb8f35411b4299a8087bc7637fb706a89832171e9cd248eaf3596,verification:191569a8819c8ba0773528f572dbc936e131b03c942c0ac46c3d3ce6802ecc83,0.002064,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:1969,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,F,False,0.6,VERIFY_FIRST,1,0,primary,42a2b3853451dfdce973bae5fc7eb8b39a43872f28b9b0944b131960094aa435,verification:bdfa518db342cb70754a2519bf48931c486478cc716e76de05a4b285e75d8dda,0.002064,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:1969,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.95,0.95,0.95,F,False,0.6,VERIFY_FIRST,1,0,primary,fdc72801f551214de336fa20e4e01e3bbce531d00d7d81a31ab02b583f667971,verification:d50c182a2f28e96c2fb83af66c9419d039ca17e018df0e2a6c061e9763e64c84,0.002064,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:1969,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,F,False,0.6,VERIFY_FIRST,1,0,primary,3b675e6c75100e5f51e87a0032012f5e5c471e321b325956802c45dce1834b39,verification:d35d01ccd2bf35c3813bd9e4121435c67d46966a182bbac6d1bd206814090e17,0.002064,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:2036,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,F,True,0.99,USE_UNVERIFIED,0,0,primary,ad6be0d8c026f2e47028b7321cf723599d60f9649020deccec4649b3b07c510d,verification:c631d4686bbd813973ffee42e5f76f007dc040f20e11925c1b449697e5001ff3,0.001772,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2036,openai_gpt56_sol,gpt-5.6-sol,moderate,true_q_visible,0.99,0.99,F,True,0.99,USE_UNVERIFIED,0,0,primary,ce77b2608fa835b5ca98c66a9f9caa2f9d8fec1cad2a85364bf5711e8564d228,verification:b61c96df6c8418533a8b859d6fe1a44ff724260e51ae826748104e4b3719caef,0.00184,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2036,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,F,True,0.99,USE_UNVERIFIED,0,0,primary,c53a145374bc499a6e9b6fc29c904d549798da4d7bb6c96748e82dc164522ce1,verification:9d1703b315a805344b235d747e068ab7ed86a1d0512a05a56b744710dc7af15a,0.00184,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2036,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.85,0.85,0.85,F,True,0.99,USE_UNVERIFIED,0,0,primary,d0ed3f84deaa4ea85debeff4e8c016e7f8f655e66b51fff7bbe69970c8c71084,verification:0d2fd3c75e3c7275c41c312e9ecc937f733d1ef6e3c50ff52ed2d85bbee25b84,0.00184,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2036,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,F,True,0.99,USE_UNVERIFIED,0,0,primary,b3f24b8476d4fffd91ad2768cc11cafffb8f03f19cd135e681f8c8fe0c51a6bc,verification:5356e71c14fd37e21ab7c643dddb505f4ceea53f374753e9df86011b8c341905,0.00184,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2036,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.95,0.95,0.95,F,True,0.99,USE_UNVERIFIED,0,0,primary,b18281aa0ac0e348f34d853bc00d4a357b969da294205c52d29c79b27d570ec2,verification:c7b14360e04f6d115e6f8c655f6b18f70d057e5941e3a226a02d3f296d3b7a16,0.00184,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2036,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,F,True,0.99,USE_UNVERIFIED,0,0,primary,ce77b2608fa835b5ca98c66a9f9caa2f9d8fec1cad2a85364bf5711e8564d228,verification:7f13b0c1771d4359f31b6ddaa2e06543d2fc46c033b0178eded5b0a1b4c3fa38,0.00184,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2036,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,F,True,0.72,USE_UNVERIFIED,0,0,primary,ad6be0d8c026f2e47028b7321cf723599d60f9649020deccec4649b3b07c510d,verification:0cb80711c6404910f3fd2af7cd40d575ceda38822715dfa0b6e8362c991d26ab,0.001838,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2036,anthropic_sonnet5,claude-sonnet-5,moderate,true_q_visible,0.72,0.72,F,True,0.72,VERIFY_FIRST,1,0,primary,c499e50955286e55e0f4703ba41436a22f2a5a41ca2399dff99fb147933132ae,verification:93b34179739e11a6f359bc5a62c77382568a8941013f7e8abf9eb998a8accf7c,0.001884,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:2036,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,F,True,0.72,VERIFY_FIRST,1,0,primary,c53a145374bc499a6e9b6fc29c904d549798da4d7bb6c96748e82dc164522ce1,verification:95845e4738822f9e8a2d234a9548ad42a3801bc798c41e5b699a405730fc6cd1,0.001884,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:2036,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.85,0.85,0.85,F,True,0.72,USE_UNVERIFIED,0,0,primary,d0ed3f84deaa4ea85debeff4e8c016e7f8f655e66b51fff7bbe69970c8c71084,verification:42898ad565bc927b9d76f7974fb3b801046247773a6315c11a1d399d09c67b1a,0.001894,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2036,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,F,True,0.72,USE_UNVERIFIED,0,0,primary,b3f24b8476d4fffd91ad2768cc11cafffb8f03f19cd135e681f8c8fe0c51a6bc,verification:f37be5145158859738cfdbfb2b25251f4952512ead63272cf13ff63407ca0c6e,0.001894,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2036,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.95,0.95,0.95,F,True,0.72,USE_UNVERIFIED,0,0,primary,b18281aa0ac0e348f34d853bc00d4a357b969da294205c52d29c79b27d570ec2,verification:fe34d2ec8faaedc03becc3ed9785632b75797edfb46ba6ab13f29f7ee71dbbe9,0.001894,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2036,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,F,True,0.72,USE_UNVERIFIED,0,0,primary,ce77b2608fa835b5ca98c66a9f9caa2f9d8fec1cad2a85364bf5711e8564d228,verification:bdd32b690b2ed905e66719bf16fec43a5804e1e2d00a35c9c0f7b33ca0c6b431,0.001894,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2044,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,B,True,0.99,USE_UNVERIFIED,0,0,primary,82fdabf5583b28bcb7990cfd5196e66cec32c76612efc89f436ab8100273cb88,verification:d296fdaaad3bfce43d0e6f1af171c53ca26ef8d6733d95fb3aaab4943dc5555d,0.001692,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2044,openai_gpt56_sol,gpt-5.6-sol,moderate,true_q_visible,0.99,0.99,B,True,0.99,USE_UNVERIFIED,0,0,primary,de71355b3656718c4dc2beb1c86608e63da2d0a5099830ccb463c405b89f297d,verification:b1e0fd522be6cc98e3901aa4de9efbcac09ad746f1ecd3dab0213639ceb4d70a,0.00176,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2044,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,B,True,0.99,USE_UNVERIFIED,0,0,primary,5e3b46048a3e11601811afd799c33d56153218f7e4a57b7f120cc42a45c3cfe9,verification:b5c55c86ea6e92ea1c81b500c71c211dd22f476d6c072e3621494ffb3b8ff3a8,0.00176,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2044,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.85,0.85,0.85,B,True,0.99,USE_UNVERIFIED,0,0,primary,61206efbd9280d881251055cde12efead1932cd003c1a36b0f8e11fa6cce4249,verification:d8a918e25c80dc1eee1fef18d6f4c42de39c148184a743e04218a14c4178dc30,0.00176,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2044,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,B,True,0.99,USE_UNVERIFIED,0,0,primary,1725146e4140e61b7d12a5ccfe36b1a007f9154c837e7be18c1e394c57511771,verification:eebfde34b1a700772f97f17e29a30246c6b7cdc143d51f250e4b79ca6a00b676,0.00176,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2044,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.95,0.95,0.95,B,True,0.99,USE_UNVERIFIED,0,0,primary,c07a9787cfc31fe4155062244a2f23591d7c12bae002cc67b2231a37eb830109,verification:de64d3a5e4c337e6e3713f1d86fbb5584ddb7420532c89bbad18f98b4ee5073b,0.00176,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2044,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,B,True,0.99,USE_UNVERIFIED,0,0,primary,de71355b3656718c4dc2beb1c86608e63da2d0a5099830ccb463c405b89f297d,verification:3b70ea7ed0950aa20613023240511a4a351cee0a7f97bcb7081fbe93d27fa6d1,0.00176,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2044,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,B,True,0.9,USE_UNVERIFIED,0,0,primary,82fdabf5583b28bcb7990cfd5196e66cec32c76612efc89f436ab8100273cb88,verification:59e385e1311183c177127262c055bddde20debcbb752eef633b851d0cb191391,0.00171,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2044,anthropic_sonnet5,claude-sonnet-5,moderate,true_q_visible,0.9,0.9,B,True,0.9,USE_UNVERIFIED,0,0,primary,1725146e4140e61b7d12a5ccfe36b1a007f9154c837e7be18c1e394c57511771,verification:39ef90b7993908dee76eb76bd20b6e30d2b51b29fe53dfebeb69e9bffa9d9c88,0.001766,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2044,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,B,True,0.9,VERIFY_FIRST,1,0,primary,5e3b46048a3e11601811afd799c33d56153218f7e4a57b7f120cc42a45c3cfe9,verification:978e00c0e8a64620f7e82f139377e4cc49db1e898b2f13daee08be558cb95923,0.001756,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:2044,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.85,0.85,0.85,B,True,0.9,USE_UNVERIFIED,0,0,primary,61206efbd9280d881251055cde12efead1932cd003c1a36b0f8e11fa6cce4249,verification:857ad460e3864c061a6552e25effb93b098dc355c7c0ef1c565985a0240992d8,0.001766,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2044,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,B,True,0.9,USE_UNVERIFIED,0,0,primary,1725146e4140e61b7d12a5ccfe36b1a007f9154c837e7be18c1e394c57511771,verification:228ea2d9bfd792347794b5e025f2c2af11b93a3268cd80abfa7976fa13f5136f,0.001766,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2044,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.95,0.95,0.95,B,True,0.9,USE_UNVERIFIED,0,0,primary,c07a9787cfc31fe4155062244a2f23591d7c12bae002cc67b2231a37eb830109,verification:a68b2a0be659cb88a4e6a08483aa82f7de911186884c211c5f0e882747b1cd72,0.001766,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2044,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,B,True,0.9,USE_UNVERIFIED,0,0,primary,de71355b3656718c4dc2beb1c86608e63da2d0a5099830ccb463c405b89f297d,verification:2c5e8914446bc617970f04ef6cce8b17d4d65d0dff7715d100f9ecc1da6ac7ff,0.001766,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2053,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,F,True,0.99,USE_UNVERIFIED,0,0,primary,52388a8fab163e2429a49bc5ff7482892c288bffd6ce00a65ac599df954fd930,verification:bf3c596d1bf8b5ae3ab4f9f40a13956755df5041eb0f5956b404e81e3394824a,0.001604,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2053,openai_gpt56_sol,gpt-5.6-sol,moderate,true_q_visible,0.99,0.99,F,True,0.99,USE_UNVERIFIED,0,0,primary,aa6b09e884cf53d2aaa02e4e90e39e5a6ccab93cdc332a481f50ab58460d6ace,verification:1503841c059d2e457bbc6c99848a30e8cb9dd9c095093b51df1c7c285c4455c8,0.001672,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2053,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,F,True,0.99,USE_UNVERIFIED,0,0,primary,b92c7c9e8a90466fb9a72b8f953193c5e61eafc4c488828164099fc11fd7da7e,verification:10149f166491722409addbc019c75acc6d7e98e949739dbb54f656f294362228,0.001672,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2053,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.85,0.85,0.85,F,True,0.99,USE_UNVERIFIED,0,0,primary,56fc9d078bd60e15d7c7642e4416476dc714f7f54bcb71070638a4c1c8e7d637,verification:1a0420c01f5c0b3d38e2f258e3a8cb1beb42456d4a3744bfe37540ca762c2f41,0.001672,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2053,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,F,True,0.99,USE_UNVERIFIED,0,0,primary,8ae5886233b89529d79e8840045d1595274b0704ccab5793b1121c71c4085e60,verification:2553320f23763ba8aab29448d057ae76f8bbabb40a9b05fa31dcbbd1e57f7cc4,0.001672,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2053,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.95,0.95,0.95,F,True,0.99,USE_UNVERIFIED,0,0,primary,1d957c521d50127ff7e7ff8c00acf46d46dfcc10c7ea577dacbe4157ef34b4bf,verification:3087eeb8af9274b1f003e57dc93f286533fd2121c2a844d940e7c06c7cf4eada,0.001672,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2053,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,F,True,0.99,USE_UNVERIFIED,0,0,primary,aa6b09e884cf53d2aaa02e4e90e39e5a6ccab93cdc332a481f50ab58460d6ace,verification:7ed0ab491aaf895dd590a8ea0f8b951fc7853089e21d19e8a8e9fdb6460f366e,0.001672,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2053,anthropic_sonnet5,claude-sonnet-5,moderate,hidden,,,F,True,0.97,USE_UNVERIFIED,0,0,primary,52388a8fab163e2429a49bc5ff7482892c288bffd6ce00a65ac599df954fd930,verification:0b3006af97069f998bdf6e23389ae0145615bae320d7e8a9bb0c0a70e8de8b41,0.001618,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2053,anthropic_sonnet5,claude-sonnet-5,moderate,true_q_visible,0.97,0.97,F,True,0.97,USE_UNVERIFIED,0,0,primary,b5b1b0ce3ba78675ef6606873b8f803cd0583686bb5e083a9fa10752a5d5899e,verification:e2d991725cf802670ffc808d773fcd75fab8d7c8afab1b12e05c107b8405e956,0.001674,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2053,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.70,0.7,0.7,F,True,0.97,USE_UNVERIFIED,0,0,primary,b92c7c9e8a90466fb9a72b8f953193c5e61eafc4c488828164099fc11fd7da7e,verification:798531a95d00e9936401080956d78cc438c1b4cb2b7a731977249bad20252db1,0.001674,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2053,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.85,0.85,0.85,F,True,0.97,USE_UNVERIFIED,0,0,primary,56fc9d078bd60e15d7c7642e4416476dc714f7f54bcb71070638a4c1c8e7d637,verification:0f80342e904e763e29652a277dedec0ab167b1f9b3283543ccaaa48dfe9d52f6,0.001674,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2053,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.90,0.9,0.9,F,True,0.97,USE_UNVERIFIED,0,0,primary,8ae5886233b89529d79e8840045d1595274b0704ccab5793b1121c71c4085e60,verification:35f8eacd26e26de925c7977ab38d5be752b2bd6a5c8d9dbe47c09f5e0e2046ee,0.001674,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2053,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.95,0.95,0.95,F,True,0.97,USE_UNVERIFIED,0,0,primary,1d957c521d50127ff7e7ff8c00acf46d46dfcc10c7ea577dacbe4157ef34b4bf,verification:dfa651a5a4add7acb012da056a445cdad11df443e86af2d8bb7474f83d8cf5f6,0.001674,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2053,anthropic_sonnet5,claude-sonnet-5,moderate,displayed_0.99,0.99,0.99,F,True,0.97,USE_UNVERIFIED,0,0,primary,aa6b09e884cf53d2aaa02e4e90e39e5a6ccab93cdc332a481f50ab58460d6ace,verification:f7929c33fb68017507af2a225a1a61fcbcab2cb5f13894bec07560562149d65a,0.001674,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2059,openai_gpt56_sol,gpt-5.6-sol,moderate,hidden,,,C,True,0.99,USE_UNVERIFIED,0,0,primary,45546d72ca9d22c5bff745a117380bef1b94a4eaddabb3cb4a89679266a28d1e,verification:1a8db494567a80eee0d2d60b812dfb7ee019399acbc9f49f4a022c3094e5c763,0.002292,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2059,openai_gpt56_sol,gpt-5.6-sol,moderate,true_q_visible,0.99,0.99,C,True,0.99,USE_UNVERIFIED,0,0,primary,2631e547ff67b236efdade60bf557b53e2165451e22244ab7a7a9e33d7358970,verification:3206e0fc29f1d155aff2fe6f03b17c31300eb66a0bac89621e240d2d14c90ae7,0.00236,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2059,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.70,0.7,0.7,C,True,0.99,VERIFY_FIRST,1,0,primary,f5a3dc2b8eef0588f1d95ea3d3ade9a17b641a98df59495bcfce683961f9551c,verification:cb58c01ebd723b59f9e30a2f5c63e5a65788c416451c6fc5860df6344336d51f,0.00232,"{""action"":""VERIFY_FIRST""}"
mmlu_pro:test:2059,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.85,0.85,0.85,C,True,0.99,USE_UNVERIFIED,0,0,primary,81269c067d65e19e3ad0611d6f915ccf8da2847f7acc05990517f2b2dc901c70,verification:9ee26c306a323c81eee0178f0b6b6fce0ac3e94ad824d6b29d28bc9efcf2c1fb,0.00236,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2059,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.90,0.9,0.9,C,True,0.99,USE_UNVERIFIED,0,0,primary,fa4dce1f11a3da43d8ac6179491dc2ab1aff1242b60b8e5ac54776a7dfb91252,verification:33e7c09126f28fb8fe90b0e2de1cb076636ce51c49da0e224e23248198e83899,0.00236,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2059,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.95,0.95,0.95,C,True,0.99,USE_UNVERIFIED,0,0,primary,1e6c521753b51c868e10ac739ef24751275b78264468a094b34452250b059afc,verification:a065ae8b1c2d144ece88a251e29f570d945d9d23357a93ac9f8fdfbdcfaf6aee,0.00236,"{""action"":""USE_UNVERIFIED""}"
mmlu_pro:test:2059,openai_gpt56_sol,gpt-5.6-sol,moderate,displayed_0.99,0.99,0.99,C,True,0.99,USE_UNVERIFIED,0,0,primary,2631e547ff67b236efdade60bf557b53e2165451e22244ab7a7a9e33d7358970,verification:01f8c3a0a1896d8dd645e8930a3ab2c26587eea62ad355374b098228615f5c24,0.00236,"{""action"":""USE_UNVERIFIED""}"
