section,question_id,model_alias,L,display_condition,displayed_confidence,stage1_correct,all_three_agree,split_2_1,pairwise_disagreement,verify_propensity,primary_verify
per_cell,mmlu_pro:test:2849,anthropic_sonnet5,20.0,hidden,,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:2849,anthropic_sonnet5,20.0,true_confidence_visible,0.93,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:2849,anthropic_sonnet5,20.0,manipulated_1,0.9,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:2849,anthropic_sonnet5,20.0,manipulated_2,0.93,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:2849,anthropic_sonnet5,20.0,manipulated_3,0.94,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:2849,anthropic_sonnet5,20.0,manipulated_4,0.96,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:2849,anthropic_sonnet5,20.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:2849,openai_gpt56_sol,10.0,hidden,,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:2849,openai_gpt56_sol,10.0,true_confidence_visible,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:2849,openai_gpt56_sol,10.0,manipulated_1,0.8,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:2849,openai_gpt56_sol,10.0,manipulated_2,0.88,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:2849,openai_gpt56_sol,10.0,manipulated_3,0.89,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:2849,openai_gpt56_sol,10.0,manipulated_4,0.91,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:2849,openai_gpt56_sol,10.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:2849,openai_gpt56_sol,20.0,hidden,,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:2849,openai_gpt56_sol,20.0,true_confidence_visible,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:2849,openai_gpt56_sol,20.0,manipulated_1,0.9,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:2849,openai_gpt56_sol,20.0,manipulated_2,0.93,True,0,1,0.6666666666666666,0.6666666666666666,1
per_cell,mmlu_pro:test:2849,openai_gpt56_sol,20.0,manipulated_3,0.94,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:2849,openai_gpt56_sol,20.0,manipulated_4,0.96,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:2849,openai_gpt56_sol,20.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3333,anthropic_sonnet5,10.0,hidden,,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3333,anthropic_sonnet5,10.0,true_confidence_visible,0.75,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:3333,anthropic_sonnet5,10.0,manipulated_1,0.8,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:3333,anthropic_sonnet5,10.0,manipulated_2,0.88,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:3333,anthropic_sonnet5,10.0,manipulated_3,0.89,True,0,1,0.6666666666666666,0.3333333333333333,1
per_cell,mmlu_pro:test:3333,anthropic_sonnet5,10.0,manipulated_4,0.91,True,0,1,0.6666666666666666,0.6666666666666666,0
per_cell,mmlu_pro:test:3333,anthropic_sonnet5,10.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3333,anthropic_sonnet5,20.0,hidden,,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3333,anthropic_sonnet5,20.0,true_confidence_visible,0.75,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:3333,anthropic_sonnet5,20.0,manipulated_1,0.9,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:3333,anthropic_sonnet5,20.0,manipulated_2,0.93,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:3333,anthropic_sonnet5,20.0,manipulated_3,0.94,True,0,1,0.6666666666666666,0.6666666666666666,1
per_cell,mmlu_pro:test:3333,anthropic_sonnet5,20.0,manipulated_4,0.96,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3333,anthropic_sonnet5,20.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3333,openai_gpt56_sol,10.0,hidden,,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3333,openai_gpt56_sol,10.0,true_confidence_visible,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3333,openai_gpt56_sol,10.0,manipulated_1,0.8,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:3333,openai_gpt56_sol,10.0,manipulated_2,0.88,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:3333,openai_gpt56_sol,10.0,manipulated_3,0.89,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:3333,openai_gpt56_sol,10.0,manipulated_4,0.91,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3333,openai_gpt56_sol,10.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3333,openai_gpt56_sol,20.0,hidden,,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3333,openai_gpt56_sol,20.0,true_confidence_visible,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3333,openai_gpt56_sol,20.0,manipulated_1,0.9,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:3333,openai_gpt56_sol,20.0,manipulated_2,0.93,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:3333,openai_gpt56_sol,20.0,manipulated_3,0.94,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:3333,openai_gpt56_sol,20.0,manipulated_4,0.96,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3333,openai_gpt56_sol,20.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,anthropic_sonnet5,10.0,hidden,,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,anthropic_sonnet5,10.0,true_confidence_visible,0.98,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,anthropic_sonnet5,10.0,manipulated_1,0.8,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,anthropic_sonnet5,10.0,manipulated_2,0.88,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,anthropic_sonnet5,10.0,manipulated_3,0.89,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,anthropic_sonnet5,10.0,manipulated_4,0.91,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,anthropic_sonnet5,10.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,anthropic_sonnet5,20.0,hidden,,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,anthropic_sonnet5,20.0,true_confidence_visible,0.98,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,anthropic_sonnet5,20.0,manipulated_1,0.9,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,anthropic_sonnet5,20.0,manipulated_2,0.93,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,anthropic_sonnet5,20.0,manipulated_3,0.94,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,anthropic_sonnet5,20.0,manipulated_4,0.96,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,anthropic_sonnet5,20.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,openai_gpt56_sol,10.0,hidden,,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,openai_gpt56_sol,10.0,true_confidence_visible,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,openai_gpt56_sol,10.0,manipulated_1,0.8,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:3888,openai_gpt56_sol,10.0,manipulated_2,0.88,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:3888,openai_gpt56_sol,10.0,manipulated_3,0.89,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:3888,openai_gpt56_sol,10.0,manipulated_4,0.91,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,openai_gpt56_sol,10.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,openai_gpt56_sol,20.0,hidden,,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,openai_gpt56_sol,20.0,true_confidence_visible,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,openai_gpt56_sol,20.0,manipulated_1,0.9,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:3888,openai_gpt56_sol,20.0,manipulated_2,0.93,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:3888,openai_gpt56_sol,20.0,manipulated_3,0.94,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:3888,openai_gpt56_sol,20.0,manipulated_4,0.96,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:3888,openai_gpt56_sol,20.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:429,anthropic_sonnet5,10.0,hidden,,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,anthropic_sonnet5,10.0,true_confidence_visible,0.85,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,anthropic_sonnet5,10.0,manipulated_1,0.8,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,anthropic_sonnet5,10.0,manipulated_2,0.88,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,anthropic_sonnet5,10.0,manipulated_3,0.89,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,anthropic_sonnet5,10.0,manipulated_4,0.91,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,anthropic_sonnet5,10.0,manipulated_5,0.99,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,anthropic_sonnet5,20.0,hidden,,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,anthropic_sonnet5,20.0,true_confidence_visible,0.85,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,anthropic_sonnet5,20.0,manipulated_1,0.9,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,anthropic_sonnet5,20.0,manipulated_2,0.93,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,anthropic_sonnet5,20.0,manipulated_3,0.94,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,anthropic_sonnet5,20.0,manipulated_4,0.96,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,anthropic_sonnet5,20.0,manipulated_5,0.99,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,openai_gpt56_sol,10.0,hidden,,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,openai_gpt56_sol,10.0,true_confidence_visible,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:429,openai_gpt56_sol,10.0,manipulated_1,0.8,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,openai_gpt56_sol,10.0,manipulated_2,0.88,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,openai_gpt56_sol,10.0,manipulated_3,0.89,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,openai_gpt56_sol,10.0,manipulated_4,0.91,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:429,openai_gpt56_sol,10.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:429,openai_gpt56_sol,20.0,hidden,,True,0,1,0.6666666666666666,0.3333333333333333,1
per_cell,mmlu_pro:test:429,openai_gpt56_sol,20.0,true_confidence_visible,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:429,openai_gpt56_sol,20.0,manipulated_1,0.9,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,openai_gpt56_sol,20.0,manipulated_2,0.93,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,openai_gpt56_sol,20.0,manipulated_3,0.94,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:429,openai_gpt56_sol,20.0,manipulated_4,0.96,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:429,openai_gpt56_sol,20.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:4290,anthropic_sonnet5,10.0,hidden,,False,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:4290,anthropic_sonnet5,10.0,true_confidence_visible,0.72,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4290,anthropic_sonnet5,10.0,manipulated_1,0.8,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4290,anthropic_sonnet5,10.0,manipulated_2,0.88,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4290,anthropic_sonnet5,10.0,manipulated_3,0.89,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4290,anthropic_sonnet5,10.0,manipulated_4,0.91,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4290,anthropic_sonnet5,10.0,manipulated_5,0.99,False,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:4290,anthropic_sonnet5,20.0,hidden,,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4290,anthropic_sonnet5,20.0,true_confidence_visible,0.72,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4290,anthropic_sonnet5,20.0,manipulated_1,0.9,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4290,anthropic_sonnet5,20.0,manipulated_2,0.93,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4290,anthropic_sonnet5,20.0,manipulated_3,0.94,False,0,1,0.6666666666666666,0.6666666666666666,0
per_cell,mmlu_pro:test:4290,anthropic_sonnet5,20.0,manipulated_4,0.96,False,0,1,0.6666666666666666,0.3333333333333333,0
per_cell,mmlu_pro:test:4290,anthropic_sonnet5,20.0,manipulated_5,0.99,False,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:4290,openai_gpt56_sol,10.0,hidden,,False,0,1,0.6666666666666666,0.3333333333333333,0
per_cell,mmlu_pro:test:4290,openai_gpt56_sol,10.0,true_confidence_visible,0.89,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4290,openai_gpt56_sol,10.0,manipulated_1,0.8,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4290,openai_gpt56_sol,10.0,manipulated_2,0.88,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4290,openai_gpt56_sol,10.0,manipulated_3,0.89,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4290,openai_gpt56_sol,10.0,manipulated_4,0.91,False,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:4290,openai_gpt56_sol,10.0,manipulated_5,0.99,False,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:4290,openai_gpt56_sol,20.0,hidden,,False,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:4290,openai_gpt56_sol,20.0,true_confidence_visible,0.89,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4290,openai_gpt56_sol,20.0,manipulated_1,0.9,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4290,openai_gpt56_sol,20.0,manipulated_2,0.93,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4290,openai_gpt56_sol,20.0,manipulated_3,0.94,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4290,openai_gpt56_sol,20.0,manipulated_4,0.96,False,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:4290,openai_gpt56_sol,20.0,manipulated_5,0.99,False,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:4568,anthropic_sonnet5,10.0,hidden,,True,0,1,0.6666666666666666,0.6666666666666666,0
per_cell,mmlu_pro:test:4568,anthropic_sonnet5,10.0,true_confidence_visible,0.85,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4568,anthropic_sonnet5,10.0,manipulated_1,0.8,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4568,anthropic_sonnet5,10.0,manipulated_2,0.88,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4568,anthropic_sonnet5,10.0,manipulated_3,0.89,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4568,anthropic_sonnet5,10.0,manipulated_4,0.91,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4568,anthropic_sonnet5,10.0,manipulated_5,0.99,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4568,anthropic_sonnet5,20.0,hidden,,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4568,anthropic_sonnet5,20.0,true_confidence_visible,0.85,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4568,anthropic_sonnet5,20.0,manipulated_1,0.9,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4568,anthropic_sonnet5,20.0,manipulated_2,0.93,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4568,anthropic_sonnet5,20.0,manipulated_3,0.94,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4568,anthropic_sonnet5,20.0,manipulated_4,0.96,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4568,anthropic_sonnet5,20.0,manipulated_5,0.99,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4568,openai_gpt56_sol,10.0,hidden,,True,0,1,0.6666666666666666,0.3333333333333333,0
per_cell,mmlu_pro:test:4568,openai_gpt56_sol,10.0,true_confidence_visible,0.98,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:4568,openai_gpt56_sol,10.0,manipulated_1,0.8,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4568,openai_gpt56_sol,10.0,manipulated_2,0.88,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4568,openai_gpt56_sol,10.0,manipulated_3,0.89,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4568,openai_gpt56_sol,10.0,manipulated_4,0.91,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:4568,openai_gpt56_sol,10.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:4568,openai_gpt56_sol,20.0,hidden,,True,0,1,0.6666666666666666,0.6666666666666666,1
per_cell,mmlu_pro:test:4568,openai_gpt56_sol,20.0,true_confidence_visible,0.98,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:4568,openai_gpt56_sol,20.0,manipulated_1,0.9,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4568,openai_gpt56_sol,20.0,manipulated_2,0.93,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4568,openai_gpt56_sol,20.0,manipulated_3,0.94,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4568,openai_gpt56_sol,20.0,manipulated_4,0.96,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:4568,openai_gpt56_sol,20.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:471,anthropic_sonnet5,10.0,hidden,,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,anthropic_sonnet5,10.0,true_confidence_visible,0.72,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,anthropic_sonnet5,10.0,manipulated_1,0.8,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,anthropic_sonnet5,10.0,manipulated_2,0.88,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,anthropic_sonnet5,10.0,manipulated_3,0.89,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,anthropic_sonnet5,10.0,manipulated_4,0.91,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,anthropic_sonnet5,10.0,manipulated_5,0.99,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,anthropic_sonnet5,20.0,hidden,,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,anthropic_sonnet5,20.0,true_confidence_visible,0.72,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,anthropic_sonnet5,20.0,manipulated_1,0.9,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,anthropic_sonnet5,20.0,manipulated_2,0.93,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,anthropic_sonnet5,20.0,manipulated_3,0.94,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,anthropic_sonnet5,20.0,manipulated_4,0.96,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,anthropic_sonnet5,20.0,manipulated_5,0.99,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,openai_gpt56_sol,10.0,hidden,,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,openai_gpt56_sol,10.0,true_confidence_visible,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:471,openai_gpt56_sol,10.0,manipulated_1,0.8,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,openai_gpt56_sol,10.0,manipulated_2,0.88,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,openai_gpt56_sol,10.0,manipulated_3,0.89,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,openai_gpt56_sol,10.0,manipulated_4,0.91,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:471,openai_gpt56_sol,10.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:471,openai_gpt56_sol,20.0,hidden,,True,0,1,0.6666666666666666,0.6666666666666666,1
per_cell,mmlu_pro:test:471,openai_gpt56_sol,20.0,true_confidence_visible,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:471,openai_gpt56_sol,20.0,manipulated_1,0.9,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,openai_gpt56_sol,20.0,manipulated_2,0.93,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,openai_gpt56_sol,20.0,manipulated_3,0.94,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:471,openai_gpt56_sol,20.0,manipulated_4,0.96,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:471,openai_gpt56_sol,20.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:4773,anthropic_sonnet5,10.0,hidden,,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,anthropic_sonnet5,10.0,true_confidence_visible,0.35,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,anthropic_sonnet5,10.0,manipulated_1,0.8,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,anthropic_sonnet5,10.0,manipulated_2,0.88,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,anthropic_sonnet5,10.0,manipulated_3,0.89,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,anthropic_sonnet5,10.0,manipulated_4,0.91,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,anthropic_sonnet5,10.0,manipulated_5,0.99,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,anthropic_sonnet5,20.0,hidden,,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,anthropic_sonnet5,20.0,true_confidence_visible,0.35,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,anthropic_sonnet5,20.0,manipulated_1,0.9,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,anthropic_sonnet5,20.0,manipulated_2,0.93,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,anthropic_sonnet5,20.0,manipulated_3,0.94,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,anthropic_sonnet5,20.0,manipulated_4,0.96,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,anthropic_sonnet5,20.0,manipulated_5,0.99,False,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,openai_gpt56_sol,10.0,hidden,,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,openai_gpt56_sol,10.0,true_confidence_visible,0.88,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,openai_gpt56_sol,10.0,manipulated_1,0.8,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,openai_gpt56_sol,10.0,manipulated_2,0.88,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,openai_gpt56_sol,10.0,manipulated_3,0.89,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,openai_gpt56_sol,10.0,manipulated_4,0.91,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:4773,openai_gpt56_sol,10.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:4773,openai_gpt56_sol,20.0,hidden,,True,0,1,0.6666666666666666,0.6666666666666666,1
per_cell,mmlu_pro:test:4773,openai_gpt56_sol,20.0,true_confidence_visible,0.88,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,openai_gpt56_sol,20.0,manipulated_1,0.9,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,openai_gpt56_sol,20.0,manipulated_2,0.93,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,openai_gpt56_sol,20.0,manipulated_3,0.94,True,1,0,0.0,1.0,1
per_cell,mmlu_pro:test:4773,openai_gpt56_sol,20.0,manipulated_4,0.96,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:4773,openai_gpt56_sol,20.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,anthropic_sonnet5,10.0,hidden,,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,anthropic_sonnet5,10.0,true_confidence_visible,0.92,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,anthropic_sonnet5,10.0,manipulated_1,0.8,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,anthropic_sonnet5,10.0,manipulated_2,0.88,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,anthropic_sonnet5,10.0,manipulated_3,0.89,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,anthropic_sonnet5,10.0,manipulated_4,0.91,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,anthropic_sonnet5,10.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,anthropic_sonnet5,20.0,hidden,,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,anthropic_sonnet5,20.0,true_confidence_visible,0.92,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,anthropic_sonnet5,20.0,manipulated_1,0.9,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,anthropic_sonnet5,20.0,manipulated_2,0.93,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,anthropic_sonnet5,20.0,manipulated_3,0.94,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,anthropic_sonnet5,20.0,manipulated_4,0.96,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,anthropic_sonnet5,20.0,manipulated_5,0.99,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,openai_gpt56_sol,10.0,hidden,,True,1,0,0.0,0.0,0
per_cell,mmlu_pro:test:6452,openai_gpt56_sol,10.0,true_confidence_visible,0.98,True,1,0,0.0,0.0,0
