question_id,category,n_choices,question_char_len,gpt_correct,claude_correct,gemini_correct,grok_correct,target_model,other_models,other_n_correct,difficulty_bin
mmlu_pro:test:6790,health,10,964,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6790,health,10,964,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6856,economics,10,42,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6856,economics,10,42,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6893,economics,4,176,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:6893,economics,4,176,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:7085,economics,10,869,0,1,0,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:7085,economics,10,869,0,1,0,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,hard_0to1
mmlu_pro:test:7434,economics,10,14,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:7434,economics,10,14,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:7552,economics,10,257,0,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:7552,economics,10,257,0,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:7622,economics,10,162,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:7622,economics,10,162,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:774,business,10,206,0,0,1,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:774,business,10,206,0,0,1,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:79,business,10,148,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:79,business,10,148,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:8186,math,10,36,0,0,1,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:8186,math,10,36,0,0,1,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:8317,math,10,43,1,0,0,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",0,hard_0to1
mmlu_pro:test:8317,math,10,43,1,0,0,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:8662,math,10,269,1,0,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:8662,math,10,269,1,0,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:9018,math,10,50,1,0,1,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,hard_0to1
mmlu_pro:test:9018,math,10,50,1,0,1,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:9601,physics,10,391,1,1,1,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:9601,physics,10,391,1,1,1,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",2,medium_2
mmlu_pro:test:9646,physics,10,87,0,0,0,0,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",0,hard_0to1
mmlu_pro:test:9646,physics,10,87,0,0,0,0,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,hard_0to1
mmlu_pro:test:9826,physics,10,73,1,1,1,1,openai_gpt56_sol,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
mmlu_pro:test:9826,physics,10,73,1,1,1,1,anthropic_sonnet5,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",3,easy_3
