ai_action,confidence_visibility,error_cost,example_id,human_action,is_correct,model_id,probability_correct,prompt_family
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:11151,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:11151,USE_UNVERIFIED,True,openai_gpt56_sol,0.96,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:11151,VERIFY_FIRST,True,openai_gpt56_sol,0.96,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:11170,VERIFY_FIRST,True,openai_gpt56_sol,0.78,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:11170,VERIFY_FIRST,True,openai_gpt56_sol,0.78,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:11201,VERIFY_FIRST,True,anthropic_sonnet5,0.72,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:11207,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.95,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:11207,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.95,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:11207,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.95,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:11207,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.95,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:11242,VERIFY_FIRST,True,openai_gpt56_sol,0.83,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:11242,VERIFY_FIRST,True,openai_gpt56_sol,0.83,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:11271,USE_UNVERIFIED,False,google_gemini38_flash,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:11271,USE_UNVERIFIED,False,google_gemini38_flash,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:11300,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.6,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:11300,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.6,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:1131,USE_UNVERIFIED,True,openai_gpt56_sol,0.94,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:11327,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:11413,VERIFY_FIRST,False,google_gemini38_flash,0.8,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:11413,USE_UNVERIFIED,False,google_gemini38_flash,0.8,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:11413,USE_UNVERIFIED,False,google_gemini38_flash,0.8,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:11413,VERIFY_FIRST,False,google_gemini38_flash,0.8,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:11444,VERIFY_FIRST,False,google_gemini38_flash,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:11491,VERIFY_FIRST,False,google_gemini38_flash,0.9,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:11491,VERIFY_FIRST,False,google_gemini38_flash,0.9,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:11491,USE_UNVERIFIED,False,google_gemini38_flash,0.9,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:115,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.4,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:115,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.4,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:115,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.4,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:11542,VERIFY_FIRST,True,google_gemini38_flash,0.4,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:11542,USE_UNVERIFIED,True,google_gemini38_flash,0.4,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:11570,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.95,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:11570,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.95,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:11584,USE_UNVERIFIED,True,openai_gpt56_sol,0.97,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:11623,USE_UNVERIFIED,False,google_gemini38_flash,0.2,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:11647,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:11647,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:11673,VERIFY_FIRST,True,google_gemini38_flash,0.95,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:11673,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:11673,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:11701,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.4,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:11709,USE_UNVERIFIED,True,google_gemini38_flash,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:11709,USE_UNVERIFIED,False,openai_gpt56_sol,0.93,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:11764,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:11773,USE_UNVERIFIED,True,openai_gpt56_sol,0.97,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:11774,USE_UNVERIFIED,True,google_gemini38_flash,0.95,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:11774,USE_UNVERIFIED,True,openai_gpt56_sol,0.97,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:11774,USE_UNVERIFIED,True,openai_gpt56_sol,0.97,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:11782,USE_UNVERIFIED,True,openai_gpt56_sol,0.99,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:11782,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:11801,USE_UNVERIFIED,False,google_gemini38_flash,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:11802,VERIFY_FIRST,False,google_gemini38_flash,0.05,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:11803,USE_UNVERIFIED,False,google_gemini38_flash,0.4,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:11906,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:11906,USE_UNVERIFIED,True,openai_gpt56_sol,0.98,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:11906,USE_UNVERIFIED,True,openai_gpt56_sol,0.98,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:11914,VERIFY_FIRST,True,openai_gpt56_sol,0.97,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:11944,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.25,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:11987,VERIFY_FIRST,True,openai_gpt56_sol,0.995,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:11987,VERIFY_FIRST,True,openai_gpt56_sol,0.995,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:12056,USE_UNVERIFIED,True,google_gemini38_flash,0.95,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:12103,VERIFY_FIRST,False,google_gemini38_flash,0.65,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:12103,USE_UNVERIFIED,False,google_gemini38_flash,0.65,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:12109,USE_UNVERIFIED,False,google_gemini38_flash,0.6,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:12123,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.9,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:12123,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.9,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:12123,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.9,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:12123,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.9,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:12175,USE_UNVERIFIED,True,google_gemini38_flash,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:12185,VERIFY_FIRST,True,openai_gpt56_sol,0.97,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:1247,USE_UNVERIFIED,True,anthropic_sonnet5,0.6,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:1247,USE_UNVERIFIED,True,anthropic_sonnet5,0.6,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:1247,USE_UNVERIFIED,False,openai_gpt56_sol,0.93,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:1247,USE_UNVERIFIED,False,openai_gpt56_sol,0.93,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:1252,USE_UNVERIFIED,True,openai_gpt56_sol,0.95,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:1252,VERIFY_FIRST,True,openai_gpt56_sol,0.95,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:1252,USE_UNVERIFIED,True,openai_gpt56_sol,0.95,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:129,USE_UNVERIFIED,False,openai_gpt56_sol,0.84,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:129,USE_UNVERIFIED,False,openai_gpt56_sol,0.84,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:129,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:1313,VERIFY_FIRST,True,openai_gpt56_sol,0.98,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:1313,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:1317,VERIFY_FIRST,True,google_gemini38_flash,0.7,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:1317,USE_UNVERIFIED,True,google_gemini38_flash,0.7,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:1317,USE_UNVERIFIED,True,google_gemini38_flash,0.7,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:1328,USE_UNVERIFIED,True,anthropic_sonnet5,0.75,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:1328,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:1340,USE_UNVERIFIED,True,google_gemini38_flash,0.95,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:1340,VERIFY_FIRST,False,openai_gpt56_sol,0.04,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:1340,USE_UNVERIFIED,False,openai_gpt56_sol,0.04,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:1340,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.25,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:136,VERIFY_FIRST,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:136,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:136,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:136,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.5,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:136,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.5,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:1404,USE_UNVERIFIED,True,anthropic_sonnet5,0.65,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:1431,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:1431,VERIFY_FIRST,True,openai_gpt56_sol,0.97,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:1433,USE_UNVERIFIED,True,google_gemini38_flash,0.95,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:1433,USE_UNVERIFIED,True,openai_gpt56_sol,0.92,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:1433,USE_UNVERIFIED,True,openai_gpt56_sol,0.92,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:1441,USE_UNVERIFIED,False,google_gemini38_flash,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:1441,USE_UNVERIFIED,False,openai_gpt56_sol,0.93,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:1441,VERIFY_FIRST,False,openai_gpt56_sol,0.93,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:1441,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:1441,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:1441,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:1441,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:1485,VERIFY_FIRST,True,openai_gpt56_sol,0.96,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:1498,USE_UNVERIFIED,True,openai_gpt56_sol,0.98,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:1508,VERIFY_FIRST,False,openai_gpt56_sol,0.97,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:162,USE_UNVERIFIED,True,openai_gpt56_sol,0.99,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:162,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:1651,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:1651,USE_UNVERIFIED,True,openai_gpt56_sol,0.97,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:1651,USE_UNVERIFIED,True,openai_gpt56_sol,0.97,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:1658,VERIFY_FIRST,False,openai_gpt56_sol,0.98,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:1658,USE_UNVERIFIED,False,openai_gpt56_sol,0.98,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:1658,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.4,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:1658,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.4,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:1688,VERIFY_FIRST,False,openai_gpt56_sol,0.93,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:1688,USE_UNVERIFIED,False,openai_gpt56_sol,0.93,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:1688,USE_UNVERIFIED,False,openai_gpt56_sol,0.93,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:1688,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:1730,VERIFY_FIRST,False,openai_gpt56_sol,0.97,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:1731,VERIFY_FIRST,True,openai_gpt56_sol,0.86,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:178,VERIFY_FIRST,True,openai_gpt56_sol,0.02,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:1783,VERIFY_FIRST,True,openai_gpt56_sol,0.86,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:1844,USE_UNVERIFIED,True,openai_gpt56_sol,0.94,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:186,VERIFY_FIRST,True,openai_gpt56_sol,0.99,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:186,USE_UNVERIFIED,False,xai_grok420_nonreasoning,0.3,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:186,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.3,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:1860,USE_UNVERIFIED,True,google_gemini38_flash,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:1860,USE_UNVERIFIED,True,google_gemini38_flash,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:1860,VERIFY_FIRST,True,openai_gpt56_sol,0.91,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:1860,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
USE_UNVERIFIED,visible,10.0,mmlu_pro:test:1908,VERIFY_FIRST,False,openai_gpt56_sol,0.93,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:1908,USE_UNVERIFIED,False,openai_gpt56_sol,0.93,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:1908,VERIFY_FIRST,False,openai_gpt56_sol,0.93,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:1936,USE_UNVERIFIED,True,google_gemini38_flash,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:1968,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:1968,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:1968,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:2040,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:2040,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:2040,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:2066,VERIFY_FIRST,True,openai_gpt56_sol,0.93,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:2066,VERIFY_FIRST,True,openai_gpt56_sol,0.93,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:2077,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
VERIFY_FIRST,hidden,2.0,mmlu_pro:test:2077,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:2077,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:2077,USE_UNVERIFIED,True,openai_gpt56_sol,0.82,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:2077,USE_UNVERIFIED,True,openai_gpt56_sol,0.82,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:2077,USE_UNVERIFIED,True,openai_gpt56_sol,0.82,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:2077,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:2089,USE_UNVERIFIED,True,google_gemini38_flash,0.95,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:2097,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.95,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:2097,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.95,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:2130,USE_UNVERIFIED,True,anthropic_sonnet5,0.9,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:2130,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:2140,USE_UNVERIFIED,True,openai_gpt56_sol,0.98,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:2180,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:2180,VERIFY_FIRST,True,openai_gpt56_sol,0.98,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:2192,VERIFY_FIRST,True,google_gemini38_flash,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,5.0,mmlu_pro:test:2192,USE_UNVERIFIED,True,google_gemini38_flash,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:2192,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,20.0,mmlu_pro:test:2192,VERIFY_FIRST,False,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:2210,USE_UNVERIFIED,True,anthropic_sonnet5,0.9,v2_owner_match_v1
VERIFY_FIRST,visible,20.0,mmlu_pro:test:2210,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:2223,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:2223,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,5.0,mmlu_pro:test:2223,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:2234,USE_UNVERIFIED,True,anthropic_sonnet5,0.9,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:2234,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:2234,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:2284,VERIFY_FIRST,False,google_gemini38_flash,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,20.0,mmlu_pro:test:2284,USE_UNVERIFIED,True,openai_gpt56_sol,0.93,v2_owner_match_v1
USE_UNVERIFIED,hidden,10.0,mmlu_pro:test:2287,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,2.0,mmlu_pro:test:2287,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:2317,USE_UNVERIFIED,True,anthropic_sonnet5,0.72,v2_owner_match_v1
USE_UNVERIFIED,visible,2.0,mmlu_pro:test:2317,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:2317,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:2322,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:2331,USE_UNVERIFIED,True,anthropic_sonnet5,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:2331,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.65,v2_owner_match_v1
VERIFY_FIRST,hidden,10.0,mmlu_pro:test:2362,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.95,v2_owner_match_v1
USE_UNVERIFIED,hidden,20.0,mmlu_pro:test:2362,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.95,v2_owner_match_v1
USE_UNVERIFIED,hidden,2.0,mmlu_pro:test:2365,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
USE_UNVERIFIED,hidden,5.0,mmlu_pro:test:2365,VERIFY_FIRST,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,5.0,mmlu_pro:test:2365,USE_UNVERIFIED,True,xai_grok420_nonreasoning,0.85,v2_owner_match_v1
VERIFY_FIRST,visible,10.0,mmlu_pro:test:2378,USE_UNVERIFIED,True,anthropic_sonnet5,0.9,v2_owner_match_v1
