question_id,model_alias,stage1_correct,error,q1,q2,hidden_verify_fraction,hidden_verify_count,n_hidden_cells,single_hidden_verify,canonical_hidden_spec,category,n_choices,question_char_len,question_ws_tokens,other_n_correct,other_frac_correct,other_frac_wrong,other_models,target_correct,gpt_correct,claude_correct,gemini_correct,grok_correct,choice_count_varies
mmlu_pro:test:3156,openai_gpt56_sol,True,0,0.99,0.99,0.0,0,8,0,ai_system|L=10|hidden,biology,10,454,69,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3156,anthropic_sonnet5,True,0,0.72,0.85,0.0,0,8,0,ai_system|L=10|hidden,biology,10,454,69,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3162,openai_gpt56_sol,True,0,0.98,0.99,0.0,0,8,0,ai_system|L=10|hidden,biology,10,216,33,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3162,anthropic_sonnet5,True,0,0.9,0.9,0.0,0,8,0,ai_system|L=10|hidden,biology,10,216,33,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3175,openai_gpt56_sol,True,0,0.99,0.99,0.0,0,8,0,ai_system|L=10|hidden,biology,10,128,20,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3175,anthropic_sonnet5,True,0,0.97,0.97,0.0,0,8,0,ai_system|L=10|hidden,biology,10,128,20,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3215,openai_gpt56_sol,True,0,0.99,0.99,0.0,0,8,0,ai_system|L=10|hidden,biology,10,291,49,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3215,anthropic_sonnet5,True,0,0.92,0.9,0.0,0,8,0,ai_system|L=10|hidden,biology,10,291,49,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3223,openai_gpt56_sol,True,0,0.99,0.99,0.0,0,8,0,ai_system|L=10|hidden,biology,10,120,25,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3223,anthropic_sonnet5,True,0,0.95,0.95,0.0,0,8,0,ai_system|L=10|hidden,biology,10,120,25,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3225,openai_gpt56_sol,True,0,0.99,0.99,0.0,0,8,0,ai_system|L=10|hidden,biology,10,83,15,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3225,anthropic_sonnet5,True,0,0.75,0.7,0.0,0,8,0,ai_system|L=10|hidden,biology,10,83,15,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3261,openai_gpt56_sol,True,0,0.98,0.94,0.0,0,8,0,ai_system|L=10|hidden,biology,6,176,31,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3261,anthropic_sonnet5,True,0,0.85,0.72,0.25,2,8,1,ai_system|L=10|hidden,biology,6,176,31,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3311,openai_gpt56_sol,True,0,0.99,0.99,0.0,0,8,0,ai_system|L=10|hidden,biology,10,133,21,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3311,anthropic_sonnet5,True,0,0.97,0.97,0.0,0,8,0,ai_system|L=10|hidden,biology,10,133,21,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3333,openai_gpt56_sol,True,0,0.99,0.99,0.0,0,8,0,ai_system|L=10|hidden,biology,4,86,16,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3333,anthropic_sonnet5,True,0,0.75,0.85,0.0,0,8,0,ai_system|L=10|hidden,biology,4,86,16,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3342,openai_gpt56_sol,True,0,0.99,0.99,0.0,0,8,0,ai_system|L=10|hidden,biology,10,62,7,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3342,anthropic_sonnet5,True,0,0.85,0.85,0.25,2,8,0,ai_system|L=10|hidden,biology,10,62,7,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3401,openai_gpt56_sol,True,0,0.97,0.96,0.25,2,8,0,ai_system|L=10|hidden,biology,10,48,8,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3401,anthropic_sonnet5,True,0,0.6,0.6,0.125,1,8,0,ai_system|L=10|hidden,biology,10,48,8,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3414,openai_gpt56_sol,True,0,0.99,0.99,0.0,0,8,0,ai_system|L=10|hidden,biology,9,53,10,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3414,anthropic_sonnet5,True,0,0.92,0.9,0.0,0,8,0,ai_system|L=10|hidden,biology,9,53,10,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3437,openai_gpt56_sol,True,0,0.97,0.99,0.0,0,8,0,ai_system|L=10|hidden,biology,10,70,12,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3437,anthropic_sonnet5,True,0,0.72,0.7,0.0,0,8,0,ai_system|L=10|hidden,biology,10,70,12,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3454,openai_gpt56_sol,True,0,0.99,0.98,0.875,7,8,1,ai_system|L=10|hidden,biology,10,251,42,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3454,anthropic_sonnet5,True,0,0.75,0.85,0.75,6,8,1,ai_system|L=10|hidden,biology,10,251,42,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3491,openai_gpt56_sol,False,1,0.98,0.99,0.125,1,8,0,ai_system|L=10|hidden,biology,10,82,14,1,0.3333333333333333,0.6666666666666667,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",0,0,0,1,0,True
mmlu_pro:test:3491,anthropic_sonnet5,False,1,0.85,0.75,0.0,0,8,0,ai_system|L=10|hidden,biology,10,82,14,1,0.3333333333333333,0.6666666666666667,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,0,0,1,0,True
mmlu_pro:test:3510,openai_gpt56_sol,True,0,0.98,0.98,0.0,0,8,0,ai_system|L=10|hidden,biology,10,86,14,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3510,anthropic_sonnet5,True,0,0.72,0.72,0.375,3,8,1,ai_system|L=10|hidden,biology,10,86,14,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3527,openai_gpt56_sol,True,0,0.99,0.99,0.25,2,8,0,ai_system|L=10|hidden,chemistry,5,73,13,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3527,anthropic_sonnet5,True,0,0.9,0.9,0.0,0,8,0,ai_system|L=10|hidden,chemistry,5,73,13,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3539,openai_gpt56_sol,True,0,0.99,0.999,0.125,1,8,0,ai_system|L=10|hidden,chemistry,10,257,46,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3539,anthropic_sonnet5,True,0,0.95,0.9,0.875,7,8,1,ai_system|L=10|hidden,chemistry,10,257,46,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3544,openai_gpt56_sol,True,0,0.99,0.99,0.0,0,8,0,ai_system|L=10|hidden,chemistry,10,249,43,2,0.6666666666666666,0.33333333333333337,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,0,True
mmlu_pro:test:3544,anthropic_sonnet5,True,0,0.95,0.95,0.0,0,8,0,ai_system|L=10|hidden,chemistry,10,249,43,2,0.6666666666666666,0.33333333333333337,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,0,True
mmlu_pro:test:3575,openai_gpt56_sol,True,0,0.99,0.01,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,319,64,2,0.6666666666666666,0.33333333333333337,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,0,True
mmlu_pro:test:3575,anthropic_sonnet5,True,0,0.35,0.35,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,319,64,2,0.6666666666666666,0.33333333333333337,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,0,True
mmlu_pro:test:3610,openai_gpt56_sol,True,0,0.99,0.99,0.25,2,8,1,ai_system|L=10|hidden,chemistry,10,253,43,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3610,anthropic_sonnet5,True,0,0.75,0.75,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,253,43,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3626,openai_gpt56_sol,True,0,0.99,0.98,0.0,0,8,0,ai_system|L=10|hidden,chemistry,10,89,14,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3626,anthropic_sonnet5,True,0,0.95,0.95,0.0,0,8,0,ai_system|L=10|hidden,chemistry,10,89,14,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3659,openai_gpt56_sol,True,0,0.99,0.99,0.625,5,8,1,ai_system|L=10|hidden,chemistry,10,424,73,2,0.6666666666666666,0.33333333333333337,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,0,1,1,True
mmlu_pro:test:3659,anthropic_sonnet5,False,1,0.85,0.85,0.75,6,8,1,ai_system|L=10|hidden,chemistry,10,424,73,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,1,0,1,1,True
mmlu_pro:test:3662,openai_gpt56_sol,False,1,0.95,0.93,0.0,0,8,0,ai_system|L=10|hidden,chemistry,9,180,24,2,0.6666666666666666,0.33333333333333337,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",0,0,1,1,0,True
mmlu_pro:test:3662,anthropic_sonnet5,True,0,0.6,0.55,0.375,3,8,0,ai_system|L=10|hidden,chemistry,9,180,24,1,0.3333333333333333,0.6666666666666667,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,0,1,1,0,True
mmlu_pro:test:3682,openai_gpt56_sol,True,0,0.99,0.99,0.125,1,8,0,ai_system|L=10|hidden,chemistry,10,389,63,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3682,anthropic_sonnet5,True,0,0.72,0.72,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,389,63,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3735,openai_gpt56_sol,True,0,0.0001,0.02,0.375,3,8,0,ai_system|L=10|hidden,chemistry,10,390,64,1,0.3333333333333333,0.6666666666666667,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,0,1,0,True
mmlu_pro:test:3735,anthropic_sonnet5,False,1,0.8,0.85,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,390,64,2,0.6666666666666666,0.33333333333333337,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,1,0,1,0,True
mmlu_pro:test:3750,openai_gpt56_sol,True,0,0.999,0.99,0.0,0,8,0,ai_system|L=10|hidden,chemistry,10,110,21,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3750,anthropic_sonnet5,True,0,0.97,0.97,0.5,4,8,1,ai_system|L=10|hidden,chemistry,10,110,21,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3752,openai_gpt56_sol,True,0,0.99,0.99,0.25,2,8,0,ai_system|L=10|hidden,chemistry,10,137,23,1,0.3333333333333333,0.6666666666666667,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,0,1,0,True
mmlu_pro:test:3752,anthropic_sonnet5,False,1,0.9,0.85,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,137,23,2,0.6666666666666666,0.33333333333333337,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,1,0,1,0,True
mmlu_pro:test:3767,openai_gpt56_sol,True,0,0.999,0.999,0.25,2,8,1,ai_system|L=10|hidden,chemistry,10,288,47,2,0.6666666666666666,0.33333333333333337,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,0,True
mmlu_pro:test:3767,anthropic_sonnet5,True,0,0.75,0.72,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,288,47,2,0.6666666666666666,0.33333333333333337,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,0,True
mmlu_pro:test:3770,openai_gpt56_sol,True,0,0.99,0.99,0.375,3,8,1,ai_system|L=10|hidden,chemistry,10,231,43,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3770,anthropic_sonnet5,True,0,0.65,0.72,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,231,43,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3788,openai_gpt56_sol,False,1,0.98,0.97,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,316,51,1,0.3333333333333333,0.6666666666666667,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",0,0,0,1,0,True
mmlu_pro:test:3788,anthropic_sonnet5,False,1,0.6,0.6,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,316,51,1,0.3333333333333333,0.6666666666666667,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,0,0,1,0,True
mmlu_pro:test:3888,openai_gpt56_sol,True,0,0.99,0.99,0.0,0,8,0,ai_system|L=10|hidden,chemistry,10,28,6,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3888,anthropic_sonnet5,True,0,0.98,0.98,0.0,0,8,0,ai_system|L=10|hidden,chemistry,10,28,6,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3901,openai_gpt56_sol,True,0,0.99,0.99,0.75,6,8,1,ai_system|L=10|hidden,chemistry,10,650,115,1,0.3333333333333333,0.6666666666666667,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,0,1,0,True
mmlu_pro:test:3901,anthropic_sonnet5,False,1,0.72,0.72,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,650,115,2,0.6666666666666666,0.33333333333333337,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,1,0,1,0,True
mmlu_pro:test:3955,openai_gpt56_sol,True,0,0.99,0.99,0.125,1,8,1,ai_system|L=10|hidden,chemistry,10,270,56,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:3955,anthropic_sonnet5,True,0,0.9,0.9,0.75,6,8,1,ai_system|L=10|hidden,chemistry,10,270,56,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:4000,openai_gpt56_sol,True,0,0.99,0.99,0.625,5,8,0,ai_system|L=10|hidden,chemistry,10,132,22,1,0.3333333333333333,0.6666666666666667,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,0,1,0,True
mmlu_pro:test:4000,anthropic_sonnet5,False,1,0.7,0.75,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,132,22,2,0.6666666666666666,0.33333333333333337,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,1,0,1,0,True
mmlu_pro:test:4039,openai_gpt56_sol,True,0,0.99,0.99,0.375,3,8,1,ai_system|L=10|hidden,chemistry,10,250,42,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:4039,anthropic_sonnet5,True,0,0.72,0.8,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,250,42,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:4042,openai_gpt56_sol,True,0,0.99,0.98,0.5,4,8,1,ai_system|L=10|hidden,chemistry,10,205,29,1,0.3333333333333333,0.6666666666666667,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,0,1,0,True
mmlu_pro:test:4042,anthropic_sonnet5,False,1,0.7,0.72,0.875,7,8,0,ai_system|L=10|hidden,chemistry,10,205,29,2,0.6666666666666666,0.33333333333333337,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,1,0,1,0,True
mmlu_pro:test:4132,openai_gpt56_sol,False,1,0.99,0.99,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,68,14,1,0.3333333333333333,0.6666666666666667,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",0,0,0,1,0,True
mmlu_pro:test:4132,anthropic_sonnet5,False,1,0.6,0.6,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,68,14,1,0.3333333333333333,0.6666666666666667,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,0,0,1,0,True
mmlu_pro:test:4150,openai_gpt56_sol,True,0,0.99,0.98,0.625,5,8,1,ai_system|L=10|hidden,chemistry,10,187,36,1,0.3333333333333333,0.6666666666666667,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,0,1,0,True
mmlu_pro:test:4150,anthropic_sonnet5,False,1,0.6,0.7,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,187,36,2,0.6666666666666666,0.33333333333333337,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,1,0,1,0,True
mmlu_pro:test:4161,openai_gpt56_sol,True,0,0.97,0.97,0.125,1,8,1,ai_system|L=10|hidden,chemistry,10,102,17,1,0.3333333333333333,0.6666666666666667,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,0,1,0,True
mmlu_pro:test:4161,anthropic_sonnet5,False,1,0.9,0.6,0.0,0,8,0,ai_system|L=10|hidden,chemistry,10,102,17,2,0.6666666666666666,0.33333333333333337,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,1,0,1,0,True
mmlu_pro:test:4182,openai_gpt56_sol,False,1,0.99,0.995,0.375,3,8,0,ai_system|L=10|hidden,chemistry,10,369,53,0,0.0,1.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",0,0,0,0,0,True
mmlu_pro:test:4182,anthropic_sonnet5,False,1,0.85,0.85,0.5,4,8,1,ai_system|L=10|hidden,chemistry,10,369,53,0,0.0,1.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,0,0,0,0,True
mmlu_pro:test:4272,openai_gpt56_sol,False,1,0.99,0.97,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,356,50,0,0.0,1.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",0,0,0,0,0,True
mmlu_pro:test:4272,anthropic_sonnet5,False,1,0.8,0.75,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,356,50,0,0.0,1.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,0,0,0,0,True
mmlu_pro:test:4279,openai_gpt56_sol,True,0,0.98,0.53,0.5,4,8,1,ai_system|L=10|hidden,chemistry,10,342,58,1,0.3333333333333333,0.6666666666666667,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,0,1,0,True
mmlu_pro:test:4279,anthropic_sonnet5,False,1,0.75,0.75,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,342,58,2,0.6666666666666666,0.33333333333333337,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,1,0,1,0,True
mmlu_pro:test:4290,openai_gpt56_sol,False,1,0.89,0.86,0.0,0,8,0,ai_system|L=10|hidden,chemistry,10,205,34,0,0.0,1.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",0,0,0,0,0,True
mmlu_pro:test:4290,anthropic_sonnet5,False,1,0.72,0.7,0.125,1,8,0,ai_system|L=10|hidden,chemistry,10,205,34,0,0.0,1.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,0,0,0,0,True
mmlu_pro:test:4292,openai_gpt56_sol,True,0,0.99,0.99,0.0,0,8,0,ai_system|L=10|hidden,chemistry,10,102,20,2,0.6666666666666666,0.33333333333333337,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,0,1,1,True
mmlu_pro:test:4292,anthropic_sonnet5,False,1,0.05,0.05,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,102,20,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,1,0,1,1,True
mmlu_pro:test:4332,openai_gpt56_sol,True,0,0.99,0.99,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,351,59,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:4332,anthropic_sonnet5,True,0,0.72,0.72,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,351,59,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:4347,openai_gpt56_sol,True,0,0.99,0.98,0.0,0,8,0,ai_system|L=10|hidden,chemistry,10,116,17,1,0.3333333333333333,0.6666666666666667,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,0,1,0,True
mmlu_pro:test:4347,anthropic_sonnet5,False,1,0.6,0.6,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,116,17,2,0.6666666666666666,0.33333333333333337,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,1,0,1,0,True
mmlu_pro:test:4428,openai_gpt56_sol,True,0,0.999,0.99,0.0,0,8,0,ai_system|L=10|hidden,chemistry,7,47,8,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:4428,anthropic_sonnet5,True,0,0.97,0.97,0.0,0,8,0,ai_system|L=10|hidden,chemistry,7,47,8,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:4495,openai_gpt56_sol,True,0,0.99,0.99,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,300,51,1,0.3333333333333333,0.6666666666666667,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,0,1,0,True
mmlu_pro:test:4495,anthropic_sonnet5,False,1,0.8,0.75,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,300,51,2,0.6666666666666666,0.33333333333333337,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,1,0,1,0,True
mmlu_pro:test:4524,openai_gpt56_sol,True,0,0.99,0.99,0.5,4,8,1,ai_system|L=10|hidden,chemistry,10,271,41,1,0.3333333333333333,0.6666666666666667,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,0,1,0,True
mmlu_pro:test:4524,anthropic_sonnet5,False,1,0.72,0.72,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,271,41,2,0.6666666666666666,0.33333333333333337,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",0,1,0,1,0,True
mmlu_pro:test:4564,openai_gpt56_sol,True,0,0.98,0.99,0.25,2,8,1,ai_system|L=10|hidden,chemistry,10,675,152,2,0.6666666666666666,0.33333333333333337,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,0,True
mmlu_pro:test:4564,anthropic_sonnet5,True,0,0.55,0.6,1.0,8,8,1,ai_system|L=10|hidden,chemistry,10,675,152,2,0.6666666666666666,0.33333333333333337,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,0,True
mmlu_pro:test:4568,openai_gpt56_sol,True,0,0.98,0.97,0.375,3,8,0,ai_system|L=10|hidden,chemistry,10,178,34,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:4568,anthropic_sonnet5,True,0,0.85,0.85,0.25,2,8,0,ai_system|L=10|hidden,chemistry,10,178,34,3,1.0,0.0,"openai_gpt56_sol,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
mmlu_pro:test:4661,openai_gpt56_sol,True,0,0.99,0.99,0.25,2,8,0,ai_system|L=10|hidden,chemistry,10,121,22,3,1.0,0.0,"anthropic_sonnet5,google_gemini38_flash,xai_grok420_nonreasoning",1,1,1,1,1,True
