study_id,run_id,request_key,question_id,model_alias,model_endpoint,task,delta,q_delta,rendered_q_delta,parsed_action,verify,incorrect,reused_delta0,estimated_cost_usd,q1,input_tokens,output_tokens
,,verification:e837dbd3f03c3d5bf2f4a4d782341cc279d37c3e7e541b759a704887293f2800,mmlu_pro:test:4647,openai_gpt56_sol,,mmlu,0.75,0.9952512786303263,,USE_UNVERIFIED,False,True,False,0.00178,0.99,365,16
,,verification:74087d7d3b1b4090bdfb44a21f4175ceff06705ddae32d810a20e487995ea40f,mmlu_pro:test:4647,openai_gpt56_sol,,mmlu,1.5,0.9977512283699548,,USE_UNVERIFIED,False,True,False,0.00178,0.99,365,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4647,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.72,0.72,VERIFY_FIRST,True,True,True,0.0,,,
,,verification:6a62be62e320cffc8e3069a6f9e8724adf76c80d0bb76134d7fe89061246b4a8,mmlu_pro:test:4647,anthropic_sonnet5,,mmlu,-1.5,0.3645804170628424,,VERIFY_FIRST,True,True,False,0.001702,0.72,761,18
,,verification:69366fe0e755d113cd39da48a50d69c4037d4809a9a446393b5868abb86b8d65,mmlu_pro:test:4647,anthropic_sonnet5,,mmlu,-0.75,0.5484627787629106,,VERIFY_FIRST,True,True,False,0.001702,0.72,761,18
,,verification:991dbd6d6bfc0c6451f1212de5fc78504d2ee1fad2f37c4b2fe903f713132d32,mmlu_pro:test:4647,anthropic_sonnet5,,mmlu,0.75,0.8448100041326249,,VERIFY_FIRST,True,True,False,0.001702,0.72,761,18
,,verification:9385b3a73d9ec30a2679cfde12d2f6cd253ade16c0d6af65b03cf26f2701402b,mmlu_pro:test:4647,anthropic_sonnet5,,mmlu,1.5,0.9201554944517072,,VERIFY_FIRST,True,True,False,0.001702,0.72,761,18
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4670,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.96,0.96,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:1a81ad65eafadacacda73bf07576c19866546dfb2fddcfd58e51a3c3a0407a75,mmlu_pro:test:4670,openai_gpt56_sol,,mmlu,-1.5,0.8426466541619025,,USE_UNVERIFIED,False,False,False,0.001452,0.96,283,16
,,verification:93efe862b72908914ed402c57ed86038a643e9c1cd8b38743d229126297d28c8,mmlu_pro:test:4670,openai_gpt56_sol,,mmlu,-0.75,0.9189416849076816,,USE_UNVERIFIED,False,False,False,0.001452,0.96,283,16
,,verification:5fa615886dc8b6ffe48e8697a4264f86724b1bdad25b52addbf7c18b8898cfcb,mmlu_pro:test:4670,openai_gpt56_sol,,mmlu,0.75,0.9806979618533007,,USE_UNVERIFIED,False,False,False,0.001452,0.96,283,16
,,verification:c5ffc9ffe2fc4290dd768522412313078f3d06c6dc1d5aefc65f745a657c136d,mmlu_pro:test:4670,openai_gpt56_sol,,mmlu,1.5,0.9907885496765599,,USE_UNVERIFIED,False,False,False,0.001452,0.96,283,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4670,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.75,0.75,VERIFY_FIRST,True,False,True,0.0,,,
,,verification:337da824bf711daabd67c75e202a56242c93f072e1cab19656121fcdae6a158c,mmlu_pro:test:4670,anthropic_sonnet5,,mmlu,-1.5,0.40097897303615737,,VERIFY_FIRST,True,False,False,0.00153,0.75,675,18
,,verification:6b0ce0504395c230ca8a23c71423423d65fc6d0375214cefeae32c1fe7d1b4d4,mmlu_pro:test:4670,anthropic_sonnet5,,mmlu,-0.75,0.5862810221341224,,VERIFY_FIRST,True,False,False,0.00153,0.75,675,18
,,verification:01a643a2bf004690c80e788d836e0c5c30be4eecfb366af7bbc01e188f0192ad,mmlu_pro:test:4670,anthropic_sonnet5,,mmlu,0.75,0.863964087441132,,USE_UNVERIFIED,False,False,False,0.00154,0.75,675,19
,,verification:0eaf578f892e36c392847b7db72f0a8cf369c79be99169caf597c674a40cb12e,mmlu_pro:test:4670,anthropic_sonnet5,,mmlu,1.5,0.9307722154980691,,USE_UNVERIFIED,False,False,False,0.00154,0.75,675,19
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4677,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.99,0.99,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:941504c4a2e4e715f8ab809d5db7d7ce2fa7c6eaf5f2e42ed2a30698c941cdc1,mmlu_pro:test:4677,openai_gpt56_sol,,mmlu,-1.5,0.9566909942174234,,USE_UNVERIFIED,False,False,False,0.001528,0.99,302,16
,,verification:c00af69fbf588b607779e9eb1c7a11fda90e33b47ec875c02af2a2e8201a96d6,mmlu_pro:test:4677,openai_gpt56_sol,,mmlu,-0.75,0.9790638565595808,,USE_UNVERIFIED,False,False,False,0.001528,0.99,302,16
,,verification:9fac5decf9bb9b6ff232b48812304721a8ac628d8ebfeda0f758729c7364fb4a,mmlu_pro:test:4677,openai_gpt56_sol,,mmlu,0.75,0.9952512786303263,,USE_UNVERIFIED,False,False,False,0.001528,0.99,302,16
,,verification:de9e5a4840e23a296bed43db8b133d48d36b8693bb5ca479b1be3aef0397e74b,mmlu_pro:test:4677,openai_gpt56_sol,,mmlu,1.5,0.9977512283699548,,USE_UNVERIFIED,False,False,False,0.001528,0.99,302,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4677,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.9,0.9,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:d45913bda521249db2e6543cada6a639a2e2e8df3fcb95a60bc8b5c18c97c26b,mmlu_pro:test:4677,anthropic_sonnet5,,mmlu,-1.5,0.6675721382568807,,VERIFY_FIRST,True,False,False,0.001546,0.9,683,18
,,verification:0dd878ffeb77bcb726ea844e1f9a80993510aace1119b6a752de79e742861b27,mmlu_pro:test:4677,anthropic_sonnet5,,mmlu,-0.75,0.8095709261986922,,VERIFY_FIRST,True,False,False,0.001546,0.9,683,18
,,verification:450468cf26a21532b4215ed8266dcc4c60c3b189871f3fd3f27d470058fa144c,mmlu_pro:test:4677,anthropic_sonnet5,,mmlu,0.75,0.950132150174834,,USE_UNVERIFIED,False,False,False,0.001556,0.9,683,19
,,verification:633ecda3927bbe765435cd5546a2761ff8068a452a9d4573a87c0283eec474c4,mmlu_pro:test:4677,anthropic_sonnet5,,mmlu,1.5,0.9758075451312032,,USE_UNVERIFIED,False,False,False,0.001556,0.9,683,19
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4688,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.94,0.94,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:da7969895bddcfcf783c7077b08165beb1b18b29f8ebb9b2ed414868cb451c46,mmlu_pro:test:4688,openai_gpt56_sol,,mmlu,-1.5,0.777565518058283,,USE_UNVERIFIED,False,False,False,0.00222,0.94,475,16
,,verification:765c56c8579335b977fbf7884e1fd8d3bbada82190661c42fc13e9c5d3470af9,mmlu_pro:test:4688,openai_gpt56_sol,,mmlu,-0.75,0.8809581817790628,,USE_UNVERIFIED,False,False,False,0.00222,0.94,475,16
,,verification:62cb78c14b74d310c4b96460ca7590fdb0e97e36001ac4d1806f40c1eaed7df1,mmlu_pro:test:4688,openai_gpt56_sol,,mmlu,0.75,0.9707314219929247,,USE_UNVERIFIED,False,False,False,0.00222,0.94,475,16
,,verification:51c93c832b2b9ed6e8038566a98dcc8b7d0f7add701d79dd57b9c073af33f991,mmlu_pro:test:4688,openai_gpt56_sol,,mmlu,1.5,0.9859576454890926,,USE_UNVERIFIED,False,False,False,0.00222,0.94,475,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4688,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.75,0.75,VERIFY_FIRST,True,False,True,0.0,,,
,,verification:473c0dc19e2e10727b2b698e33b63ac2f1411f2dcdebad67f01f9b8e5b984a36,mmlu_pro:test:4688,anthropic_sonnet5,,mmlu,-1.5,0.40097897303615737,,VERIFY_FIRST,True,False,False,0.0021,0.75,960,18
,,verification:5a0658fb16003110876ec06f4b990af41caf8240d4a0768df9dbe0d6d056eb29,mmlu_pro:test:4688,anthropic_sonnet5,,mmlu,-0.75,0.5862810221341224,,VERIFY_FIRST,True,False,False,0.0021,0.75,960,18
,,verification:3dfc84d904bcf50c1b9511d0e444f967ba1612f9c50004e8ca0188878a9089d6,mmlu_pro:test:4688,anthropic_sonnet5,,mmlu,0.75,0.863964087441132,,VERIFY_FIRST,True,False,False,0.0021,0.75,960,18
,,verification:09091b70cfc7fe51ffb593a3fc6d36d52aa75e17e65377481d0d084ef375021f,mmlu_pro:test:4688,anthropic_sonnet5,,mmlu,1.5,0.9307722154980691,,USE_UNVERIFIED,False,False,False,0.00211,0.75,960,19
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4698,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.98,0.98,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:6befb9b7f2ed6dca45b29de4c28d7b0c693ef49d1d751f9cc4679e8caf1e2c3f,mmlu_pro:test:4698,openai_gpt56_sol,,mmlu,-1.5,0.9162014299054049,,USE_UNVERIFIED,False,False,False,0.001988,0.98,417,16
,,verification:54a650f1c58c36b5332b7e914249ecca80fdaa159da4567d5c09660144b55148,mmlu_pro:test:4698,openai_gpt56_sol,,mmlu,-0.75,0.958585206175545,,USE_UNVERIFIED,False,False,False,0.001988,0.98,417,16
,,verification:7d8c3a77a6b4dd759b8b0bb4c5fa8ba7d95132ede80a714b480613dca43080d6,mmlu_pro:test:4698,openai_gpt56_sol,,mmlu,0.75,0.9904519111242143,,USE_UNVERIFIED,False,False,False,0.001988,0.98,417,16
,,verification:532b713c77b87d2d9fc55676289556d1a48f7860615300b423d9e57952d59aa3,mmlu_pro:test:4698,openai_gpt56_sol,,mmlu,1.5,0.9954669652372276,,USE_UNVERIFIED,False,False,False,0.001988,0.98,417,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4698,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.85,0.85,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:dbefc008d25ddcc27fe8e834af6249d65d4c42472ae60940de7bc968a5c1d876,mmlu_pro:test:4698,anthropic_sonnet5,,mmlu,-1.5,0.5583827383980898,,VERIFY_FIRST,True,False,False,0.0019,0.85,860,18
,,verification:99a6231fd4855d2fd9227c1ffc5a127c2ae8ab5502d0ad92b9f17e209fda8c23,mmlu_pro:test:4698,anthropic_sonnet5,,mmlu,-0.75,0.7280202117132848,,VERIFY_FIRST,True,False,False,0.0019,0.85,860,18
,,verification:3a692800bd884003256b935b0b75abea0e39974a1c0ef0beb88c01768465e674,mmlu_pro:test:4698,anthropic_sonnet5,,mmlu,0.75,0.9230552212606222,,USE_UNVERIFIED,False,False,False,0.00191,0.85,860,19
,,verification:9b03f3f59b793c67323d135ecd0a7b1c73c7de08cda615919c281e182a996225,mmlu_pro:test:4698,anthropic_sonnet5,,mmlu,1.5,0.9621158137182997,,USE_UNVERIFIED,False,False,False,0.00191,0.85,860,19
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4716,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.95,0.95,USE_UNVERIFIED,False,True,True,0.0,,,
,,verification:7417d00884596b33d0a85d278e506f11863c5a088788e7b6ebb6c9630bd11220,mmlu_pro:test:4716,openai_gpt56_sol,,mmlu,-1.5,0.8091411117439881,,USE_UNVERIFIED,False,True,False,0.002192,0.95,468,16
,,verification:a57003f49172beb1af267caa04ebfa28342cd0b81793c25c09e4972e51597250,mmlu_pro:test:4716,openai_gpt56_sol,,mmlu,-0.75,0.899749016671533,,USE_UNVERIFIED,False,True,False,0.002192,0.95,468,16
,,verification:6a15e9925f2efd0b0d21cb530cd984d7533b1230290c6c70b38e35ab86e217ec,mmlu_pro:test:4716,openai_gpt56_sol,,mmlu,0.75,0.9757416977817458,,USE_UNVERIFIED,False,True,False,0.002192,0.95,468,16
,,verification:7c2970139c5ea2ff76623e94161758672fa365f23fe269774c824031e5020ee6,mmlu_pro:test:4716,openai_gpt56_sol,,mmlu,1.5,0.9883926208536525,,USE_UNVERIFIED,False,True,False,0.002192,0.95,468,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4716,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.6,0.6,VERIFY_FIRST,True,True,True,0.0,,,
,,verification:6e8fa2588833119e6c6d67483410e27822455881ba42fe11b92e23917d88f668,mmlu_pro:test:4716,anthropic_sonnet5,,mmlu,-1.5,0.25076529093399114,,VERIFY_FIRST,True,True,False,0.002076,0.6,948,18
,,verification:e9cc20f25d97a0778d72f9cddb1e8fe51cf51168ce6b1adbbcf63b2f781e2425,mmlu_pro:test:4716,anthropic_sonnet5,,mmlu,-0.75,0.41470831990892604,,VERIFY_FIRST,True,True,False,0.002076,0.6,948,18
,,verification:e24fbf0f3dc13ed3cec83fea808d4652a2f2971848ac5c38c45e3d35e48b8c1e,mmlu_pro:test:4716,anthropic_sonnet5,,mmlu,0.75,0.7605077250551816,,VERIFY_FIRST,True,True,False,0.002076,0.6,948,18
,,verification:67f94c9dd5dd70198971d40c08f3ccff5f04cd0678453e1f7d61824db4c87b7f,mmlu_pro:test:4716,anthropic_sonnet5,,mmlu,1.5,0.8705088185971921,,USE_UNVERIFIED,False,True,False,0.002086,0.6,948,19
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4747,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.9,0.9,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:4dc2a56b54e28703351c08ee617abe4e696f15b4d9cd8afbbb11dbe9e3ca777a,mmlu_pro:test:4747,openai_gpt56_sol,,mmlu,-1.5,0.6675721382568807,,VERIFY_FIRST,True,False,False,0.002596,0.9,579,14
,,verification:d3b1e6297bdfefc27b9bba58c20c26217ccfa3f80efdcd9f31e9147d22c9e6f8,mmlu_pro:test:4747,openai_gpt56_sol,,mmlu,-0.75,0.8095709261986922,,USE_UNVERIFIED,False,False,False,0.002636,0.9,579,16
,,verification:9c659fca02e9dc305dd6633c510317178b2495337d9ba7026371b449fc7739b1,mmlu_pro:test:4747,openai_gpt56_sol,,mmlu,0.75,0.950132150174834,,USE_UNVERIFIED,False,False,False,0.002636,0.9,579,16
,,verification:c9c01b249c37bc94b7547eb49affe3546b6049cff9419652f41499a723746769,mmlu_pro:test:4747,openai_gpt56_sol,,mmlu,1.5,0.9758075451312032,,USE_UNVERIFIED,False,False,False,0.002636,0.9,579,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4747,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.55,0.55,VERIFY_FIRST,True,False,True,0.0,,,
,,verification:e65d1b73184a0ce91117d4003f2e3a94fdf56da69d3034e65f63e03d33073999,mmlu_pro:test:4747,anthropic_sonnet5,,mmlu,-1.5,0.21427791554479267,,VERIFY_FIRST,True,False,False,0.002374,0.55,1097,18
,,verification:8f3fbdcbe93a968da7846d8a97f15d5bcd010ea48e6d15133b1f00a7670d3761,mmlu_pro:test:4747,anthropic_sonnet5,,mmlu,-0.75,0.366020029457121,,VERIFY_FIRST,True,False,False,0.002374,0.55,1097,18
,,verification:f2233db86d50f08350f965321760e1d82bd3cb218e2d4997187a973c9e7b5efb,mmlu_pro:test:4747,anthropic_sonnet5,,mmlu,0.75,0.721250040292954,,VERIFY_FIRST,True,False,False,0.002374,0.55,1097,18
,,verification:74550dff08fdf66d96f69e42c2f064fd6c76f29d7b4e8a80e08361c4e59c79b8,mmlu_pro:test:4747,anthropic_sonnet5,,mmlu,1.5,0.8456223112993012,,VERIFY_FIRST,True,False,False,0.002374,0.55,1097,18
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4749,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.99,0.99,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:a4b7b6b6151e4b3c70549c7dd6536a265ef7a0bae3de08606ca23185e9858097,mmlu_pro:test:4749,openai_gpt56_sol,,mmlu,-1.5,0.9566909942174234,,USE_UNVERIFIED,False,False,False,0.002744,0.99,606,16
,,verification:b32f30d84e42a35372dd717e37aa41f3a025ccc0ce8513cc6e69f710785b144b,mmlu_pro:test:4749,openai_gpt56_sol,,mmlu,-0.75,0.9790638565595808,,USE_UNVERIFIED,False,False,False,0.002744,0.99,606,16
,,verification:626b2f234fba275eb491e7f8380a0f640b107ecf64af05f98b1cc10f1601c790,mmlu_pro:test:4749,openai_gpt56_sol,,mmlu,0.75,0.9952512786303263,,USE_UNVERIFIED,False,False,False,0.002744,0.99,606,16
,,verification:8170eba861d67f63ce555a42ee9e606ad29ed40ab4924655468c095c0ebb2c36,mmlu_pro:test:4749,openai_gpt56_sol,,mmlu,1.5,0.9977512283699548,,USE_UNVERIFIED,False,False,False,0.002744,0.99,606,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4749,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.95,0.95,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:9d1682d2811a462975efa6a4e91e035d6ab19d3c7a275cb88489c54b09d70456,mmlu_pro:test:4749,anthropic_sonnet5,,mmlu,-1.5,0.8091411117439881,,USE_UNVERIFIED,False,False,False,0.002468,0.95,1139,19
,,verification:2d9b53e860d3cea5ead2ed01d088b1b2d61e128acc6d65775688eb19e5f57577,mmlu_pro:test:4749,anthropic_sonnet5,,mmlu,-0.75,0.899749016671533,,USE_UNVERIFIED,False,False,False,0.002468,0.95,1139,19
,,verification:9dd56f27e20365bf2a39ab65678fd04ccbc52b76f06420c52c3ffe0955e78d40,mmlu_pro:test:4749,anthropic_sonnet5,,mmlu,0.75,0.9757416977817458,,USE_UNVERIFIED,False,False,False,0.002468,0.95,1139,19
,,verification:cfed104f99faa869e21963887f6fe075b212a759ed18bf933bb155ee6446ff2f,mmlu_pro:test:4749,anthropic_sonnet5,,mmlu,1.5,0.9883926208536525,,USE_UNVERIFIED,False,False,False,0.002468,0.95,1139,19
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4758,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.98,0.98,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:16b66a5177f9ebf6ebac4bb0be50f97b8df7437487cbd3e208982f29f3037afa,mmlu_pro:test:4758,openai_gpt56_sol,,mmlu,-1.5,0.9162014299054049,,USE_UNVERIFIED,False,False,False,0.00158,0.98,315,16
,,verification:6967b86f0336569ce80eaa8e3aced3b278447bcda8df34db9fa1d01351a7449a,mmlu_pro:test:4758,openai_gpt56_sol,,mmlu,-0.75,0.958585206175545,,USE_UNVERIFIED,False,False,False,0.00158,0.98,315,16
,,verification:f742f406485909dd7b9ee12094692aedf72717b14b482999f9ae7b5aa33f04a7,mmlu_pro:test:4758,openai_gpt56_sol,,mmlu,0.75,0.9904519111242143,,USE_UNVERIFIED,False,False,False,0.00158,0.98,315,16
,,verification:101d3b217ea95f4156eba3e332a9c0cc3ccc31b2ebd21db7bc44f64385b21297,mmlu_pro:test:4758,openai_gpt56_sol,,mmlu,1.5,0.9954669652372276,,USE_UNVERIFIED,False,False,False,0.00158,0.98,315,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4758,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.85,0.85,VERIFY_FIRST,True,False,True,0.0,,,
,,verification:dfd730a1a853a8e1e3cc60191426804edab8fc6ea8ceba4034ebc684b3243190,mmlu_pro:test:4758,anthropic_sonnet5,,mmlu,-1.5,0.5583827383980898,,VERIFY_FIRST,True,False,False,0.001606,0.85,713,18
,,verification:d4bbfcaeedd93dbe3ad09d662a20a9adb1d1184f1a894bd2ecd7c7bb239dbb35,mmlu_pro:test:4758,anthropic_sonnet5,,mmlu,-0.75,0.7280202117132848,,VERIFY_FIRST,True,False,False,0.001606,0.85,713,18
,,verification:66b787822fa50fb4d653772b33c08d34fb375fac2a86aebeda01a874ad914310,mmlu_pro:test:4758,anthropic_sonnet5,,mmlu,0.75,0.9230552212606222,,USE_UNVERIFIED,False,False,False,0.001616,0.85,713,19
,,verification:bcf8bcc0dfbf091d9a4604bd9f6776c39eb84e79f92c4d71ed8394f7f12a7a9a,mmlu_pro:test:4758,anthropic_sonnet5,,mmlu,1.5,0.9621158137182997,,USE_UNVERIFIED,False,False,False,0.001616,0.85,713,19
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4768,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.9,0.9,VERIFY_FIRST,True,True,True,0.0,,,
,,verification:e712bcce4b0ff0bd572339a094bceb670a62e939708d8e10f845502ea8aea1be,mmlu_pro:test:4768,openai_gpt56_sol,,mmlu,-1.5,0.6675721382568807,,VERIFY_FIRST,True,True,False,0.002564,0.9,571,14
,,verification:42b7cdae2c5e74565df0be9153cd96938e887ef5e145aa8479d4e811ef1e9d83,mmlu_pro:test:4768,openai_gpt56_sol,,mmlu,-0.75,0.8095709261986922,,VERIFY_FIRST,True,True,False,0.002564,0.9,571,14
,,verification:b283e9ca4823cf3afed962eb6320176e2d2cb2caf7e27f96f70dc34fd96c0041,mmlu_pro:test:4768,openai_gpt56_sol,,mmlu,0.75,0.950132150174834,,USE_UNVERIFIED,False,True,False,0.002604,0.9,571,16
,,verification:b1b5ccf8a91d92c98ec4cba5773f45f0d9b7a91049579a8db0ba3cfd41fcb0c3,mmlu_pro:test:4768,openai_gpt56_sol,,mmlu,1.5,0.9758075451312032,,USE_UNVERIFIED,False,True,False,0.002604,0.9,571,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4768,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.6,0.6,VERIFY_FIRST,True,False,True,0.0,,,
,,verification:74229fc075b9acfbcbec196553408d80767587d5007f0747b602077f6d51eede,mmlu_pro:test:4768,anthropic_sonnet5,,mmlu,-1.5,0.25076529093399114,,VERIFY_FIRST,True,False,False,0.002326,0.6,1073,18
,,verification:d7e0ca65b9ef7eb420a8c5f17fad64a79efcfb53aba9b8ecf9af56d1a9e94cf4,mmlu_pro:test:4768,anthropic_sonnet5,,mmlu,-0.75,0.41470831990892604,,VERIFY_FIRST,True,False,False,0.002326,0.6,1073,18
,,verification:823cab27e3eb45e6012bcb2ef40744c298e51d821df251e4c0ed678e9d309923,mmlu_pro:test:4768,anthropic_sonnet5,,mmlu,0.75,0.7605077250551816,,VERIFY_FIRST,True,False,False,0.002326,0.6,1073,18
,,verification:5198f7efedcdf4f86792dbf24f4b5f487d509b35dbdd5fbfc892de62c54945dd,mmlu_pro:test:4768,anthropic_sonnet5,,mmlu,1.5,0.8705088185971921,,VERIFY_FIRST,True,False,False,0.002326,0.6,1073,18
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4778,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.98,0.98,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:4ac9bb0c33860910116bd103f33415c27e368a3e4a8557a0b8e7bce3eba8a2b6,mmlu_pro:test:4778,openai_gpt56_sol,,mmlu,-1.5,0.9162014299054049,,USE_UNVERIFIED,False,False,False,0.001944,0.98,406,16
,,verification:cef87b3873ec763cc4ecd2d514b753544f7bb3831da7b7145b2248ad9a30e703,mmlu_pro:test:4778,openai_gpt56_sol,,mmlu,-0.75,0.958585206175545,,USE_UNVERIFIED,False,False,False,0.001944,0.98,406,16
,,verification:2cf7d7d9c8f406d6e428f76c3cbca7ce5902378a546c5061d080583af75f906b,mmlu_pro:test:4778,openai_gpt56_sol,,mmlu,0.75,0.9904519111242143,,USE_UNVERIFIED,False,False,False,0.001944,0.98,406,16
,,verification:ecea886ab53bd67db00397b45e7b9a276498e153aa883c2ddbba384b121d407e,mmlu_pro:test:4778,openai_gpt56_sol,,mmlu,1.5,0.9954669652372276,,USE_UNVERIFIED,False,False,False,0.001944,0.98,406,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4778,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.6,0.6,VERIFY_FIRST,True,False,True,0.0,,,
,,verification:8191d99993da54193563d588e44a49bf93ba93dcfa092666ca2d2fa195211466,mmlu_pro:test:4778,anthropic_sonnet5,,mmlu,-1.5,0.25076529093399114,,VERIFY_FIRST,True,False,False,0.001846,0.6,833,18
,,verification:88365ee0dfdab17bf86eb174f8e85652446559cfa4deed9c6f53426063154442,mmlu_pro:test:4778,anthropic_sonnet5,,mmlu,-0.75,0.41470831990892604,,VERIFY_FIRST,True,False,False,0.001846,0.6,833,18
,,verification:062f3da633d6cedf4428f54ef5a8d2c5597622cf5f862c488a1f3bb6fbf88193,mmlu_pro:test:4778,anthropic_sonnet5,,mmlu,0.75,0.7605077250551816,,VERIFY_FIRST,True,False,False,0.001846,0.6,833,18
,,verification:46596decf41f09e833bd14fd1f62bcddfda5fa03ce13216b7d3e888c695b7791,mmlu_pro:test:4778,anthropic_sonnet5,,mmlu,1.5,0.8705088185971921,,VERIFY_FIRST,True,False,False,0.001846,0.6,833,18
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4782,openai_gpt56_sol,gpt-5.6-sol,mmlu,0.0,0.99,0.99,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:11df5efae6a0e694b56a3dff567c89620767b910d5e685eadb72f8c71f255200,mmlu_pro:test:4782,openai_gpt56_sol,,mmlu,-1.5,0.9566909942174234,,USE_UNVERIFIED,False,False,False,0.001736,0.99,354,16
,,verification:755e43167f1211b8140e43a26f5d9cd3d72186567e6216bf069c97aeeeb436ef,mmlu_pro:test:4782,openai_gpt56_sol,,mmlu,-0.75,0.9790638565595808,,USE_UNVERIFIED,False,False,False,0.001736,0.99,354,16
,,verification:400a36442ca4c31c9218587ae66116c6174e8885e73108b1a4a96119061f4744,mmlu_pro:test:4782,openai_gpt56_sol,,mmlu,0.75,0.9952512786303263,,USE_UNVERIFIED,False,False,False,0.001736,0.99,354,16
,,verification:0aff6fcd57f1b93e04967c80ab86ab1f79eaa4c29ece1d8017d6cf31b8ad2f00,mmlu_pro:test:4782,openai_gpt56_sol,,mmlu,1.5,0.9977512283699548,,USE_UNVERIFIED,False,False,False,0.001736,0.99,354,16
study014_offset_v1,study014-offset,reused_true_q_visible,mmlu_pro:test:4782,anthropic_sonnet5,claude-sonnet-5,mmlu,0.0,0.85,0.85,USE_UNVERIFIED,False,False,True,0.0,,,
,,verification:2e0cb32d1ae023958a1ddaec378562bb9d65885c2c3214fdd482bf2ef7f33a8e,mmlu_pro:test:4782,anthropic_sonnet5,,mmlu,-1.5,0.5583827383980898,,VERIFY_FIRST,True,False,False,0.00169,0.85,755,18
,,verification:a320002818fe31b0a6f9d1c7dd09bfa575d951d5a3274f737c21613b91b3751c,mmlu_pro:test:4782,anthropic_sonnet5,,mmlu,-0.75,0.7280202117132848,,VERIFY_FIRST,True,False,False,0.00169,0.85,755,18
,,verification:9837b30d0f8e4869573d255bcdc79057ef62c2e28c7f4742e99da5780a778424,mmlu_pro:test:4782,anthropic_sonnet5,,mmlu,0.75,0.9230552212606222,,USE_UNVERIFIED,False,False,False,0.0017,0.85,755,19
,,verification:6329043ec2524300d5f13ca7dcbe9602f5f6e21579e395f9af20406c46dd2de8,mmlu_pro:test:4782,anthropic_sonnet5,,mmlu,1.5,0.9621158137182997,,USE_UNVERIFIED,False,False,False,0.0017,0.85,755,19
