task,question_id,model_alias,delta,q1,q_delta,rendered_q_delta,incorrect,reuse_delta0,prompt_sha256
mmlu,mmlu_pro:test:3484,anthropic_sonnet5,1.5,0.97,0.9931463636953963,0.993146363695,False,False,19e00eb51721b31910bd867ec8d103fa3b6b6177eb42da28069c795367c389e7
mmlu,mmlu_pro:test:3602,openai_gpt56_sol,-1.5,0.97,0.8782646654075883,0.878264665408,True,False,2ee61a6ae06ba1c85b8007f26b91fa72992943e8d35f95ee1156dc26f09e082f
mmlu,mmlu_pro:test:3602,openai_gpt56_sol,-0.75,0.97,0.9385492153266495,0.938549215327,True,False,9e2aada3eaf03f4dd08ac96910ec62700f54ed21b9b457120d1681ef2f0fac8d
mmlu,mmlu_pro:test:3602,openai_gpt56_sol,0.0,0.97,0.97,0.97,True,True,ba96eb8ce489363653b87f17bddc2c6f427abf15a0e2dd5405392178dc42832b
mmlu,mmlu_pro:test:3602,openai_gpt56_sol,0.75,0.97,0.9856010829099389,0.98560108291,True,False,ffc6e9ba03907ab6ed04ad3ab02e0f388452a8598ff1935c1d182f16938cf213
mmlu,mmlu_pro:test:3602,openai_gpt56_sol,1.5,0.97,0.9931463636953963,0.993146363695,True,False,2eb016e51f621f46ed293b251344b4a3e71b4495fe1b132e11855fa60de9b79f
mmlu,mmlu_pro:test:3602,anthropic_sonnet5,-1.5,0.6,0.25076529093399114,0.250765290934,False,False,2d645a843220a0ed39ea12a49b7ff0fd73b6dde845cd94a8cc77abcc06105fc3
mmlu,mmlu_pro:test:3602,anthropic_sonnet5,-0.75,0.6,0.41470831990892604,0.414708319909,False,False,4c26cefa4819d3a4dc2c44e4155ddfb0d9ce23d5e3eaca6207ed5a0c53cc2089
mmlu,mmlu_pro:test:3602,anthropic_sonnet5,0.0,0.6,0.6,0.6,False,True,585f81946d0aaf7eadf139dfedf39f472a7ed1e4b8cfff58cd869034861dea12
mmlu,mmlu_pro:test:3602,anthropic_sonnet5,0.75,0.6,0.7605077250551816,0.760507725055,False,False,5019dc1c424ff07b8471282014116e3f50a7719acc68e3aa635a3dc77aa4a63e
mmlu,mmlu_pro:test:3602,anthropic_sonnet5,1.5,0.6,0.8705088185971921,0.870508818597,False,False,59bb5659eb928ef9e555b5b98350e70f9ab4cb3541e65d44aed8aa483d9093de
mmlu,mmlu_pro:test:3607,openai_gpt56_sol,-1.5,0.99,0.9566909942174234,0.956690994217,False,False,b006db04eb36c2567d06238d3f9639dab05af0507ca125e72ebf1577c89f0919
mmlu,mmlu_pro:test:3607,openai_gpt56_sol,-0.75,0.99,0.9790638565595808,0.97906385656,False,False,dc25bc00ca8de762b0172c85d41b37b76cecea123cebfcd519fd378be8f33083
mmlu,mmlu_pro:test:3607,openai_gpt56_sol,0.0,0.99,0.99,0.99,False,True,ec4ec9a0b560749cdc1cc3d1180876139cff94e9807d3b663ff15cbae0008be8
mmlu,mmlu_pro:test:3607,openai_gpt56_sol,0.75,0.99,0.9952512786303263,0.99525127863,False,False,434b80eb0efaf229da0364e675ecd19ebd201b10c527f4fa5d377ba4c6ad00ac
mmlu,mmlu_pro:test:3607,openai_gpt56_sol,1.5,0.99,0.9977512283699548,0.99775122837,False,False,f3c1eb18fa7d4ee072386ec6fd88fb8b56164c44c5540182b71f858aa49ead0d
mmlu,mmlu_pro:test:3607,anthropic_sonnet5,-1.5,0.72,0.3645804170628424,0.364580417063,True,False,4efd63c434cc9d9e9c7ef2fce4bd8930a4cfe547b755012a61e422eb3407d14a
mmlu,mmlu_pro:test:3607,anthropic_sonnet5,-0.75,0.72,0.5484627787629106,0.548462778763,True,False,8c6175927c6c96e2ef8f0aec37c42c062908436406c34339d5d78c698217b9e2
mmlu,mmlu_pro:test:3607,anthropic_sonnet5,0.0,0.72,0.72,0.72,True,True,c46d60de9395b3d78762471da409840ac436cac76d51ba178af5c9c4707c7742
mmlu,mmlu_pro:test:3607,anthropic_sonnet5,0.75,0.72,0.8448100041326249,0.844810004133,True,False,50d02455ac7fb3d5ceadac28ec09b979282bb2fb0d65a40bc946d10f59fbaf0b
mmlu,mmlu_pro:test:3607,anthropic_sonnet5,1.5,0.72,0.9201554944517072,0.920155494452,True,False,21083bc6b050b60a72534df97c7ca58bc41ca3459d415993828fb54f0bb3486a
mmlu,mmlu_pro:test:3630,openai_gpt56_sol,-1.5,0.98,0.9162014299054049,0.916201429905,False,False,c9d46afcfe4e7b9949bf1b61e61fe4b865030ef7ea8c5b7da019076643832209
mmlu,mmlu_pro:test:3630,openai_gpt56_sol,-0.75,0.98,0.958585206175545,0.958585206176,False,False,166403187333bed79f0afa51779232ed77bc11508f5bcda51be87bcd02a3984a
mmlu,mmlu_pro:test:3630,openai_gpt56_sol,0.0,0.98,0.98,0.98,False,True,60783b2f6d7fd42cd39a9ed18e33fad93bc5003090837e4cc5a72268388096f2
mmlu,mmlu_pro:test:3630,openai_gpt56_sol,0.75,0.98,0.9904519111242143,0.990451911124,False,False,df8aaaa428b5d216113dc166fca85e02135eee3c30a9efa991a9fa48759ea90c
mmlu,mmlu_pro:test:3630,openai_gpt56_sol,1.5,0.98,0.9954669652372276,0.995466965237,False,False,37be1d96c823114190d6e866c7ab9ed6dd9405371fcfd406718964dff9d4b70d
mmlu,mmlu_pro:test:3630,anthropic_sonnet5,-1.5,0.85,0.5583827383980898,0.558382738398,False,False,cc08cde82d1055e67e433b1c325f15ffa779e7fcfd652c9604dbfb990e50c157
mmlu,mmlu_pro:test:3630,anthropic_sonnet5,-0.75,0.85,0.7280202117132848,0.728020211713,False,False,689dcdd89febee29b0da9373f4244b0013eb361caea963992547e3c2c5e40738
mmlu,mmlu_pro:test:3630,anthropic_sonnet5,0.0,0.85,0.85,0.85,False,True,e39bf3cc7c0e0829eb4e3c7d9b57b251e29a6c27141b06d85fa799c460913af0
mmlu,mmlu_pro:test:3630,anthropic_sonnet5,0.75,0.85,0.9230552212606222,0.923055221261,False,False,b5d89a21f6354a908bbab6ec6832856bf523bd8e6dd280960ded4d36f2531ebc
mmlu,mmlu_pro:test:3630,anthropic_sonnet5,1.5,0.85,0.9621158137182997,0.962115813718,False,False,aff15b5767b093e4ae7137f4222cd8b95bbb416b9571e7d808dc53aba794412f
mmlu,mmlu_pro:test:3641,openai_gpt56_sol,-1.5,0.97,0.8782646654075883,0.878264665408,False,False,043794aace180a7ef7b261ad0c7f0f0820da2f44157a4749c81974edc7b23ab6
mmlu,mmlu_pro:test:3641,openai_gpt56_sol,-0.75,0.97,0.9385492153266495,0.938549215327,False,False,ec69caba7f37a53f9cb90fd6496bb06e3d2db9c0fcc6b3db92dd7504a23f02a9
mmlu,mmlu_pro:test:3641,openai_gpt56_sol,0.0,0.97,0.97,0.97,False,True,901d32de0c6b8911dacab2e5f37c6192218b55db71b27341fa840f12534bc539
mmlu,mmlu_pro:test:3641,openai_gpt56_sol,0.75,0.97,0.9856010829099389,0.98560108291,False,False,4790cd8e59fd16d9b9d4a14b30397261135c8ccb7092eafd549dd4ea16dd3935
mmlu,mmlu_pro:test:3641,openai_gpt56_sol,1.5,0.97,0.9931463636953963,0.993146363695,False,False,a501574173807225e6dc3597ca39c21907d1b4f304329dfb2b6e8e28fa445e0e
mmlu,mmlu_pro:test:3641,anthropic_sonnet5,-1.5,0.7,0.3423808749441992,0.342380874944,True,False,f8d84c59df5616ac8637317be324a9e5beeb35faefa0ad03ad19d8a9a4cd277a
mmlu,mmlu_pro:test:3641,anthropic_sonnet5,-0.75,0.7,0.5243052935263021,0.524305293526,True,False,d34881ade6ac1d5c5ef4a523986ca44ec94cfdef8211a988c72cddd3d3e1e51f
mmlu,mmlu_pro:test:3641,anthropic_sonnet5,0.0,0.7,0.7,0.7,True,True,58501be39bd48325ae00ce158732d99f5aa8f8abf699f4532722aac226f85ab6
mmlu,mmlu_pro:test:3641,anthropic_sonnet5,0.75,0.7,0.8316403849586579,0.831640384959,True,False,df79798fcb8bac920a48955301a1858d36f9679329caad1b20afc42d5d5398d2
mmlu,mmlu_pro:test:3641,anthropic_sonnet5,1.5,0.7,0.9127192073278784,0.912719207328,True,False,577bdfee60d837e5db7cefa9da11e00a66dcdb55894c8e4c934de7314c93ecaa
mmlu,mmlu_pro:test:3675,openai_gpt56_sol,-1.5,0.001,0.0002233036380099286,0.00022330363801,False,False,13b94536d643f3958d929058b4b64059eb5ca4261e02fb3b0efe8a5d3b1474af
mmlu,mmlu_pro:test:3675,openai_gpt56_sol,-0.75,0.001,0.00047261592070848744,0.000472615920708,False,False,b7b8913674486c769ac7b5104ab4f8afba5c285a06f9a8a2f4b0fdb1dfd307ae
mmlu,mmlu_pro:test:3675,openai_gpt56_sol,0.0,0.001,0.001,0.001,False,True,5f6e61d20a2ef47468119fba5cdefaca77457f99e9f71a28a342adaf5d8b7371
mmlu,mmlu_pro:test:3675,openai_gpt56_sol,0.75,0.001,0.002114637965969556,0.00211463796597,False,False,bf18995ea9526f8e3e84e47e35e755011da154455b4fe947ad076319bdbc93d8
mmlu,mmlu_pro:test:3675,openai_gpt56_sol,1.5,0.001,0.004466139361735701,0.00446613936174,False,False,f1ba5890160b4c4ca3a9537e40e25eb5592b2fbdb3983154282b04a183bf9486
mmlu,mmlu_pro:test:3675,anthropic_sonnet5,-1.5,0.72,0.3645804170628424,0.364580417063,True,False,4c66f28e038e1b2b57a04baa748b4d2ddd9375235778318720dea56b9b62f2a5
mmlu,mmlu_pro:test:3675,anthropic_sonnet5,-0.75,0.72,0.5484627787629106,0.548462778763,True,False,db5508974acaadbc77a992aad10e1769b2233d0a91db9ba2bca3df1310382ac5
mmlu,mmlu_pro:test:3675,anthropic_sonnet5,0.0,0.72,0.72,0.72,True,True,d7b1239684796ffa3273b98d51bb4697007bd0dbdb344f27fd8970efcce916de
mmlu,mmlu_pro:test:3675,anthropic_sonnet5,0.75,0.72,0.8448100041326249,0.844810004133,True,False,15f5532001074b4d0619b112f9bac8fc47fc9c03db4b7e414d997dc20974bf76
mmlu,mmlu_pro:test:3675,anthropic_sonnet5,1.5,0.72,0.9201554944517072,0.920155494452,True,False,3c39df6895e15b1d07c4cfa95ba3dc0897a7870e62246597426f618161760492
mmlu,mmlu_pro:test:3723,openai_gpt56_sol,-1.5,0.99,0.9566909942174234,0.956690994217,False,False,ecdfc2ff8e0956ed264866c2f450d1b964e4a2d5d476164347a0b9880c064e28
mmlu,mmlu_pro:test:3723,openai_gpt56_sol,-0.75,0.99,0.9790638565595808,0.97906385656,False,False,738f88f7f5d5a1a617831c54154df3bb52599fa250b30d6802566c5ba18c7cad
mmlu,mmlu_pro:test:3723,openai_gpt56_sol,0.0,0.99,0.99,0.99,False,True,ff89a4aa1ddd40f345d299923451cb17b6d00a4981261248bc4a0896a7c5d427
mmlu,mmlu_pro:test:3723,openai_gpt56_sol,0.75,0.99,0.9952512786303263,0.99525127863,False,False,83a72a21713afbb2998711f7bcb2e4de0c6345be17ade453c3f0e0c3c13c1431
mmlu,mmlu_pro:test:3723,openai_gpt56_sol,1.5,0.99,0.9977512283699548,0.99775122837,False,False,a107940bbb8dc6cf4cc744a55bb38a7c7bd040b8dca8736cd140ca4d31c3dd84
mmlu,mmlu_pro:test:3723,anthropic_sonnet5,-1.5,0.85,0.5583827383980898,0.558382738398,False,False,9a8bd6e8aa00350f672dd070f35736cfa5083ed93745210fb0818f2e2c890ec7
mmlu,mmlu_pro:test:3723,anthropic_sonnet5,-0.75,0.85,0.7280202117132848,0.728020211713,False,False,ddd66b8dc04515a2b5f10a0f92f12c0b62d0bbde472137a499e5d9a568ff0b72
mmlu,mmlu_pro:test:3723,anthropic_sonnet5,0.0,0.85,0.85,0.85,False,True,1e63614da363da9f5554d4f17b9659704384eeec27bce3a6bbbc955662409fb1
mmlu,mmlu_pro:test:3723,anthropic_sonnet5,0.75,0.85,0.9230552212606222,0.923055221261,False,False,3985e8118ebd7490428d9b20ff52f7f03f7f9fa557fcf4b8eadcd618cfd2645f
mmlu,mmlu_pro:test:3723,anthropic_sonnet5,1.5,0.85,0.9621158137182997,0.962115813718,False,False,f7d658272246b347bb633374ae065ef334b4a6678c1cd12e9825c1b24b442f73
mmlu,mmlu_pro:test:3736,openai_gpt56_sol,-1.5,0.99,0.9566909942174234,0.956690994217,False,False,a49fb8c600b5484b0aa5419118fc524ba1549b576ee0cc5e8b1968bcd3c5c5c2
mmlu,mmlu_pro:test:3736,openai_gpt56_sol,-0.75,0.99,0.9790638565595808,0.97906385656,False,False,fd10319937c5880e9b7ef6ab650da627f66421b7ecc082e5509880b198832225
mmlu,mmlu_pro:test:3736,openai_gpt56_sol,0.0,0.99,0.99,0.99,False,True,c917b4bd33a957f090e78af15b534622213b7c7fd1d5320c7001f924107bd01f
mmlu,mmlu_pro:test:3736,openai_gpt56_sol,0.75,0.99,0.9952512786303263,0.99525127863,False,False,f7e8fdfb1562013a0db1ab4b3a30a33581b66d1c3da4085288a30d1fe5fbbc16
mmlu,mmlu_pro:test:3736,openai_gpt56_sol,1.5,0.99,0.9977512283699548,0.99775122837,False,False,cf4a7b0b6d89e38a8d31f85221a787a6ccd0a808d99d28f0495c0b25eaf07a6f
mmlu,mmlu_pro:test:3736,anthropic_sonnet5,-1.5,0.9,0.6675721382568807,0.667572138257,False,False,5215428baed402daf5af7138862677a213913156137af4894214f1202e5c265d
mmlu,mmlu_pro:test:3736,anthropic_sonnet5,-0.75,0.9,0.8095709261986922,0.809570926199,False,False,ebf47c6f721aec83c5981fe3d0a7df16c83b7e89b741ed715f4a98ed1249dc70
mmlu,mmlu_pro:test:3736,anthropic_sonnet5,0.0,0.9,0.9,0.9,False,True,89b65adc0e4b6e714c03eedf68c6b617b1acd39f60f06a05c055d9689b36c243
mmlu,mmlu_pro:test:3736,anthropic_sonnet5,0.75,0.9,0.950132150174834,0.950132150175,False,False,d50daf8c6d7b2e455ecd3a379fa149a3f7c572476f2dfc7c99845ee290a0d461
mmlu,mmlu_pro:test:3736,anthropic_sonnet5,1.5,0.9,0.9758075451312032,0.975807545131,False,False,aaa83218fe5e3aa122300f13669d11b99e49cdca13979a833d153027e6e62340
mmlu,mmlu_pro:test:3797,openai_gpt56_sol,-1.5,0.82,0.504086781329668,0.50408678133,False,False,716deab5999defc3689fdea54d85577d796d308555d8e650cc2e956f65a7bc7a
mmlu,mmlu_pro:test:3797,openai_gpt56_sol,-0.75,0.82,0.6827302532416735,0.682730253242,False,False,f84a21a72506611425cefcf8b20aec939c01524942d733513f31dbcc8ebeed53
mmlu,mmlu_pro:test:3797,openai_gpt56_sol,0.0,0.82,0.82,0.82,False,True,f2644153d1fcadb55883f5afa19c076b2559750ef770679d4e43106289c6ca8b
mmlu,mmlu_pro:test:3797,openai_gpt56_sol,0.75,0.82,0.9060513383925413,0.906051338393,False,False,8590258dd0778f5d5ced294a42d4ec444f8a8af5a94ad78fc00abde078dbf67e
mmlu,mmlu_pro:test:3797,openai_gpt56_sol,1.5,0.82,0.9533072117684644,0.953307211768,False,False,66c3563170d4aa39089ae0a9c162650e71040473caaf9b6443babdb836ac37fa
mmlu,mmlu_pro:test:3797,anthropic_sonnet5,-1.5,0.6,0.25076529093399114,0.250765290934,False,False,322dc5837c5545e26f2dfc41a677291a3050a1e3084d6b4dcb52ad8ec0fe5268
mmlu,mmlu_pro:test:3797,anthropic_sonnet5,-0.75,0.6,0.41470831990892604,0.414708319909,False,False,73ba13ba64458fe1d9fb246b7a5aef620a9b12542ea8ba4880b8473543888868
mmlu,mmlu_pro:test:3797,anthropic_sonnet5,0.0,0.6,0.6,0.6,False,True,f79a974c0d4a1a58cc87878da19c5a54813a5fd5f9d007e26a5fa2fbd90f2cda
mmlu,mmlu_pro:test:3797,anthropic_sonnet5,0.75,0.6,0.7605077250551816,0.760507725055,False,False,45d174920084a9187ab251d939931e84eab3445224bf9910701047bf2fc7b83d
mmlu,mmlu_pro:test:3797,anthropic_sonnet5,1.5,0.6,0.8705088185971921,0.870508818597,False,False,3c4c50c28710a66471db9d3fe19ca03c9080b185a188108d9e7696b4ec60d9a8
mmlu,mmlu_pro:test:3812,openai_gpt56_sol,-1.5,0.99,0.9566909942174234,0.956690994217,False,False,a57894904fbb83eaabaf00e881881e22a69cf1101b7c47411dcdcc0140be6b7c
mmlu,mmlu_pro:test:3812,openai_gpt56_sol,-0.75,0.99,0.9790638565595808,0.97906385656,False,False,1623b43fc08b14a294955a9ebbacd465dfaba6ed10de7fa1ada908f8bd09e775
mmlu,mmlu_pro:test:3812,openai_gpt56_sol,0.0,0.99,0.99,0.99,False,True,6c2d37d02e4889a6bc15ed131749f5e4ec5cc9ee9bffdced422445fd834681b1
mmlu,mmlu_pro:test:3812,openai_gpt56_sol,0.75,0.99,0.9952512786303263,0.99525127863,False,False,7e9c8e13d22ec7e8a95bc6a903620386299067c3a65bd587724392cd1158d5d0
mmlu,mmlu_pro:test:3812,openai_gpt56_sol,1.5,0.99,0.9977512283699548,0.99775122837,False,False,e6f477c7a2687b2583103219a58b1fab2d077f7c3b2d5fc8d612ec13d616fe16
mmlu,mmlu_pro:test:3812,anthropic_sonnet5,-1.5,0.75,0.40097897303615737,0.400978973036,False,False,f050901b75d528eed0324c021947da0d93b62ae9caab4375f2313af58a3c6c7b
mmlu,mmlu_pro:test:3812,anthropic_sonnet5,-0.75,0.75,0.5862810221341224,0.586281022134,False,False,629c4e94bed7a5852d75f31d33f7fc3d02cd9033dc891f8551772faef093b1ab
mmlu,mmlu_pro:test:3812,anthropic_sonnet5,0.0,0.75,0.75,0.75,False,True,6d9357d6c976223a5bd4b01c090b01c2d9b0cdf8953523ed2ebd082d7546391c
mmlu,mmlu_pro:test:3812,anthropic_sonnet5,0.75,0.75,0.863964087441132,0.863964087441,False,False,dd1658870d39ee70e8435dcd267af7851b0596fbd60407dd672587998fa3e2df
mmlu,mmlu_pro:test:3812,anthropic_sonnet5,1.5,0.75,0.9307722154980691,0.930772215498,False,False,46ca7d449ed3fbe90d89cdf3c1fe9313741aba22eb982cde35dadad3f9d4acab
mmlu,mmlu_pro:test:3821,openai_gpt56_sol,-1.5,0.99,0.9566909942174234,0.956690994217,True,False,c49c775f88bf990b1e2b1b1d0ac659788bef88015ce6817b548282c076415d12
mmlu,mmlu_pro:test:3821,openai_gpt56_sol,-0.75,0.99,0.9790638565595808,0.97906385656,True,False,2ce3210b8da84927e27c37f225bcbffcd9e46b91e385468adafce94548dbdfe3
mmlu,mmlu_pro:test:3821,openai_gpt56_sol,0.0,0.99,0.99,0.99,True,True,9afada75d8db33c9d15c19ac956e1e8437182581a6af22199d3f2a8293bcb922
mmlu,mmlu_pro:test:3821,openai_gpt56_sol,0.75,0.99,0.9952512786303263,0.99525127863,True,False,777259ff374801c0f4c719938817414a6363c999a053be71a65b01d35b43170f
mmlu,mmlu_pro:test:3821,openai_gpt56_sol,1.5,0.99,0.9977512283699548,0.99775122837,True,False,b08d2cef83de2ca1a69f38b022ed9d9c366a7d77de2b5424ee07b715f3c9c65e
mmlu,mmlu_pro:test:3821,anthropic_sonnet5,-1.5,0.72,0.3645804170628424,0.364580417063,False,False,18396f22383f912b0614e462eeb0c94e79d7d2966c0f1529c52df1762047ae16
mmlu,mmlu_pro:test:3821,anthropic_sonnet5,-0.75,0.72,0.5484627787629106,0.548462778763,False,False,bbfe990ffaf35ca67ecf3e236b4ce8cdc6361e272a79b60a7b41d1a05f91e838
mmlu,mmlu_pro:test:3821,anthropic_sonnet5,0.0,0.72,0.72,0.72,False,True,bcf72c83f0fb20edba95556e48aae692b683dc8bab85e8d774033b4011bc6df6
mmlu,mmlu_pro:test:3821,anthropic_sonnet5,0.75,0.72,0.8448100041326249,0.844810004133,False,False,70270c5045c79ac261ae29c5fcc01c1a2b6a4844d7f5c306d1c557cf8ecf7ae5
mmlu,mmlu_pro:test:3821,anthropic_sonnet5,1.5,0.72,0.9201554944517072,0.920155494452,False,False,60f4db87314f513f6935cdae22ae8a4bd2a2c39da6a51f39e661e83e5f627067
mmlu,mmlu_pro:test:3833,openai_gpt56_sol,-1.5,0.99,0.9566909942174234,0.956690994217,False,False,7c96f75cb3137968595304131d62c6791f7532cb1622ce8fdffb80314a25dfd2
mmlu,mmlu_pro:test:3833,openai_gpt56_sol,-0.75,0.99,0.9790638565595808,0.97906385656,False,False,d3339644d57bb81a47852e4f5a279696b8a198e25c58dab2c689243dd51633bf
mmlu,mmlu_pro:test:3833,openai_gpt56_sol,0.0,0.99,0.99,0.99,False,True,fab450cb290045803dd5931e5cbd4d8234175815bd441cdcda5b6eeeba983d0d
mmlu,mmlu_pro:test:3833,openai_gpt56_sol,0.75,0.99,0.9952512786303263,0.99525127863,False,False,9b1f71bb03a17c7e3a012802d59c6d70a34f8af3e951ba303b7f1e8aad368ca3
mmlu,mmlu_pro:test:3833,openai_gpt56_sol,1.5,0.99,0.9977512283699548,0.99775122837,False,False,b17422903755f3367d0e56de21b1d1a10ed8e28e5527645371ef5bff09a80017
mmlu,mmlu_pro:test:3833,anthropic_sonnet5,-1.5,0.85,0.5583827383980898,0.558382738398,True,False,7fc2b8da800363a8a95aa80b9e92000ae5f0a72f0189150ac1b504a2e0ebb28a
mmlu,mmlu_pro:test:3833,anthropic_sonnet5,-0.75,0.85,0.7280202117132848,0.728020211713,True,False,afd3eb4e1897b8a9797dac22e99c636a18488596b01994db27ce4e423d5f31fe
mmlu,mmlu_pro:test:3833,anthropic_sonnet5,0.0,0.85,0.85,0.85,True,True,d18697001f0fdafbca75d34c9cfa08dcb355bf1e0bd020e0b611cd52b0ff4d9f
mmlu,mmlu_pro:test:3833,anthropic_sonnet5,0.75,0.85,0.9230552212606222,0.923055221261,True,False,5cb7c1c383c9623ab74f4a54ee42b93c810753233eb24334200e45cacb5975a2
mmlu,mmlu_pro:test:3833,anthropic_sonnet5,1.5,0.85,0.9621158137182997,0.962115813718,True,False,4c5ab382be3c456bb8dda01f81259043949cdd843aee682410d76ed9dcf4d654
mmlu,mmlu_pro:test:3835,openai_gpt56_sol,-1.5,0.02,0.00453303476277253,0.00453303476277,False,False,39f98da28fe6154e34d3bf2c3db79c727e21621f992cb42811e59cf88f018607
mmlu,mmlu_pro:test:3835,openai_gpt56_sol,-0.75,0.02,0.00954808887578561,0.00954808887579,False,False,bbb4468f1776d8155bd8f3ab6673230feb27ff47e8a815f02d2b0fbdcfcd7fbc
mmlu,mmlu_pro:test:3835,openai_gpt56_sol,0.0,0.02,0.02,0.02,False,True,7ed4797f217cc1dd5beeaa8fa1910fc15da170abbdab4d9606a510f7871a0187
mmlu,mmlu_pro:test:3835,openai_gpt56_sol,0.75,0.02,0.04141479382445496,0.0414147938245,False,False,196b4877f9410d479ec59afd4e9e98e7cd1c3ea99fa8616b9b4946f36f60ce92
mmlu,mmlu_pro:test:3835,openai_gpt56_sol,1.5,0.02,0.08379857009459511,0.0837985700946,False,False,8fd4900a0530c653689f83df5b615a53575e6d0a76f1d3bffbefb06f3fe61140
mmlu,mmlu_pro:test:3835,anthropic_sonnet5,-1.5,0.85,0.5583827383980898,0.558382738398,False,False,39296ca76444de94e893945d49ed11a45b53a092027243f53a863446b36a56cd
mmlu,mmlu_pro:test:3835,anthropic_sonnet5,-0.75,0.85,0.7280202117132848,0.728020211713,False,False,9b6d2d785bbd6c08708fdbfd6328b11d957fbb4e4351e98a4fb8ad7f43c9e77a
mmlu,mmlu_pro:test:3835,anthropic_sonnet5,0.0,0.85,0.85,0.85,False,True,c9451e7ec51e24936081963a5edd8057704c5f2f76f83db5ddda876c2a878d60
mmlu,mmlu_pro:test:3835,anthropic_sonnet5,0.75,0.85,0.9230552212606222,0.923055221261,False,False,7a039ae9606398b24d987200ad36c3e6982e4d8bbd4d93a09cb1f5ca1cc91168
mmlu,mmlu_pro:test:3835,anthropic_sonnet5,1.5,0.85,0.9621158137182997,0.962115813718,False,False,75c8547b47af8728e23737963c86709dbcecc23b69aef95ef3586e68d4eaf2ac
mmlu,mmlu_pro:test:3891,openai_gpt56_sol,-1.5,0.99,0.9566909942174234,0.956690994217,False,False,921722666b1281671b4b258beebac0e337f4a53871d5b0a3a1a1f140dfe9c892
mmlu,mmlu_pro:test:3891,openai_gpt56_sol,-0.75,0.99,0.9790638565595808,0.97906385656,False,False,ae664bd68975d89e777d4d78903a69619fef6b5365f749b9c898e399fa8d2140
mmlu,mmlu_pro:test:3891,openai_gpt56_sol,0.0,0.99,0.99,0.99,False,True,0294084a192ab560c5fd7580f6ffa3c37e752ca9735e9e287b5f5483902270d1
mmlu,mmlu_pro:test:3891,openai_gpt56_sol,0.75,0.99,0.9952512786303263,0.99525127863,False,False,ee60746e8cedda5d72316a5f918d8b9275049e8b70646eb0b96901e8e30049d0
mmlu,mmlu_pro:test:3891,openai_gpt56_sol,1.5,0.99,0.9977512283699548,0.99775122837,False,False,2e37bc206f8e6a56dce6229b8b57035cf30c7acf457bc36d4c5204b2a473c6be
mmlu,mmlu_pro:test:3891,anthropic_sonnet5,-1.5,0.72,0.3645804170628424,0.364580417063,False,False,f6b17456e709a696bb721f9f4fb7626139e2b1b6a72808fb0262449d6cf49e5c
mmlu,mmlu_pro:test:3891,anthropic_sonnet5,-0.75,0.72,0.5484627787629106,0.548462778763,False,False,b2551bb621c14394700eb98fafc18a9859c06461ce33fe8b22e0524c48aafc7f
mmlu,mmlu_pro:test:3891,anthropic_sonnet5,0.0,0.72,0.72,0.72,False,True,5ec29e5170574b8d49d238fe9085554a45fb3165690842df0650671e24134c3e
mmlu,mmlu_pro:test:3891,anthropic_sonnet5,0.75,0.72,0.8448100041326249,0.844810004133,False,False,6f848068ea2b301a738753fe4da76014b9bcee1a057c8e03448961238c8ae822
mmlu,mmlu_pro:test:3891,anthropic_sonnet5,1.5,0.72,0.9201554944517072,0.920155494452,False,False,57e81ffd0d6dcff003a22de026a8f15f50e0e3e46faa043c35e04acf2b7a1b34
mmlu,mmlu_pro:test:3927,openai_gpt56_sol,-1.5,0.99,0.9566909942174234,0.956690994217,False,False,400e7ecda2423c5504442170bcd07fe80d85dd10d50224dafd1027cee92ce6dd
mmlu,mmlu_pro:test:3927,openai_gpt56_sol,-0.75,0.99,0.9790638565595808,0.97906385656,False,False,946e0776852a4bcb63ec5df83c0bfa14ed0f1ea570af11dc0b7216eccc40a30e
mmlu,mmlu_pro:test:3927,openai_gpt56_sol,0.0,0.99,0.99,0.99,False,True,c9ffdceb25b11f53f1d806bf439f04ebfc5a66b31668fe35e4fd6c07f3c5e815
mmlu,mmlu_pro:test:3927,openai_gpt56_sol,0.75,0.99,0.9952512786303263,0.99525127863,False,False,de635913c3f8951d760b6f143868a1cdca2ec3902e940f8ae14018bec273ffa1
mmlu,mmlu_pro:test:3927,openai_gpt56_sol,1.5,0.99,0.9977512283699548,0.99775122837,False,False,c6ebaa5ccb9909b5ebc1b8e5bed90530b6d0be9243c2cc0cbaba0fe61ca1ceba
mmlu,mmlu_pro:test:3927,anthropic_sonnet5,-1.5,0.6,0.25076529093399114,0.250765290934,True,False,ad78d48c979d1c5d187f55249903c6339d73b18c0388cb3933d5c4e5b757ccbc
mmlu,mmlu_pro:test:3927,anthropic_sonnet5,-0.75,0.6,0.41470831990892604,0.414708319909,True,False,d3904921d0098665a32aa573840f39c5a3c0a441510da15b2e651864afb58915
mmlu,mmlu_pro:test:3927,anthropic_sonnet5,0.0,0.6,0.6,0.6,True,True,3518bd86f0c6dfcd8b92361d27d46a6d5bbf971c1d2a2bccba581ed4900b2b01
mmlu,mmlu_pro:test:3927,anthropic_sonnet5,0.75,0.6,0.7605077250551816,0.760507725055,True,False,b1ce7745a93edb03936d0dbfbda5e0a47376b5d21e2cf012e43a7a878457920f
